#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65950.1           -            231 11576at5820          -            205  3.7e-108  358.3   3.2   1   1  4.2e-111  4.3e-108  358.1   3.2     1   205     7   225     7   225 0.96 GTP:AMP phosphotransferase, putative [Plasmodium vivax]
SCO66805.1           -            242 11576at5820          -            205   1.2e-34  118.2   1.4   1   1   1.7e-37   1.7e-34  117.7   1.4     3   196    31   228    30   236 0.84 adenylate kinase, putative [Plasmodium vivax]
SCO65913.1           -            259 11576at5820          -            205   4.3e-11   41.3   0.5   1   1   2.9e-13   2.9e-10   38.6   0.5     4   174    11   218     9   236 0.72 adenylate kinase 2, putative [Plasmodium vivax]
SCO66648.1           -            270 11576at5820          -            205    0.0011   17.0   0.0   1   1   1.9e-06     0.002   16.3   0.0    53    95   109   156    94   254 0.84 adenylate kinase-like protein 2, putative [Plasmodium vivax]
SCO67063.1           -            891 11576at5820          -            205    0.0028   15.8   1.8   1   3    0.0013       1.3    7.1   0.0     1    37   432   468   432   475 0.89 P-loop containing nucleoside triphosphate hydrolase, putative [Plasmodium vivax]
SCO67063.1           -            891 11576at5820          -            205    0.0028   15.8   1.8   2   3    0.0012       1.2    7.2   0.0    66    89   535   558   476   564 0.70 P-loop containing nucleoside triphosphate hydrolase, putative [Plasmodium vivax]
SCO67063.1           -            891 11576at5820          -            205    0.0028   15.8   1.8   3   3       1.7   1.8e+03   -3.2   0.3   173   200   687   715   668   716 0.68 P-loop containing nucleoside triphosphate hydrolase, putative [Plasmodium vivax]
SCO68336.1           -           1700 11576at5820          -            205    0.0036   15.4   0.1   1   2   0.00011      0.11   10.6   0.1    18    84   587   658   576   672 0.84 nucleoside diphosphate kinase, putative [Plasmodium vivax]
SCO68336.1           -           1700 11576at5820          -            205    0.0036   15.4   0.1   2   2     0.078        79    1.2   0.0    73   103   839   869   803   876 0.81 nucleoside diphosphate kinase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11576at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11576at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11576at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:46 2026
# [ok]
