#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66848.1           -           1140 2106at5820           -            959         0 1671.5 102.3   1   5   5.4e-61   1.8e-58  196.8   6.2     1   120     1   128     1   142 0.93 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO66848.1           -           1140 2106at5820           -            959         0 1671.5 102.3   2   5   2.7e-71     9e-69  230.9   3.8   118   251   157   296   154   302 0.93 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO66848.1           -           1140 2106at5820           -            959         0 1671.5 102.3   3   5         0         0 1018.6  51.2   247   820   319   914   313   925 0.94 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO66848.1           -           1140 2106at5820           -            959         0 1671.5 102.3   4   5   1.4e-06   0.00048   16.7   0.0   826   850   964   988   956   991 0.90 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO66848.1           -           1140 2106at5820           -            959         0 1671.5 102.3   5   5   5.5e-70   1.8e-67  226.5  14.8   850   958  1031  1139  1027  1140 0.98 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO67557.1           -            660 2106at5820           -            959   5.1e-19   66.2  11.2   1   4     5e-07   0.00017   18.2   0.0   573   643   109   179    84   180 0.90 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 2106at5820           -            959   5.1e-19   66.2  11.2   2   4   4.1e-07   0.00014   18.4   0.1   583   637   161   215   158   226 0.89 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 2106at5820           -            959   5.1e-19   66.2  11.2   3   4   8.1e-13   2.7e-10   37.3   3.4   456   658   347   568   338   577 0.76 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 2106at5820           -            959   5.1e-19   66.2  11.2   4   4      0.15        50    0.1   0.0   577   613   621   658   599   660 0.52 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO65804.1           -            322 2106at5820           -            959   7.7e-18   62.3   1.9   1   6     0.019       6.6    3.0   0.0   474   508    16    52     3    56 0.76 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 2106at5820           -            959   7.7e-18   62.3   1.9   2   6   5.9e-08     2e-05   21.2   0.0   582   656    67   142    55   151 0.86 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 2106at5820           -            959   7.7e-18   62.3   1.9   3   6   1.8e-07   6.1e-05   19.6   0.4   586   665   113   196   109   200 0.83 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 2106at5820           -            959   7.7e-18   62.3   1.9   4   6   3.9e-07   0.00013   18.5   0.1   584   664   154   237   143   250 0.81 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 2106at5820           -            959   7.7e-18   62.3   1.9   5   6   3.6e-08   1.2e-05   21.9   0.0   584   664   198   277   193   286 0.91 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 2106at5820           -            959   7.7e-18   62.3   1.9   6   6    0.0043       1.5    5.1   0.0   483   510   293   320   286   322 0.87 receptor for activated c kinase, putative [Plasmodium vivax]
SCO68325.1           -           1399 2106at5820           -            959   1.2e-15   55.0   1.6   1   3   1.3e-05    0.0046   13.4   0.1   458   553    32   123    17   127 0.83 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 2106at5820           -            959   1.2e-15   55.0   1.6   2   3   8.6e-17   2.9e-14   50.5   0.2   456   665   114   332   112   343 0.82 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 2106at5820           -            959   1.2e-15   55.0   1.6   3   3      0.89     3e+02   -2.5   2.1   188   246   612   670   544   692 0.63 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68494.1           -            644 2106at5820           -            959   7.1e-14   49.2   7.2   1   3     0.021         7    2.9   0.1   455   498   263   309   198   325 0.74 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO68494.1           -            644 2106at5820           -            959   7.1e-14   49.2   7.2   2   3   2.1e-08   7.1e-06   22.7   0.0   582   663   427   509   401   525 0.86 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO68494.1           -            644 2106at5820           -            959   7.1e-14   49.2   7.2   3   3   1.4e-08   4.7e-06   23.3   3.9   598   686   529   619   510   625 0.83 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO65843.1           -            324 2106at5820           -            959   1.2e-13   48.4   4.3   1   3   2.8e-07   9.3e-05   19.0   0.1   579   665    30   118    20   123 0.88 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 2106at5820           -            959   1.2e-13   48.4   4.3   2   3   0.00023     0.076    9.4   0.2   585   649   121   183   114   196 0.78 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 2106at5820           -            959   1.2e-13   48.4   4.3   3   3   1.4e-06   0.00048   16.7   0.0   476   613   202   322   196   324 0.65 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO67789.1           -            646 2106at5820           -            959   1.1e-10   38.6   0.5   1   5       1.7   5.8e+02   -3.5   3.0   262   299   281   316   240   327 0.57 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 2106at5820           -            959   1.1e-10   38.6   0.5   2   5   8.1e-08   2.7e-05   20.8   0.2   585   665   364   445   341   449 0.88 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 2106at5820           -            959   1.1e-10   38.6   0.5   3   5   5.9e-09     2e-06   24.5   0.0   597   661   460   525   452   535 0.88 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 2106at5820           -            959   1.1e-10   38.6   0.5   4   5   0.00074      0.25    7.7   0.1   604   666   509   572   507   580 0.90 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 2106at5820           -            959   1.1e-10   38.6   0.5   5   5   0.00098      0.33    7.3   0.2   591   654   580   641   575   644 0.83 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67037.1           -            498 2106at5820           -            959   3.4e-10   37.0   8.4   1   3       1.7   5.8e+02   -3.5   0.4   807   831   108   132    84   178 0.60 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 2106at5820           -            959   3.4e-10   37.0   8.4   2   3   2.6e-10   8.8e-08   29.0   0.5   488   666   223   424   220   436 0.70 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 2106at5820           -            959   3.4e-10   37.0   8.4   3   3    0.0011      0.36    7.2   0.1   606   655   447   498   430   498 0.74 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO68971.1           -           1238 2106at5820           -            959   5.5e-10   36.3  56.3   1   7   4.1e-10   1.4e-07   28.4  11.1   154   277    69   197    61   221 0.83 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 2106at5820           -            959   5.5e-10   36.3  56.3   2   7     0.001      0.34    7.2   5.0   639   698   176   236   166   295 0.77 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 2106at5820           -            959   5.5e-10   36.3  56.3   3   7       2.8   9.4e+02   -4.2   2.5   615   772   379   396   356   455 0.54 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 2106at5820           -            959   5.5e-10   36.3  56.3   4   7   4.1e-07   0.00014   18.4   0.2   132   240   612   719   603   774 0.79 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 2106at5820           -            959   5.5e-10   36.3  56.3   5   7   1.7e-05    0.0057   13.1   1.5   158   223   843   910   830   930 0.59 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 2106at5820           -            959   5.5e-10   36.3  56.3   6   7    0.0005      0.17    8.2   1.6   479   613   921  1053   913  1069 0.74 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 2106at5820           -            959   5.5e-10   36.3  56.3   7   7       6.7   2.2e+03   -5.4   2.6   766   830  1116  1175  1092  1207 0.68 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO67096.1           -            595 2106at5820           -            959   4.5e-09   33.3  16.0   1   4      0.24        81   -0.7   3.4   542   578   143   179    44   216 0.66 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 2106at5820           -            959   4.5e-09   33.3  16.0   2   4   3.9e-09   1.3e-06   25.1   0.4   581   663   276   359   242   364 0.81 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 2106at5820           -            959   4.5e-09   33.3  16.0   3   4    0.0066       2.2    4.5   0.0   476   520   363   407   358   416 0.87 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 2106at5820           -            959   4.5e-09   33.3  16.0   4   4   9.4e-05     0.032   10.6   0.5   601   682   422   503   409   533 0.87 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67313.1           -            555 2106at5820           -            959   9.7e-06   22.3  16.5   1   2   8.5e-05     0.029   10.8   0.1   584   661    48   128    16   130 0.83 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67313.1           -            555 2106at5820           -            959   9.7e-06   22.3  16.5   2   2   4.1e-05     0.014   11.8  13.2   554   659   138   243   129   448 0.82 WD repeat-containing protein, putative [Plasmodium vivax]
SCO70063.1           -            763 2106at5820           -            959   3.2e-05   20.6   1.1   1   2   9.5e-08   3.2e-05   20.6   1.1   584   654    10    86     3   108 0.83 protein transport protein SEC13, putative [Plasmodium vivax]
SCO70063.1           -            763 2106at5820           -            959   3.2e-05   20.6   1.1   2   2      0.14        47    0.1   0.1   582   613   226   261   208   300 0.71 protein transport protein SEC13, putative [Plasmodium vivax]
SCO67713.1           -           1240 2106at5820           -            959   5.4e-05   19.8  20.6   1   3   2.7e-07   9.1e-05   19.1   1.6   583   658   911   988   879  1016 0.82 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 2106at5820           -            959   5.4e-05   19.8  20.6   2   3   6.2e-06    0.0021   14.5   3.7   476   629   955  1130   953  1139 0.64 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 2106at5820           -            959   5.4e-05   19.8  20.6   3   3   0.00044      0.15    8.4   0.0   489   570  1143  1224  1133  1233 0.84 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO70158.1           -            472 2106at5820           -            959     7e-05   19.4   0.7   1   2     0.051        17    1.6   0.9   595   671   139   216   132   226 0.77 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO70158.1           -            472 2106at5820           -            959     7e-05   19.4   0.7   2   2   2.1e-07     7e-05   19.4   0.7   596   670   227   301   214   318 0.86 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO65360.1           -            327 2106at5820           -            959    0.0074   12.7   0.5   1   1   0.00017     0.056    9.8   0.5   471   662     3   219     1   226 0.56 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO70061.1           -            445 2106at5820           -            959      0.01   12.3   5.0   1   2   0.00075      0.25    7.6   1.6   583   688    72   185    14   227 0.75 WD repeat-containing protein, putative [Plasmodium vivax]
SCO70061.1           -            445 2106at5820           -            959      0.01   12.3   5.0   2   2    0.0024      0.82    6.0   0.1   617   665   303   351   283   362 0.85 WD repeat-containing protein, putative [Plasmodium vivax]
SCO65922.1           -            458 2106at5820           -            959     0.014   11.8   0.1   1   2      0.16        53   -0.0   0.0   586   619   269   306   267   317 0.77 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 2106at5820           -            959     0.014   11.8   0.1   2   2   0.00017     0.058    9.8   0.1   583   658   324   403   292   416 0.65 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO66204.1           -            654 2106at5820           -            959     0.034   10.5   7.4   1   4      0.53   1.8e+02   -1.8   4.0   261   305   297   339   290   352 0.47 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO66204.1           -            654 2106at5820           -            959     0.034   10.5   7.4   2   4    0.0068       2.3    4.5   4.8   149   242   340   434   328   448 0.77 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO66204.1           -            654 2106at5820           -            959     0.034   10.5   7.4   3   4     0.017       5.7    3.2   0.1   474   515   421   462   403   476 0.82 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO66204.1           -            654 2106at5820           -            959     0.034   10.5   7.4   4   4    0.0028      0.95    5.7   0.0   597   707   436   552   421   574 0.64 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2106at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2106at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2106at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:52 2026
# [ok]
