#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70028.1           -           1993 882at5820            -           1269         0 2421.3 143.5   1   7   2.2e-56   4.5e-53  178.7  12.0     1   116   119   235   119   251 0.90 potassium channel, putative [Plasmodium vivax]
SCO70028.1           -           1993 882at5820            -           1269         0 2421.3 143.5   2   7   1.3e-38   2.7e-35  119.8   6.5   112   216   293   412   278   427 0.84 potassium channel, putative [Plasmodium vivax]
SCO70028.1           -           1993 882at5820            -           1269         0 2421.3 143.5   3   7         0         0 1222.3  46.5   198   798   488  1127   482  1134 0.95 potassium channel, putative [Plasmodium vivax]
SCO70028.1           -           1993 882at5820            -           1269         0 2421.3 143.5   4   7   1.8e-78   3.7e-75  251.8  11.3   794   920  1217  1344  1201  1347 0.95 potassium channel, putative [Plasmodium vivax]
SCO70028.1           -           1993 882at5820            -           1269         0 2421.3 143.5   5   7   1.8e-28   3.7e-25   86.2   0.0   917   971  1460  1514  1441  1518 0.90 potassium channel, putative [Plasmodium vivax]
SCO70028.1           -           1993 882at5820            -           1269         0 2421.3 143.5   6   7   5.5e-62   1.1e-58  197.2  10.4   970  1086  1624  1742  1618  1760 0.95 potassium channel, putative [Plasmodium vivax]
SCO70028.1           -           1993 882at5820            -           1269         0 2421.3 143.5   7   7    8e-122  1.6e-118  395.4  15.9  1083  1269  1800  1989  1796  1989 0.98 potassium channel, putative [Plasmodium vivax]
SCO69245.1           -           1734 882at5820            -           1269   8.9e-40  134.6  95.2   1   6   8.1e-21   1.6e-17   60.9  40.5   264   639   408   790   384   791 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69245.1           -           1734 882at5820            -           1269   8.9e-40  134.6  95.2   2   6   1.7e-05     0.034   10.1   5.8   682   767   760   847   745   853 0.72 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69245.1           -           1734 882at5820            -           1269   8.9e-40  134.6  95.2   3   6   1.8e-15   3.7e-12   43.1   5.9   810   904  1024  1111   988  1132 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69245.1           -           1734 882at5820            -           1269   8.9e-40  134.6  95.2   4   6      0.18   3.6e+02   -3.2   0.0   907   940  1146  1179  1135  1183 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69245.1           -           1734 882at5820            -           1269   8.9e-40  134.6  95.2   5   6   1.4e-11   2.8e-08   30.2   5.4   950  1034  1240  1322  1234  1381 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69245.1           -           1734 882at5820            -           1269   8.9e-40  134.6  95.2   6   6   5.9e-06     0.012   11.6  11.1  1123  1268  1591  1723  1556  1724 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68792.1           -           1449 882at5820            -           1269   9.5e-13   45.1  79.8   1   4   2.5e-13   5.1e-10   36.0  39.9   260   532   115   409    74   430 0.71 potassium channel, putative [Plasmodium vivax]
SCO68792.1           -           1449 882at5820            -           1269   9.5e-13   45.1  79.8   2   4   0.00037      0.75    5.7   4.4   701   754   502   554   428   562 0.78 potassium channel, putative [Plasmodium vivax]
SCO68792.1           -           1449 882at5820            -           1269   9.5e-13   45.1  79.8   3   4   2.4e-09   4.8e-06   22.9   7.9   946  1065  1185  1298  1170  1308 0.77 potassium channel, putative [Plasmodium vivax]
SCO68792.1           -           1449 882at5820            -           1269   9.5e-13   45.1  79.8   4   4      0.75   1.5e+03   -5.3  10.0  1077  1178  1268  1377  1265  1448 0.71 potassium channel, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/882at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/882at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/882at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:07:33 2026
# [ok]
