#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67483.1           -           3974 100at5820            -           2613         0 5130.4 235.3   1  10  7.1e-271  7.2e-268  890.5  34.0     1   452    52   511    52   538 0.97 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 100at5820            -           2613         0 5130.4 235.3   2  10     1e-31     1e-28   97.2   2.6   457   551   674   776   641   798 0.66 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 100at5820            -           2613         0 5130.4 235.3   3  10   3.1e-47   3.1e-44  148.6   9.2   522   650  1006  1141   990  1188 0.81 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 100at5820            -           2613         0 5130.4 235.3   4  10    0.0003       0.3    6.0  14.7   633   688  1248  1303  1190  1337 0.68 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 100at5820            -           2613         0 5130.4 235.3   5  10   1.3e-66   1.4e-63  212.8   0.5   684   805  1399  1520  1381  1528 0.93 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 100at5820            -           2613         0 5130.4 235.3   6  10         0         0 1184.5  39.6   789  1341  1625  2184  1620  2200 0.98 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 100at5820            -           2613         0 5130.4 235.3   7  10  3.3e-302  3.3e-299  994.5  20.5  1339  1794  2460  2929  2447  2936 0.97 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 100at5820            -           2613         0 5130.4 235.3   8  10    7e-135  7.1e-132  439.4  13.4  1792  2049  2979  3258  2967  3273 0.92 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 100at5820            -           2613         0 5130.4 235.3   9  10   1.9e-25   1.9e-22   76.3  10.9  2041  2108  3283  3352  3267  3358 0.92 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 100at5820            -           2613         0 5130.4 235.3  10  10         0         0 1134.1  20.1  2108  2597  3436  3926  3421  3934 0.98 guanylyl cyclase, putative [Plasmodium vivax]
SCO68017.1           -           3144 100at5820            -           2613  6.7e-176  585.4 171.6   1   7   1.4e-36   1.4e-33  113.3  22.9    19   373    31   375    18   378 0.86 guanylyl cyclase beta, putative [Plasmodium vivax]
SCO68017.1           -           3144 100at5820            -           2613  6.7e-176  585.4 171.6   2   7      0.09        92   -2.2   0.0   468   509   387   428   384   461 0.90 guanylyl cyclase beta, putative [Plasmodium vivax]
SCO68017.1           -           3144 100at5820            -           2613  6.7e-176  585.4 171.6   3   7    0.0064       6.5    1.6  11.7   665   919   602   850   567   856 0.74 guanylyl cyclase beta, putative [Plasmodium vivax]
SCO68017.1           -           3144 100at5820            -           2613  6.7e-176  585.4 171.6   4   7   1.1e-14   1.2e-11   40.6  33.9   929  1245   895  1204   879  1261 0.82 guanylyl cyclase beta, putative [Plasmodium vivax]
SCO68017.1           -           3144 100at5820            -           2613  6.7e-176  585.4 171.6   5   7   1.1e-28   1.1e-25   87.0  35.5  1454  1785  1339  1699  1295  1702 0.69 guanylyl cyclase beta, putative [Plasmodium vivax]
SCO68017.1           -           3144 100at5820            -           2613  6.7e-176  585.4 171.6   6   7   2.5e-31   2.6e-28   95.8   0.1  1794  1884  1754  1844  1712  1870 0.84 guanylyl cyclase beta, putative [Plasmodium vivax]
SCO68017.1           -           3144 100at5820            -           2613  6.7e-176  585.4 171.6   7   7   1.1e-84   1.1e-81  272.9  30.8  2090  2575  2637  3114  2615  3136 0.82 guanylyl cyclase beta, putative [Plasmodium vivax]
SCO69952.1           -           1515 100at5820            -           2613  9.5e-106  352.7  70.1   1   6   1.3e-15   1.3e-12   43.7   3.7    37   178    35   169     7   178 0.79 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 100at5820            -           2613  9.5e-106  352.7  70.1   2   6   1.6e-14   1.6e-11   40.1   0.1   140   231   194   291   184   304 0.84 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 100at5820            -           2613  9.5e-106  352.7  70.1   3   6   1.5e-22   1.5e-19   66.7  12.7   245   522   364   673   359   733 0.67 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 100at5820            -           2613  9.5e-106  352.7  70.1   4   6   3.2e-08   3.3e-05   19.2   0.0   694   755   737   798   724   807 0.91 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 100at5820            -           2613  9.5e-106  352.7  70.1   5   6   4.2e-28   4.3e-25   85.1   1.1   805   920   926  1041   879  1083 0.85 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 100at5820            -           2613  9.5e-106  352.7  70.1   6   6   7.4e-38   7.5e-35  117.5  23.9   956  1298  1116  1455  1108  1473 0.83 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 100at5820            -           2613   2.6e-88  294.8  51.5   1   7   2.9e-29   2.9e-26   89.0   0.8    28   229    56   252    34   258 0.83 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 100at5820            -           2613   2.6e-88  294.8  51.5   2   7   5.2e-16   5.3e-13   45.0   2.2   224   373   322   480   315   489 0.78 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 100at5820            -           2613   2.6e-88  294.8  51.5   3   7   7.6e-05     0.077    8.0   0.2   472   510   496   535   482   546 0.80 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 100at5820            -           2613   2.6e-88  294.8  51.5   4   7    0.0036       3.7    2.4   0.0   694   749   789   848   768   852 0.80 P-type ATPase, putative [Plasmodium vivax]
