#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68499.1           -           1529 865at5820            -           1065         0 2059.5  80.3   1   6    0.0031       1.6    4.6   0.0    10    26    25    41     1    50 0.72 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 865at5820            -           1065         0 2059.5  80.3   2   6  8.3e-130  4.2e-127  423.7  26.8    23   275    67   355    64   361 0.90 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 865at5820            -           1065         0 2059.5  80.3   3   6   4.1e-49   2.1e-46  156.5   3.1   276   370   406   500   388   516 0.90 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 865at5820            -           1065         0 2059.5  80.3   4   6  4.1e-111  2.1e-108  361.8   1.2   363   547   661   850   650   856 0.95 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 865at5820            -           1065         0 2059.5  80.3   5   6  1.3e-142  6.5e-140  466.1   6.4   540   758   935  1152   921  1156 0.94 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 865at5820            -           1065         0 2059.5  80.3   6   6  1.2e-203  5.9e-201  668.2   8.5   758  1065  1213  1526  1197  1526 0.97 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO70255.1           -           1589 865at5820            -           1065   1.5e-82  276.2  24.1   1   6   3.7e-08   1.9e-05   20.9   0.0   411   459   232   281   205   287 0.82 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 865at5820            -           1065   1.5e-82  276.2  24.1   2   6   2.2e-16   1.1e-13   48.2   0.3   476   547   370   441   360   455 0.93 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 865at5820            -           1065   1.5e-82  276.2  24.1   3   6   6.3e-20   3.2e-17   59.9   0.0   543   627   939  1024   895  1045 0.82 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 865at5820            -           1065   1.5e-82  276.2  24.1   4   6   1.8e-18     9e-16   55.1   1.2   657   760  1092  1192  1082  1229 0.89 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 865at5820            -           1065   1.5e-82  276.2  24.1   5   6   3.9e-08     2e-05   20.9   1.9   853   933  1405  1486  1391  1488 0.90 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 865at5820            -           1065   1.5e-82  276.2  24.1   6   6   5.2e-27   2.6e-24   83.4   0.2   953  1051  1484  1582  1483  1588 0.91 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO65871.1           -           1741 865at5820            -           1065   1.8e-32  110.4  20.3   1   4   0.00043      0.22    7.5   0.0   426   447   515   536   496   544 0.85 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 865at5820            -           1065   1.8e-32  110.4  20.3   2   4   2.4e-14   1.2e-11   41.4  10.0   554   745   601   788   550   794 0.81 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 865at5820            -           1065   1.8e-32  110.4  20.3   3   4   0.00025      0.13    8.3   0.9   860   933  1338  1411  1328  1415 0.83 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 865at5820            -           1065   1.8e-32  110.4  20.3   4   4   4.9e-19   2.5e-16   56.9   0.1   959  1048  1415  1503  1409  1514 0.82 helicase SRCAP, putative [Plasmodium vivax]
SCO67148.1           -           1396 865at5820            -           1065   5.2e-32  108.9  32.7   1   3   3.4e-16   1.7e-13   47.6  12.4   426   742   334   599   183   623 0.84 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 865at5820            -           1065   5.2e-32  108.9  32.7   2   3   1.3e-18   6.6e-16   55.5   1.4   959  1057   689   787   609   791 0.88 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 865at5820            -           1065   5.2e-32  108.9  32.7   3   3    0.0038       1.9    4.3   3.8   123   181   900   958   895  1036 0.87 chromatin remodeling protein, putative [Plasmodium vivax]
SCO65594.1           -           1570 865at5820            -           1065   1.6e-26   90.7   5.5   1   3   7.2e-05     0.036   10.0   0.0   426   448   708   730   696   815 0.63 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 865at5820            -           1065   1.6e-26   90.7   5.5   2   3     8e-14     4e-11   39.7   5.2   558   748   813  1004   779  1011 0.78 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 865at5820            -           1065   1.6e-26   90.7   5.5   3   3     3e-13   1.5e-10   37.8   0.0   959  1049  1118  1209  1026  1218 0.87 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO66179.1           -           3266 865at5820            -           1065   1.7e-25   87.3  26.8   1   3      0.29   1.4e+02   -1.9   2.8    76   153  1216  1296  1211  1305 0.75 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO66179.1           -           3266 865at5820            -           1065   1.7e-25   87.3  26.8   2   3   4.5e-12   2.3e-09   33.9   6.0   478   741  1436  1684  1376  1693 0.76 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO66179.1           -           3266 865at5820            -           1065   1.7e-25   87.3  26.8   3   3   1.4e-18   7.3e-16   55.4   2.4   858  1048  1693  1863  1686  1869 0.86 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO68151.1           -           2940 865at5820            -           1065   1.7e-25   87.3   2.5   1   3   1.5e-09   7.8e-07   25.5   0.2   477   635   397   539   362   616 0.69 SNF2 helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 865at5820            -           1065   1.7e-25   87.3   2.5   2   3      0.85   4.3e+02   -3.4   0.0   724   761   669   717   665   731 0.68 SNF2 helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 865at5820            -           1065   1.7e-25   87.3   2.5   3   3   1.4e-18     7e-16   55.5   0.1   959  1057  1272  1371  1260  1378 0.85 SNF2 helicase, putative [Plasmodium vivax]
SCO65021.1           -           1083 865at5820            -           1065   8.9e-22   75.0   4.5   1   2   3.7e-09   1.9e-06   24.2   0.5   558   621   249   312    54   435 0.70 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO65021.1           -           1083 865at5820            -           1065   8.9e-22   75.0   4.5   2   2   1.3e-14   6.7e-12   42.3   0.3   898  1039   538   678   497   696 0.72 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO65894.1           -           1121 865at5820            -           1065   1.6e-20   70.8  38.6   1   6     0.007       3.5    3.5   0.5   278   349   169   237   150   244 0.73 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 865at5820            -           1065   1.6e-20   70.8  38.6   2   6    0.0054       2.7    3.8   0.0   424   445   242   263   236   275 0.77 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 865at5820            -           1065   1.6e-20   70.8  38.6   3   6   1.4e-07   7.1e-05   19.0   5.2   478   621   274   406   267   419 0.76 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 865at5820            -           1065   1.6e-20   70.8  38.6   4   6       2.4   1.2e+03   -4.9   2.3   139   688   525   571   511   591 0.48 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 865at5820            -           1065   1.6e-20   70.8  38.6   5   6   0.00041      0.21    7.6   3.9   849   904   806   863   735   875 0.78 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 865at5820            -           1065   1.6e-20   70.8  38.6   6   6     2e-19     1e-16   58.3   0.0   959  1030  1022  1093  1006  1112 0.91 DNA helicase, putative [Plasmodium vivax]
SCO68047.1           -            877 865at5820            -           1065   1.3e-10   38.0   0.3   1   4       2.1     1e+03   -4.7   1.0   352   452   142   240   137   253 0.59 DNA helicase, putative [Plasmodium vivax]
SCO68047.1           -            877 865at5820            -           1065   1.3e-10   38.0   0.3   2   4     0.079        40   -0.0   0.0   428   447   334   353   326   358 0.84 DNA helicase, putative [Plasmodium vivax]
SCO68047.1           -            877 865at5820            -           1065   1.3e-10   38.0   0.3   3   4    0.0064       3.2    3.6   0.1   560   610   414   466   377   487 0.81 DNA helicase, putative [Plasmodium vivax]
SCO68047.1           -            877 865at5820            -           1065   1.3e-10   38.0   0.3   4   4   2.6e-13   1.3e-10   38.0   0.3   956  1048   683   776   670   789 0.87 DNA helicase, putative [Plasmodium vivax]
SCO68124.1           -            519 865at5820            -           1065     0.018   11.0   0.6   1   1   5.1e-05     0.026   10.5   0.6   787   837   360   406   324   419 0.83 E3 ubiquitin-protein ligase RNF5, putative [Plasmodium vivax]
SCO65952.1           -            732 865at5820            -           1065      0.16    7.9   4.8   1   1   0.00045      0.23    7.4   4.8   780   837    69   122    47   144 0.81 RING zinc finger protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/865at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/865at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/865at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:06:49 2026
# [ok]
