#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69673.1           -           1344 1929at5820           -            921         0 1406.4 151.5   1   7   1.2e-53   3.5e-50  169.6  10.1     1   108    29   139    29   147 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69673.1           -           1344 1929at5820           -            921         0 1406.4 151.5   2   7   7.8e-91   2.4e-87  292.7  18.8   100   278   159   345   154   350 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69673.1           -           1344 1929at5820           -            921         0 1406.4 151.5   3   7   1.7e-91     5e-88  294.9  33.0   276   459   402   591   394   595 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69673.1           -           1344 1929at5820           -            921         0 1406.4 151.5   4   7   8.1e-40   2.5e-36  123.8  17.0   459   566   632   756   629   768 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69673.1           -           1344 1929at5820           -            921         0 1406.4 151.5   5   7   0.00011      0.33    7.6   0.0   561   586   801   826   782   834 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69673.1           -           1344 1929at5820           -            921         0 1406.4 151.5   6   7  2.6e-102     8e-99  330.6  12.8   577   806   864  1116   854  1122 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69673.1           -           1344 1929at5820           -            921         0 1406.4 151.5   7   7   1.8e-68   5.6e-65  218.6  17.8   802   920  1225  1343  1219  1344 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69971.1           -            836 1929at5820           -            921   3.8e-06   23.9  10.3   1   3   1.3e-09   3.8e-06   23.9  10.3   107   239   114   246   109   272 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69971.1           -            836 1929at5820           -            921   3.8e-06   23.9  10.3   2   3    0.0081        25    1.4   2.5   345   407   285   347   272   381 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69971.1           -            836 1929at5820           -            921   3.8e-06   23.9  10.3   3   3    0.0034        10    2.6  14.5   102   211   383   495   369   510 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1929at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1929at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1929at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:36:54 2026
# [ok]
