#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9   1  17      0.15   9.3e+02   -3.8   0.3     1    14     1    14     1    15 0.93 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9   2  17   2.5e-28   1.5e-24   84.8   7.8     9   106    35   136    29   173 0.68 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9   3  17     0.012        72   -0.1   0.9    78   105   142   172   115   202 0.76 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9   4  17      0.17   1.1e+03   -4.0   1.8    72   114   214   256   185   287 0.55 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9   5  17   0.00069       4.2    4.0   3.8   100   132   307   341   299   369 0.70 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9   6  17   1.2e-12   7.5e-09   32.9   4.3    89   185   354   460   348   471 0.74 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9   7  17   6.6e-57     4e-53  179.4   8.9   186   291   614   719   608   724 0.96 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9   8  17   5.3e-22   3.2e-18   63.9   0.0   281   337   731   787   725   819 0.88 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9   9  17  5.9e-103   3.6e-99  331.9  29.3   348   573   925  1171   899  1174 0.91 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9  10  17   5.6e-12   3.4e-08   30.7   0.1   572   597  1240  1265  1238  1273 0.94 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9  11  17   2.4e-13   1.4e-09   35.3   0.6   597   641  1302  1359  1298  1362 0.82 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9  12  17   6.3e-10   3.9e-06   23.9   7.7   644   705  1414  1469  1409  1499 0.61 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9  13  17     4e-14   2.4e-10   37.8  16.9   672   726  1494  1548  1450  1563 0.77 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9  14  17   7.5e-77   4.6e-73  245.4   6.2   722   832  1599  1709  1583  1732 0.87 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9  15  17   1.3e-15   7.9e-12   42.8   3.3   834   889  1753  1808  1735  1836 0.78 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9  16  17   9.8e-18   5.9e-14   49.8   0.1   892   928  1886  1922  1882  1934 0.94 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67183.1           -           2045 2702at5820           -            961         0 1119.5 177.9  17  17   1.7e-09     1e-05   22.5   0.3   929   961  1983  2019  1970  2019 0.83 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2702at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2702at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2702at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:42:41 2026
# [ok]
