#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70203.1           -           1508 2950at5820           -            863         0 1482.7 111.5   1   6  1.4e-213  1.1e-210  700.4  31.7     5   361    64   447    60   450 0.93 kinesin, putative [Plasmodium vivax]
SCO70203.1           -           1508 2950at5820           -            863         0 1482.7 111.5   2   6  9.7e-100   7.4e-97  323.8  10.5   362   534   515   703   513   708 0.92 kinesin, putative [Plasmodium vivax]
SCO70203.1           -           1508 2950at5820           -            863         0 1482.7 111.5   3   6   3.5e-25   2.7e-22   77.1   3.8   527   583   774   838   770   845 0.89 kinesin, putative [Plasmodium vivax]
SCO70203.1           -           1508 2950at5820           -            863         0 1482.7 111.5   4   6   4.4e-56   3.3e-53  179.4  14.1   575   678   930  1033   922  1056 0.92 kinesin, putative [Plasmodium vivax]
SCO70203.1           -           1508 2950at5820           -            863         0 1482.7 111.5   5   6   8.7e-17   6.6e-14   49.4   0.2   699   758  1200  1277  1187  1286 0.78 kinesin, putative [Plasmodium vivax]
SCO70203.1           -           1508 2950at5820           -            863         0 1482.7 111.5   6   6   2.2e-56   1.7e-53  180.3  14.5   753   863  1391  1504  1376  1504 0.94 kinesin, putative [Plasmodium vivax]
SCO66927.1           -           1285 2950at5820           -            863     1e-44  151.3  23.5   1   2   2.2e-12   1.7e-09   34.8   1.1    52   144   508   608   487   617 0.77 kinesin-8, putative [Plasmodium vivax]
SCO66927.1           -           1285 2950at5820           -            863     1e-44  151.3  23.5   2   2   1.6e-38   1.3e-35  121.2  16.3   178   498   609   931   607   939 0.80 kinesin-8, putative [Plasmodium vivax]
SCO69212.1           -           1678 2950at5820           -            863   1.1e-39  134.7   9.5   1   5   5.3e-13     4e-10   36.8   0.1    70   143    78   151    47   154 0.92 kinesin-7, putative [Plasmodium vivax]
SCO69212.1           -           1678 2950at5820           -            863   1.1e-39  134.7   9.5   2   5     5e-35   3.8e-32  109.7   5.4   199   420   192   430   182   461 0.81 kinesin-7, putative [Plasmodium vivax]
SCO69212.1           -           1678 2950at5820           -            863   1.1e-39  134.7   9.5   3   5       3.6   2.7e+03   -5.6   2.7   788   817   852   881   849   893 0.55 kinesin-7, putative [Plasmodium vivax]
