#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65613.1           -           1438 1090at5820           -           1041         0 1870.6  55.2   1   5  1.5e-248  1.8e-245  816.0  20.0     1   387     1   397     1   401 0.98 protein transport protein SEC31, putative [Plasmodium vivax]
SCO65613.1           -           1438 1090at5820           -           1041         0 1870.6  55.2   2   5   1.1e-52   1.3e-49  167.5   0.4   385   483   422   520   412   526 0.95 protein transport protein SEC31, putative [Plasmodium vivax]
SCO65613.1           -           1438 1090at5820           -           1041         0 1870.6  55.2   3   5   4.1e-12     5e-09   33.2   0.2   480   511   609   640   595   646 0.86 protein transport protein SEC31, putative [Plasmodium vivax]
SCO65613.1           -           1438 1090at5820           -           1041         0 1870.6  55.2   4   5  8.4e-166    1e-162  542.0   0.2   499   854   726  1078   723  1138 0.81 protein transport protein SEC31, putative [Plasmodium vivax]
SCO65613.1           -           1438 1090at5820           -           1041         0 1870.6  55.2   5   5  6.3e-100   7.7e-97  323.9  10.4   814  1041  1188  1438  1159  1438 0.85 protein transport protein SEC31, putative [Plasmodium vivax]
SCO65922.1           -            458 1090at5820           -           1041   1.4e-07   28.4   0.4   1   2    0.0019       2.3    4.5   0.0   126   212   137   234   129   243 0.67 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 1090at5820           -           1041   1.4e-07   28.4   0.4   2   2   9.3e-09   1.1e-05   22.1   0.2   132   223   323   410   315   416 0.86 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO68631.1           -            533 1090at5820           -           1041   8.9e-05   19.1   2.0   1   1     1e-07   0.00012   18.6   2.0   178   326   333   480   303   514 0.85 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO65722.1           -             91 1090at5820           -           1041     0.011   12.2   4.1   1   1   9.5e-06     0.012   12.1   4.1   809   898     2    89     1    91 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66129.1           -            720 1090at5820           -           1041      0.29    7.5   3.3   1   3      0.52   6.4e+02   -3.6   0.1   919   952   160   193   130   198 0.72 cytoplasmic dynein intermediate chain, putative [Plasmodium vivax]
SCO66129.1           -            720 1090at5820           -           1041      0.29    7.5   3.3   2   3    0.0086        10    2.3   0.0   139   245   427   534   417   561 0.76 cytoplasmic dynein intermediate chain, putative [Plasmodium vivax]
SCO66129.1           -            720 1090at5820           -           1041      0.29    7.5   3.3   3   3   0.00091       1.1    5.5   0.1   190   239   623   672   614   699 0.75 cytoplasmic dynein intermediate chain, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1090at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1090at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1090at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:07 2026
# [ok]
