#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67980.1           -           1127 2381at5820           -            857         0 1796.1  69.0   1   5     0.044        34    0.6   0.1     4    21    30    47    27    61 0.85 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO67980.1           -           1127 2381at5820           -            857         0 1796.1  69.0   2   5   1.3e-54   9.7e-52  174.4  10.9    10   121   157   274   148   281 0.91 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO67980.1           -           1127 2381at5820           -            857         0 1796.1  69.0   3   5   8.8e-34   6.7e-31  105.5   1.8   119   180   307   368   285   383 0.91 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO67980.1           -           1127 2381at5820           -            857         0 1796.1  69.0   4   5  8.4e-199  6.4e-196  651.4  15.3   179   475   393   694   381   698 0.98 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO67980.1           -           1127 2381at5820           -            857         0 1796.1  69.0   5   5  4.2e-269  3.2e-266  884.0  13.9   474   856   743  1125   732  1126 0.99 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO66239.1           -           1224 2381at5820           -            857  4.8e-201  668.4  11.0   1   2      0.21   1.6e+02   -1.6   0.0   247   297   263   317   248   332 0.80 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO66239.1           -           1224 2381at5820           -            857  4.8e-201  668.4  11.0   2   2  2.7e-202  2.1e-199  663.0  10.4   201   853   553  1187   384  1190 0.92 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO66498.1           -            840 2381at5820           -            857    3e-166  553.3   1.7   1   1  4.7e-167  3.5e-164  546.4   1.7   205   853   181   819   164   823 0.92 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO70072.1           -           1079 2381at5820           -            857  1.3e-153  511.5  28.6   1   2   3.7e-72   2.8e-69  232.4  10.9   191   453   369   628   360   659 0.89 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO70072.1           -           1079 2381at5820           -            857  1.3e-153  511.5  28.6   2   2   8.9e-87   6.8e-84  280.8   9.7   493   854   704  1075   697  1078 0.92 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO65858.1           -            834 2381at5820           -            857  1.1e-121  405.8  11.9   1   4   6.6e-53     5e-50  168.8   0.8   212   419     3   234     1   241 0.86 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO65858.1           -            834 2381at5820           -            857  1.1e-121  405.8  11.9   2   4    0.0032       2.4    4.4   0.0   426   455   273   302   270   308 0.92 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO65858.1           -            834 2381at5820           -            857  1.1e-121  405.8  11.9   3   4     3e-52   2.3e-49  166.6   0.1   476   690   361   576   354   583 0.96 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO65858.1           -            834 2381at5820           -            857  1.1e-121  405.8  11.9   4   4   3.5e-22   2.7e-19   67.1   2.4   693   849   649   812   647   819 0.87 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO69613.1           -           1608 2381at5820           -            857   3.4e-58  195.8  15.8   1   4         8   6.1e+03  -12.5  12.1   164   211   178   228   142   264 0.53 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69613.1           -           1608 2381at5820           -            857   3.4e-58  195.8  15.8   2   4     8e-50   6.1e-47  158.6   6.2   196   447   407   666   399   690 0.87 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69613.1           -           1608 2381at5820           -            857   3.4e-58  195.8  15.8   3   4   8.5e-18   6.5e-15   52.6   2.1   479   634   915  1088   890  1094 0.86 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69613.1           -           1608 2381at5820           -            857   3.4e-58  195.8  15.8   4   4      0.22   1.7e+02   -1.7   1.8   790   840  1399  1450  1375  1466 0.74 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69080.1           -            928 2381at5820           -            857   4.6e-43  145.7  22.8   1   2   2.2e-10   1.7e-07   28.1   0.2   297   369   101   173    20   191 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69080.1           -            928 2381at5820           -            857   4.6e-43  145.7  22.8   2   2   2.5e-38   1.9e-35  120.5  17.4   515   853   573   915   557   919 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67017.1           -           2090 2381at5820           -            857   1.8e-37  127.2  18.1   1   3   2.5e-28   1.9e-25   87.4   2.4   208   382   414   597   400   613 0.85 DEAD box helicase, putative [Plasmodium vivax]
SCO67017.1           -           2090 2381at5820           -            857   1.8e-37  127.2  18.1   2   3   1.1e-13   8.5e-11   39.0   1.0   479   607   778   907   766   911 0.87 DEAD box helicase, putative [Plasmodium vivax]
SCO67017.1           -           2090 2381at5820           -            857   1.8e-37  127.2  18.1   3   3   4.8e-05     0.036   10.4   1.1   615   688   953  1029   943  1085 0.87 DEAD box helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2381at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2381at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2381at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:39:48 2026
# [ok]
