#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69729.1           -           2478 644at5820            -           1421         0 2369.5 248.9   1   9  1.2e-134  7.2e-131  436.4  31.4     2   253    76   333    75   340 0.98 telomerase reverse transcriptase, putative [Plasmodium vivax]
SCO69729.1           -           2478 644at5820            -           1421         0 2369.5 248.9   2   9   1.4e-18   8.6e-15   51.8   1.2   250   303   460   520   436   528 0.83 telomerase reverse transcriptase, putative [Plasmodium vivax]
SCO69729.1           -           2478 644at5820            -           1421         0 2369.5 248.9   3   9   1.3e-55   7.6e-52  174.5  14.8   307   403   576   672   569   679 0.96 telomerase reverse transcriptase, putative [Plasmodium vivax]
SCO69729.1           -           2478 644at5820            -           1421         0 2369.5 248.9   4   9   4.4e-87   2.7e-83  278.8  31.4   400   567   708   875   705   881 0.97 telomerase reverse transcriptase, putative [Plasmodium vivax]
SCO69729.1           -           2478 644at5820            -           1421         0 2369.5 248.9   5   9   8.1e-50   4.9e-46  155.3  14.1   562   651   932  1022   913  1028 0.94 telomerase reverse transcriptase, putative [Plasmodium vivax]
SCO69729.1           -           2478 644at5820            -           1421         0 2369.5 248.9   6   9     6e-32   3.7e-28   96.1  10.9   649   735  1132  1233  1122  1238 0.89 telomerase reverse transcriptase, putative [Plasmodium vivax]
SCO69729.1           -           2478 644at5820            -           1421         0 2369.5 248.9   7   9    1e-204  6.3e-201  668.6  59.6   720  1080  1280  1642  1264  1649 0.94 telomerase reverse transcriptase, putative [Plasmodium vivax]
SCO69729.1           -           2478 644at5820            -           1421         0 2369.5 248.9   8   9   2.4e-64   1.5e-60  203.4   4.4  1076  1198  1837  1977  1828  1985 0.92 telomerase reverse transcriptase, putative [Plasmodium vivax]
SCO69729.1           -           2478 644at5820            -           1421         0 2369.5 248.9   9   9  1.5e-109    9e-106  353.2  17.9  1214  1421  2247  2468  2239  2468 0.96 telomerase reverse transcriptase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/644at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/644at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/644at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:04:46 2026
# [ok]
