#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70007.1           -           1615 1050at5820           -           1053         0 1513.3  85.7   1   9     4e-26   4.9e-23   79.3   0.1    13    72    70   131    65   137 0.91 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1050at5820           -           1053         0 1513.3  85.7   2   9   2.1e-52   2.5e-49  166.4   6.8    71   171   192   291   158   300 0.88 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1050at5820           -           1053         0 1513.3  85.7   3   9   1.3e-70   1.6e-67  226.6   1.6   165   305   354   497   346   500 0.95 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1050at5820           -           1053         0 1513.3  85.7   4   9   1.5e-62   1.8e-59  200.0   1.9   302   441   517   664   511   671 0.94 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1050at5820           -           1053         0 1513.3  85.7   5   9   1.1e-10   1.3e-07   28.2   0.0   445   479   707   741   700   744 0.93 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1050at5820           -           1053         0 1513.3  85.7   6   9   4.9e-81   5.9e-78  261.2   7.8   480   621   795   946   790   950 0.96 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1050at5820           -           1053         0 1513.3  85.7   7   9   1.3e-21   1.6e-18   64.4   1.0   633   700   998  1086   992  1093 0.81 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1050at5820           -           1053         0 1513.3  85.7   8   9   2.8e-17   3.4e-14   50.1   0.5   699   733  1154  1188  1151  1191 0.95 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1050at5820           -           1053         0 1513.3  85.7   9   9  1.8e-143  2.2e-140  467.8  15.0   734  1053  1236  1612  1231  1612 0.88 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO68597.1           -           1206 1050at5820           -           1053   3.5e-50  169.2  20.1   1   1   7.8e-52   9.5e-49  164.5  20.1    97   891   101   908    72   912 0.78 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO68829.1           -           1071 1050at5820           -           1053   4.5e-18   62.9  27.9   1   7     3e-10   3.6e-07   26.8   2.6    91   261    68   231     5   283 0.75 valine--tRNA ligase, putative [Plasmodium vivax]
SCO68829.1           -           1071 1050at5820           -           1053   4.5e-18   62.9  27.9   2   7   1.1e-05     0.014   11.6   0.0   397   443   310   355   300   369 0.85 valine--tRNA ligase, putative [Plasmodium vivax]
SCO68829.1           -           1071 1050at5820           -           1053   4.5e-18   62.9  27.9   3   7   1.7e-06     0.002   14.4   0.7   527   583   417   476   395   480 0.78 valine--tRNA ligase, putative [Plasmodium vivax]
SCO68829.1           -           1071 1050at5820           -           1053   4.5e-18   62.9  27.9   4   7   7.1e-06    0.0086   12.3   0.0   678   733   578   633   573   639 0.91 valine--tRNA ligase, putative [Plasmodium vivax]
SCO68829.1           -           1071 1050at5820           -           1053   4.5e-18   62.9  27.9   5   7   1.8e-05     0.021   11.0   0.1   766   853   702   802   671   808 0.73 valine--tRNA ligase, putative [Plasmodium vivax]
SCO68829.1           -           1071 1050at5820           -           1053   4.5e-18   62.9  27.9   6   7     0.033        40    0.2   0.0   860   889   845   874   839   922 0.73 valine--tRNA ligase, putative [Plasmodium vivax]
SCO68829.1           -           1071 1050at5820           -           1053   4.5e-18   62.9  27.9   7   7     0.076        93   -1.0   0.3   431   470   949   988   936  1002 0.79 valine--tRNA ligase, putative [Plasmodium vivax]
SCO66763.1           -            748 1050at5820           -           1053   4.2e-13   46.5  29.4   1   3   5.9e-07   0.00071   15.9   3.9   107   230   171   303   123   323 0.71 methionine--tRNA ligase, putative [Plasmodium vivax]
SCO66763.1           -            748 1050at5820           -           1053   4.2e-13   46.5  29.4   2   3   2.3e-05     0.028   10.6   0.9   531   609   326   405   313   409 0.72 methionine--tRNA ligase, putative [Plasmodium vivax]
SCO66763.1           -            748 1050at5820           -           1053   4.2e-13   46.5  29.4   3   3   2.2e-11   2.6e-08   30.6  10.5   686   886   512   715   503   719 0.72 methionine--tRNA ligase, putative [Plasmodium vivax]
SCO65790.1           -           1302 1050at5820           -           1053   2.9e-08   30.4   5.6   1   3   5.6e-08   6.8e-05   19.3   0.6   104   170   157   225   149   318 0.75 leucine--tRNA ligase, putative [Plasmodium vivax]
SCO65790.1           -           1302 1050at5820           -           1053   2.9e-08   30.4   5.6   2   3     0.033        41    0.2   0.0   561   579   601   619   591   621 0.84 leucine--tRNA ligase, putative [Plasmodium vivax]
SCO65790.1           -           1302 1050at5820           -           1053   2.9e-08   30.4   5.6   3   3   1.9e-05     0.024   10.9   0.1   712   754   914   956   910   980 0.86 leucine--tRNA ligase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1050at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1050at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1050at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:29 2026
# [ok]
