#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66237.1           -           1488 1709at5820           -            999         0 1632.7  86.6   1   8   4.1e-75   1.2e-71  240.1   3.7     1   143     3   164     3   170 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66237.1           -           1488 1709at5820           -            999         0 1632.7  86.6   2   8   6.9e-24   2.1e-20   70.6   0.2   143   192   298   347   289   362 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66237.1           -           1488 1709at5820           -            999         0 1632.7  86.6   3   8  8.8e-112  2.7e-108  361.5  16.8   207   410   393   617   371   622 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66237.1           -           1488 1709at5820           -            999         0 1632.7  86.6   4   8   7.5e-48   2.3e-44  149.9   1.3   411   502   642   734   639   744 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66237.1           -           1488 1709at5820           -            999         0 1632.7  86.6   5   8  8.8e-125  2.7e-121  404.5  11.4   501   741   809  1063   800  1067 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66237.1           -           1488 1709at5820           -            999         0 1632.7  86.6   6   8   5.5e-93   1.7e-89  299.3   6.9   736   901  1114  1290  1109  1296 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66237.1           -           1488 1709at5820           -            999         0 1632.7  86.6   7   8   3.8e-21   1.2e-17   61.5   0.6   900   940  1357  1397  1355  1401 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66237.1           -           1488 1709at5820           -            999         0 1632.7  86.6   8   8     5e-25   1.5e-21   74.3   0.0   938   988  1419  1472  1415  1486 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66441.1           -           1463 1709at5820           -            999   1.1e-10   38.4  72.5   1   5     0.011        35    0.3   0.0    55    76   129   150   127   156 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66441.1           -           1463 1709at5820           -            999   1.1e-10   38.4  72.5   2   5   1.5e-09   4.6e-06   23.1  27.1   193   461   232   514   179   524 0.68 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66441.1           -           1463 1709at5820           -            999   1.1e-10   38.4  72.5   3   5     1e-08   3.1e-05   20.3  15.5   566   689   835   955   826   982 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66441.1           -           1463 1709at5820           -            999   1.1e-10   38.4  72.5   4   5   2.2e-05     0.066    9.3   5.2   771   835  1111  1177  1103  1266 0.59 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66441.1           -           1463 1709at5820           -            999   1.1e-10   38.4  72.5   5   5     0.089   2.7e+02   -2.6   0.2   902   927  1331  1356  1326  1364 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1709at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1709at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1709at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:29 2026
# [ok]
