#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65207.1           -           5027 25at5820             -           4225         0 8514.5 197.3   1   9   2.2e-30   2.2e-27   92.3   0.9     1    55     1    55     1    63 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 25at5820             -           4225         0 8514.5 197.3   2   9   5.6e-36   5.7e-33  110.8   0.6    56   124   108   189   105   197 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 25at5820             -           4225         0 8514.5 197.3   3   9         0         0 3539.0 100.1   123  1908   233  2182   229  2187 0.95 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 25at5820             -           4225         0 8514.5 197.3   4   9    2e-157  2.1e-154  513.9   0.5  1908  2153  2227  2486  2218  2499 0.95 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 25at5820             -           4225         0 8514.5 197.3   5   9         0         0 3051.2  38.4  2153  3532  2566  4007  2543  4016 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 25at5820             -           4225         0 8514.5 197.3   6   9   3.9e-35   3.9e-32  108.0   0.2  3530  3626  4033  4168  4027  4175 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 25at5820             -           4225         0 8514.5 197.3   7   9  6.4e-234  6.5e-231  767.8   3.5  3623  3991  4217  4600  4194  4623 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 25at5820             -           4225         0 8514.5 197.3   8   9   1.1e-54   1.1e-51  172.9   1.3  3974  4098  4671  4804  4664  4818 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 25at5820             -           4225         0 8514.5 197.3   9   9   3.9e-61   3.9e-58  194.3   0.1  4094  4225  4858  5027  4850  5027 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 25at5820             -           4225    2e-276  918.9 145.9   1   9         6   6.1e+03  -11.6  14.4   582   806   974  1185   970  1200 0.70 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 25at5820             -           4225    2e-276  918.9 145.9   2   9         6   6.1e+03   -8.9  13.9  1192  1318  1141  1273  1120  1283 0.65 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 25at5820             -           4225    2e-276  918.9 145.9   3   9         6   6.1e+03  -22.9  25.4  1059  1288  1730  1963  1590  1980 0.76 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 25at5820             -           4225    2e-276  918.9 145.9   4   9  2.3e-169  2.4e-166  553.5  44.1  1279  2204  2055  3050  2041  3066 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 25at5820             -           4225    2e-276  918.9 145.9   5   9   1.2e-16   1.2e-13   46.7   6.0  2306  2594  3380  3676  3336  3690 0.77 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 25at5820             -           4225    2e-276  918.9 145.9   6   9   2.1e-21   2.1e-18   62.4   0.8  2600  2743  3805  3950  3779  3967 0.89 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 25at5820             -           4225    2e-276  918.9 145.9   7   9   1.4e-72   1.4e-69  232.4  55.3  2748  3564  4033  4881  4019  4901 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 25at5820             -           4225    2e-276  918.9 145.9   8   9   1.2e-30   1.2e-27   93.2   9.0  3621  3972  5088  5433  5059  5449 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 25at5820             -           4225    2e-276  918.9 145.9   9   9   8.8e-07   0.00089   13.9   3.6  4018  4145  5609  5736  5585  5751 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 25at5820             -           4225  6.4e-274  910.6 160.9   1   8    0.0018       1.8    2.9  11.3  1179  1285  1451  1563  1331  1565 0.70 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 25at5820             -           4225  6.4e-274  910.6 160.9   2   8   6.7e-24   6.8e-21   70.7  14.2  1284  1527  1612  1858  1603  1864 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 25at5820             -           4225  6.4e-274  910.6 160.9   3   8   1.3e-91   1.3e-88  295.5   8.4  1587  1949  1997  2395  1935  2406 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 25at5820             -           4225  6.4e-274  910.6 160.9   4   8   1.6e-36   1.6e-33  112.6   1.0  1966  2136  2479  2654  2466  2705 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 25at5820             -           4225  6.4e-274  910.6 160.9   5   8   1.2e-05     0.012   10.2   5.4  2289  2523  2953  3183  2948  3237 0.77 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 25at5820             -           4225  6.4e-274  910.6 160.9   6   8   1.8e-89   1.9e-86  288.4  38.9  2594  3364  3336  4102  3315  4115 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 25at5820             -           4225  6.4e-274  910.6 160.9   7   8   7.4e-24   7.5e-21   70.6   5.2  3365  3527  4249  4413  4240  4420 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 25at5820             -           4225  6.4e-274  910.6 160.9   8   8   4.3e-33   4.4e-30  101.2  21.4  3626  4086  4620  5113  4512  5175 0.72 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 25at5820             -           4225  1.9e-219  729.7 180.7   1   8   1.3e-26   1.3e-23   79.7  42.8  1112  1532  1074  1518  1050  1531 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 25at5820             -           4225  1.9e-219  729.7 180.7   2   8         6   6.1e+03   -9.7   5.0  1581  1672  1650  1739  1591  1755 0.46 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 25at5820             -           4225  1.9e-219  729.7 180.7   3   8     1e-68     1e-65  219.5   1.1  1665  1943  1809  2090  1776  2100 0.93 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 25at5820             -           4225  1.9e-219  729.7 180.7   4   8   3.8e-68   3.9e-65  217.6  28.9  1952  2815  2140  3030  2127  3042 0.76 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 25at5820             -           4225  1.9e-219  729.7 180.7   5   8   4.8e-27   4.9e-24   81.2  24.6  2860  3246  3128  3530  3104  3550 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 25at5820             -           4225  1.9e-219  729.7 180.7   6   8   2.8e-37   2.9e-34  115.1  17.6  3259  3528  3627  3900  3607  3908 0.94 dynein heavy chain, putative [Plasmodium vivax]
