#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65372.1           -           5177 44at5820             -           3972         0 7357.2 638.2   1  12     3e-67   3.1e-64  214.9  16.2     1   138     1   158     1   168 0.93 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 44at5820             -           3972         0 7357.2 638.2   2  12         0         0 1990.7 200.5   133  1169   180  1283   170  1289 0.95 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 44at5820             -           3972         0 7357.2 638.2   3  12  6.8e-157  6.9e-154  512.5  33.5  1166  1407  1342  1583  1334  1587 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 44at5820             -           3972         0 7357.2 638.2   4  12  5.2e-114  5.3e-111  370.2  22.5  1406  1597  1650  1854  1648  1857 0.95 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 44at5820             -           3972         0 7357.2 638.2   5  12  8.4e-216  8.6e-213  708.0  38.2  1597  1936  1958  2301  1952  2303 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 44at5820             -           3972         0 7357.2 638.2   6  12   3.1e-22   3.1e-19   65.6   0.7  1935  2009  2402  2511  2399  2514 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 44at5820             -           3972         0 7357.2 638.2   7  12  1.6e-281  1.6e-278  926.1  83.0  2010  2538  2572  3169  2567  3173 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 44at5820             -           3972         0 7357.2 638.2   8  12  2.1e-303  2.1e-300  998.8  67.7  2544  3063  3255  3793  3244  3796 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 44at5820             -           3972         0 7357.2 638.2   9  12  2.7e-142  2.8e-139  464.0  34.7  3061  3327  3899  4169  3896  4181 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 44at5820             -           3972         0 7357.2 638.2  10  12  1.1e-148  1.1e-145  485.3  19.9  3330  3579  4337  4588  4324  4593 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 44at5820             -           3972         0 7357.2 638.2  11  12    4e-189  4.1e-186  619.5  35.8  3571  3927  4688  5086  4683  5093 0.93 dynein heavy chain, putative [Plasmodium vivax]
