#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65031.1           -           1286 1942at5820           -            861         0 1302.2  73.9   1   7         0         0 1011.3  26.1     1   546     1   573     1   582 0.97 inositol 5-phosphatase, putative [Plasmodium vivax]
SCO65031.1           -           1286 1942at5820           -            861         0 1302.2  73.9   2   7   8.9e-11   1.8e-07   28.2   0.0   549   579   614   644   605   651 0.88 inositol 5-phosphatase, putative [Plasmodium vivax]
SCO65031.1           -           1286 1942at5820           -            861         0 1302.2  73.9   3   7   2.3e-37   4.6e-34  116.1  12.4   578   656   711   789   708   799 0.95 inositol 5-phosphatase, putative [Plasmodium vivax]
SCO65031.1           -           1286 1942at5820           -            861         0 1302.2  73.9   4   7   1.3e-17   2.6e-14   50.8   0.1   653   705   817   869   810   879 0.93 inositol 5-phosphatase, putative [Plasmodium vivax]
SCO65031.1           -           1286 1942at5820           -            861         0 1302.2  73.9   5   7   2.1e-08   4.2e-05   20.3   0.0   701   733   980  1013   974  1016 0.89 inositol 5-phosphatase, putative [Plasmodium vivax]
SCO65031.1           -           1286 1942at5820           -            861         0 1302.2  73.9   6   7   9.5e-18   1.9e-14   51.2   9.6   760   832  1132  1212  1073  1223 0.81 inositol 5-phosphatase, putative [Plasmodium vivax]
SCO65031.1           -           1286 1942at5820           -            861         0 1302.2  73.9   7   7   2.4e-13     5e-10   36.6   0.1   810   861  1233  1284  1216  1284 0.88 inositol 5-phosphatase, putative [Plasmodium vivax]
SCO68078.1           -            824 1942at5820           -            861   3.2e-31  106.7  31.0   1   4   3.1e-05     0.063    9.8   0.6    21   109    21   116     1   175 0.71 inositol-polyphosphate 5-phosphatase, putative [Plasmodium vivax]
SCO68078.1           -            824 1942at5820           -            861   3.2e-31  106.7  31.0   2   4   1.8e-05     0.036   10.6   0.2   120   154   212   246   199   253 0.82 inositol-polyphosphate 5-phosphatase, putative [Plasmodium vivax]
SCO68078.1           -            824 1942at5820           -            861   3.2e-31  106.7  31.0   3   4   5.6e-24   1.1e-20   71.8   5.5   163   330   289   457   280   475 0.86 inositol-polyphosphate 5-phosphatase, putative [Plasmodium vivax]
SCO68078.1           -            824 1942at5820           -            861   3.2e-31  106.7  31.0   4   4   6.6e-11   1.3e-07   28.6   5.2   383   501   566   693   562   807 0.77 inositol-polyphosphate 5-phosphatase, putative [Plasmodium vivax]
SCO64912.1           -           2798 1942at5820           -            861   1.4e-23   81.5  51.1   1   4      0.39     8e+02   -3.8   3.8    62   112    75   128    40   157 0.70 inositol-phosphate phosphatase, putative [Plasmodium vivax]
SCO64912.1           -           2798 1942at5820           -            861   1.4e-23   81.5  51.1   2   4   6.9e-17   1.4e-13   48.4   6.9   127   252   710   853   690   857 0.74 inositol-phosphate phosphatase, putative [Plasmodium vivax]
SCO64912.1           -           2798 1942at5820           -            861   1.4e-23   81.5  51.1   3   4   6.5e-15   1.3e-11   41.8  18.5   246   437   981  1187   973  1201 0.63 inositol-phosphate phosphatase, putative [Plasmodium vivax]
SCO64912.1           -           2798 1942at5820           -            861   1.4e-23   81.5  51.1   4   4   0.00013      0.26    7.8   0.3   431   504  1373  1448  1362  1469 0.78 inositol-phosphate phosphatase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1942at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1942at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1942at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:36:55 2026
# [ok]
