#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66561.1           -            202 11831at5820          -            156   3.2e-96  317.8   2.7   1   1   1.1e-98   5.7e-96  317.0   2.7     1   156    25   202    25   202 0.95 RNA-binding protein, putative [Plasmodium vivax]
SCO68028.1           -            513 11831at5820          -            156   6.5e-09   34.2   0.1   1   3   0.00089      0.45    8.7   0.0    54    96   104   146    90   158 0.88 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 11831at5820          -            156   6.5e-09   34.2   0.1   2   3   0.00058      0.29    9.3   0.0    53   106   202   252   182   285 0.81 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 11831at5820          -            156   6.5e-09   34.2   0.1   3   3   9.1e-05     0.046   12.0   0.0    57   115   391   450   384   474 0.85 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68708.1           -           1033 11831at5820          -            156   8.1e-09   33.9   0.0   1   2   3.9e-08     2e-05   22.9   0.0    57   114   661   719   626   733 0.89 splicing factor 1, putative [Plasmodium vivax]
SCO68708.1           -           1033 11831at5820          -            156   8.1e-09   33.9   0.0   2   2    0.0014      0.69    8.1   0.0    54    98   760   804   752   824 0.82 splicing factor 1, putative [Plasmodium vivax]
SCO68014.1           -            392 11831at5820          -            156   1.3e-06   26.8   1.4   1   3     0.019       9.6    4.4   0.1    49    99    29    74     6    94 0.69 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 11831at5820          -            156   1.3e-06   26.8   1.4   2   3   0.00029      0.15   10.3   0.0    59   110   139   191    89   206 0.67 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 11831at5820          -            156   1.3e-06   26.8   1.4   3   3   0.00056      0.29    9.4   0.0    54   112   225   283   220   291 0.77 poly(A)-binding protein, putative [Plasmodium vivax]
SCO66530.1           -            470 11831at5820          -            156   2.6e-05   22.5   2.2   1   2     0.012       6.1    5.1   0.1    70    90   121   141    83   174 0.76 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO66530.1           -            470 11831at5820          -            156   2.6e-05   22.5   2.2   2   2   2.8e-06    0.0014   16.9   0.3    36   111   288   374   264   391 0.77 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO66489.1           -            340 11831at5820          -            156   7.7e-05   21.0   3.3   1   3   0.00036      0.18   10.0   0.0    68   105   116   153   101   164 0.79 RNA-binding protein musashi, putative [Plasmodium vivax]
