#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66239.1           -           1224 1632at5820           -            958         0 2045.7  27.9   1   4   2.2e-25   1.6e-22   77.6   0.7     1    58     4    69     4    79 0.91 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO66239.1           -           1224 1632at5820           -            958         0 2045.7  27.9   2   4   1.1e-06   0.00085   15.7   0.3    53    77   103   127    82   133 0.78 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO66239.1           -           1224 1632at5820           -            958         0 2045.7  27.9   3   4   2.3e-28   1.8e-25   87.4   0.1    76   146   246   331   229   337 0.87 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO66239.1           -           1224 1632at5820           -            958         0 2045.7  27.9   4   4         0         0 1876.0  10.6   132   958   374  1224   347  1224 0.98 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO66498.1           -            840 1632at5820           -            958  6.9e-209  694.5   1.4   1   1  1.2e-211  9.1e-209  694.1   1.4   304   921   184   819   179   834 0.94 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO67980.1           -           1127 1632at5820           -            958  1.1e-196  654.1  20.1   1   2   3.7e-87   2.8e-84  282.1   3.4   306   543   429   671   417   680 0.95 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO67980.1           -           1127 1632at5820           -            958  1.1e-196  654.1  20.1   2   2  5.1e-116  3.8e-113  377.6   8.9   549   921   745  1122   731  1126 0.95 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO70072.1           -           1079 1632at5820           -            958  1.5e-161  537.8  21.0   1   2   1.4e-88   1.1e-85  286.8   3.5   299   573   383   656   375   662 0.95 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO70072.1           -           1079 1632at5820           -            958  1.5e-161  537.8  21.0   2   2     2e-79   1.5e-76  256.5   9.6   575   921   711  1074   703  1077 0.91 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO65858.1           -            834 1632at5820           -            958  4.7e-122  407.1  17.7   1   4   7.5e-52   5.7e-49  165.2   1.2   308   514     3   233     1   273 0.83 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO65858.1           -            834 1632at5820           -            958  4.7e-122  407.1  17.7   2   4   0.00084      0.64    6.2   0.0   518   544   274   300   267   306 0.91 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO65858.1           -            834 1632at5820           -            958  4.7e-122  407.1  17.7   3   4   5.6e-58   4.2e-55  185.5   0.3   552   764   364   575   355   586 0.97 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO65858.1           -            834 1632at5820           -            958  4.7e-122  407.1  17.7   4   4   8.4e-19   6.4e-16   55.8   1.7   769   923   650   818   646   826 0.80 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO69613.1           -           1608 1632at5820           -            958   4.3e-56  188.8  17.1   1   3     3e-45   2.3e-42  143.3   3.7   292   538   406   666   399   676 0.83 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69613.1           -           1608 1632at5820           -            958   4.3e-56  188.8  17.1   2   3   4.8e-18   3.7e-15   53.3   0.3   552   712   915  1091   905  1120 0.85 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69613.1           -           1608 1632at5820           -            958   4.3e-56  188.8  17.1   3   3     0.082        62   -0.4   0.7   859   923  1398  1466  1294  1491 0.80 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO69080.1           -            928 1632at5820           -            958   2.6e-41  139.9  20.3   1   2   7.5e-10   5.7e-07   26.2   0.1   401   467   109   175    97   193 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69080.1           -            928 1632at5820           -            958   2.6e-41  139.9  20.3   2   2   1.2e-36   8.9e-34  114.9  16.5   593   922   576   916   553   926 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67017.1           -           2090 1632at5820           -            958     2e-40  136.9  18.3   1   3   2.2e-31   1.7e-28   97.5   2.5   300   489   410   612   400   619 0.84 DEAD box helicase, putative [Plasmodium vivax]
SCO67017.1           -           2090 1632at5820           -            958     2e-40  136.9  18.3   2   3   5.4e-14   4.1e-11   39.9   1.3   498   680   726   905   695   912 0.76 DEAD box helicase, putative [Plasmodium vivax]
SCO67017.1           -           2090 1632at5820           -            958     2e-40  136.9  18.3   3   3   9.5e-05     0.072    9.3   0.8   696   763   962  1029   943  1036 0.86 DEAD box helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1632at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1632at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1632at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:03 2026
# [ok]
