#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67144.1           -           3422 198at5820            -           1815         0 3083.2 192.5   1  11  2.4e-130  7.4e-127  422.9  12.0     1   243     1   252     1   258 0.90 CCR4-NOT transcription complex subunit 1, putative [Plasmodium vivax]
SCO67144.1           -           3422 198at5820            -           1815         0 3083.2 192.5   2  11   0.00077       2.3    3.5  23.5   211   356   258   410   246   417 0.58 CCR4-NOT transcription complex subunit 1, putative [Plasmodium vivax]
SCO67144.1           -           3422 198at5820            -           1815         0 3083.2 192.5   3  11     0.031        95   -1.8  11.7   232   302   396   479   352   495 0.56 CCR4-NOT transcription complex subunit 1, putative [Plasmodium vivax]
SCO67144.1           -           3422 198at5820            -           1815         0 3083.2 192.5   4  11    3e-187  9.3e-184  611.6  11.4   309   620   560   876   539   888 0.92 CCR4-NOT transcription complex subunit 1, putative [Plasmodium vivax]
SCO67144.1           -           3422 198at5820            -           1815         0 3083.2 192.5   5  11   1.8e-14   5.4e-11   38.8   0.2   580   660   897   984   883  1003 0.74 CCR4-NOT transcription complex subunit 1, putative [Plasmodium vivax]
SCO67144.1           -           3422 198at5820            -           1815         0 3083.2 192.5   6  11  8.2e-146  2.5e-142  474.2  10.0   642   907  1085  1349  1061  1370 0.94 CCR4-NOT transcription complex subunit 1, putative [Plasmodium vivax]
SCO67144.1           -           3422 198at5820            -           1815         0 3083.2 192.5   7  11   2.2e-69   6.6e-66  220.8   2.8   902  1033  1443  1591  1436  1597 0.92 CCR4-NOT transcription complex subunit 1, putative [Plasmodium vivax]
SCO67144.1           -           3422 198at5820            -           1815         0 3083.2 192.5   8  11   5.5e-45   1.7e-41  139.9   6.0  1031  1155  1659  1799  1644  1808 0.88 CCR4-NOT transcription complex subunit 1, putative [Plasmodium vivax]
SCO67144.1           -           3422 198at5820            -           1815         0 3083.2 192.5   9  11   2.4e-74   7.2e-71  237.3   7.3  1147  1281  1997  2132  1924  2160 0.87 CCR4-NOT transcription complex subunit 1, putative [Plasmodium vivax]
SCO67144.1           -           3422 198at5820            -           1815         0 3083.2 192.5  10  11     1e-11   3.1e-08   29.6   7.5  1282  1355  2273  2358  2263  2364 0.76 CCR4-NOT transcription complex subunit 1, putative [Plasmodium vivax]
SCO67144.1           -           3422 198at5820            -           1815         0 3083.2 192.5  11  11  9.5e-291  2.9e-287  954.7  38.1  1351  1789  2658  3096  2646  3102 0.99 CCR4-NOT transcription complex subunit 1, putative [Plasmodium vivax]
SCO69417.1           -           4725 198at5820            -           1815  1.6e-210  700.3  80.4   1   9         2   6.1e+03  -10.6  10.4   227   289  1065  1133  1028  1158 0.61 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 198at5820            -           1815  1.6e-210  700.3  80.4   2   9   4.6e-45   1.4e-41  140.2  12.7   379   582  1501  1700  1492  1722 0.86 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 198at5820            -           1815  1.6e-210  700.3  80.4   3   9   1.6e-42   4.9e-39  131.7  15.9   648   882  2251  2480  2228  2485 0.87 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 198at5820            -           1815  1.6e-210  700.3  80.4   4   9         2   6.1e+03  -14.6  20.5   215   279  2739  2804  2728  2827 0.46 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 198at5820            -           1815  1.6e-210  700.3  80.4   5   9     0.039   1.2e+02   -2.2   0.5   947   998  3315  3366  3301  3372 0.87 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 198at5820            -           1815  1.6e-210  700.3  80.4   6   9   3.1e-08   9.4e-05   18.1   6.7  1001  1106  3447  3558  3442  3583 0.75 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 198at5820            -           1815  1.6e-210  700.3  80.4   7   9     0.025        75   -1.5   2.6   517   662  3712  3864  3706  3870 0.77 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 198at5820            -           1815  1.6e-210  700.3  80.4   8   9   5.4e-98   1.6e-94  315.6  10.2  1330  1655  4140  4461  4086  4480 0.89 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 198at5820            -           1815  1.6e-210  700.3  80.4   9   9   3.4e-52     1e-48  163.8   3.2  1668  1783  4607  4722  4599  4725 0.96 NOT family protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/198at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/198at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/198at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:15 2026
# [ok]
