#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67760.1           -            207 11589at5820          -            176  2.8e-112  370.7   7.8   1   1  9.1e-115  3.2e-112  370.5   7.8     1   176     1   180     1   180 0.98 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO67772.1           -            200 11589at5820          -            176   6.1e-69  229.6   6.6   1   1     2e-71   7.3e-69  229.3   6.6     8   172     4   172     1   176 0.96 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO69792.1           -            216 11589at5820          -            176     1e-51  173.5   2.9   1   1   3.5e-54   1.3e-51  173.2   2.9     7   176     6   180     1   181 0.91 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO64983.1           -            201 11589at5820          -            176   1.4e-51  173.1   4.6   1   1   4.8e-54   1.7e-51  172.7   4.6     7   170     5   172     1   175 0.93 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO70067.1           -            213 11589at5820          -            176   2.8e-47  159.0   0.2   1   1   9.9e-50   3.5e-47  158.7   0.2     9   167     4   165     1   171 0.93 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO68523.1           -            229 11589at5820          -            176   2.2e-39  133.3   0.4   1   1   8.5e-42     3e-39  132.9   0.3     6   175     3   181     1   183 0.90 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO67546.1           -            207 11589at5820          -            176   9.4e-37  124.7   0.3   1   1   3.6e-39   1.3e-36  124.3   0.3    13   169    12   172     3   177 0.94 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO65132.1           -            194 11589at5820          -            176   1.2e-33  114.6   0.3   1   1   4.4e-36   1.6e-33  114.3   0.3    19   174    14   173    10   177 0.91 ras-related protein Rab-5C, putative [Plasmodium vivax]
SCO69693.1           -            205 11589at5820          -            176   1.3e-32  111.2   0.2   1   1   4.7e-35   1.7e-32  110.9   0.2     5   169    25   192    21   198 0.86 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO66352.1           -            206 11589at5820          -            176   2.5e-32  110.3   0.6   1   1   8.7e-35   3.1e-32  110.0   0.6    11   173     7   178     1   181 0.85 ras-related protein RAB7, putative [Plasmodium vivax]
SCO65643.1           -            245 11589at5820          -            176   4.4e-29   99.8   2.6   1   2   9.2e-10   3.3e-07   28.5   0.0    12    58     6    52     2    71 0.90 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO65643.1           -            245 11589at5820          -            176   4.4e-29   99.8   2.6   2   2   8.8e-23   3.1e-20   70.9   1.0    60   172   102   214    85   219 0.93 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO67276.1           -            214 11589at5820          -            176   4.6e-22   76.9   0.0   1   1   1.6e-24   5.8e-22   76.6   0.0     6   168     3   166     1   171 0.84 GTP-binding nuclear protein RAN/TC4, putative [Plasmodium vivax]
SCO66148.1           -            181 11589at5820          -            176   2.1e-11   42.2   0.1   1   1   6.7e-14   2.4e-11   42.0   0.1    14   132    19   137     6   179 0.79 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO66285.1           -            178 11589at5820          -            176   8.9e-11   40.1   0.2   1   1     3e-13   1.1e-10   39.9   0.2    14   137    19   142    10   176 0.77 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO69030.1           -            185 11589at5820          -            176   2.7e-10   38.6   1.2   1   1   9.3e-13   3.3e-10   38.3   1.2    13   146    17   150     8   172 0.85 ADP-ribosylation-like factor, putative [Plasmodium vivax]
SCO65989.1           -            191 11589at5820          -            176     1e-06   26.9   0.0   1   1   4.2e-09   1.5e-06   26.4   0.0    14   127    22   135    18   145 0.80 small GTP-binding protein sar1, putative [Plasmodium vivax]
SCO68225.1           -            452 11589at5820          -            176   0.00064   17.8   0.2   1   2    0.0081       2.9    5.9   0.0    14    41     5    31     3    40 0.80 ras GTPAse, putative [Plasmodium vivax]
SCO68225.1           -            452 11589at5820          -            176   0.00064   17.8   0.2   2   2    0.0007      0.25    9.4   0.0    63   102   159   198   149   209 0.83 ras GTPAse, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11589at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11589at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11589at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:51 2026
# [ok]
