#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67292.1           -            316 10901at5820          -            239  3.6e-153  506.3  39.4   1   2  7.8e-147  6.8e-144  476.0  24.9     1   226     1   227     1   252 0.91 splicing factor U2AF small subunit, putative [Plasmodium vivax]
SCO67292.1           -            316 10901at5820          -            239  3.6e-153  506.3  39.4   2   2   9.8e-11   8.5e-08   30.4   9.7   204   239   254   289   244   289 0.83 splicing factor U2AF small subunit, putative [Plasmodium vivax]
SCO69999.1           -            883 10901at5820          -            239   6.7e-06   24.2   2.0   1   4   0.00024      0.21    9.4   0.0    77   142    22    89    17    99 0.86 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 10901at5820          -            239   6.7e-06   24.2   2.0   2   4     0.087        76    1.1   0.1    86   140   120   174   109   195 0.77 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 10901at5820          -            239   6.7e-06   24.2   2.0   3   4     0.013        11    3.8   0.0    92   134   215   255   196   274 0.77 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 10901at5820          -            239   6.7e-06   24.2   2.0   4   4    0.0036       3.2    5.6   0.0    87   157   465   536   430   548 0.83 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69655.1           -            505 10901at5820          -            239    0.0001   20.3   1.2   1   3   9.8e-07   0.00085   17.3   0.3    80   160   241   320   230   378 0.86 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO69655.1           -            505 10901at5820          -            239    0.0001   20.3   1.2   2   3       0.2   1.7e+02   -0.1   0.0   168   200   431   463   420   471 0.83 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO69655.1           -            505 10901at5820          -            239    0.0001   20.3   1.2   3   3      0.39   3.4e+02   -1.1   0.0   113   145   471   503   436   504 0.77 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO69492.1           -            503 10901at5820          -            239    0.0013   16.7   2.6   1   3   0.00029      0.25    9.2   0.1    91   134   103   147    92   161 0.81 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 10901at5820          -            239    0.0013   16.7   2.6   2   3    0.0047       4.1    5.2   0.1    82   145   191   258   180   270 0.82 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 10901at5820          -            239    0.0013   16.7   2.6   3   3      0.15   1.3e+02    0.3   0.0   111   142   436   467   416   480 0.86 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO66619.1           -            287 10901at5820          -            239    0.0015   16.5   1.2   1   2    0.0025       2.2    6.1   0.1   113   142    84   113    56   127 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO66619.1           -            287 10901at5820          -            239    0.0015   16.5   1.2   2   2   0.00036      0.31    8.9   0.0    84   138   224   278   188   284 0.90 RNA-binding protein, putative [Plasmodium vivax]
SCO69394.1           -            475 10901at5820          -            239    0.0038   15.2   2.4   1   2    0.0015       1.3    6.9   0.3    82   143    31    94    17   105 0.86 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69394.1           -            475 10901at5820          -            239    0.0038   15.2   2.4   2   2    0.0006      0.52    8.2   0.1    86   152   123   189   110   200 0.86 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO67297.1           -            208 10901at5820          -            239      0.18    9.6   4.3   1   2   0.00028      0.24    9.2   2.9    85   151    23    89    19   146 0.71 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO67297.1           -            208 10901at5820          -            239      0.18    9.6   4.3   2   2      0.35     3e+02   -0.9   0.0   160   195   160   195   143   205 0.77 alternative splicing factor ASF-1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10901at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10901at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10901at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:04 2026
# [ok]
