#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65926.1           -            269 10779at5820          -            230  6.9e-140  463.0  34.8   1   2   6.4e-89   1.5e-86  288.5  25.8     1   148     9   159     9   172 0.96 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO65926.1           -            269 10779at5820          -            230  6.9e-140  463.0  34.8   2   2   8.2e-56   1.9e-53  180.2   1.7   147   230   178   261   166   261 0.97 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO69999.1           -            883 10779at5820          -            230   2.1e-25   88.4  10.5   1   4   3.2e-09   7.5e-07   27.7   0.0   159   220    18    79    12    85 0.94 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 10779at5820          -            230   2.1e-25   88.4  10.5   2   4   1.5e-06   0.00034   19.0   0.2   158   220   105   166    97   178 0.89 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 10779at5820          -            230   2.1e-25   88.4  10.5   3   4   2.1e-08   4.8e-06   25.1   0.4   145   220   183   253   170   258 0.81 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 10779at5820          -            230   2.1e-25   88.4  10.5   4   4   4.1e-07   9.7e-05   20.8   0.2   148   218   438   509   421   516 0.76 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69492.1           -            503 10779at5820          -            230   5.9e-13   47.7   5.2   1   3     0.038       8.9    4.6   0.1   161   219    86   144    81   153 0.89 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 10779at5820          -            230   5.9e-13   47.7   5.2   2   3   1.1e-08   2.5e-06   26.0   0.5   144   220   165   242   151   250 0.85 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 10779at5820          -            230   5.9e-13   47.7   5.2   3   3   5.2e-06    0.0012   17.2   0.0   167   219   404   456   394   467 0.88 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO68028.1           -            513 10779at5820          -            230   1.5e-12   46.3   0.1   1   3    0.0011      0.27    9.6   0.0   165   220    96   151     8   159 0.92 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 10779at5820          -            230   1.5e-12   46.3   0.1   2   3   1.4e-05    0.0033   15.8   0.0   161   220   191   250   178   256 0.90 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 10779at5820          -            230   1.5e-12   46.3   0.1   3   3   5.9e-06    0.0014   17.1   0.0   121   221   331   436   310   445 0.77 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO66781.1           -            250 10779at5820          -            230   1.6e-12   46.3   0.9   1   2   3.3e-07   7.7e-05   21.2   0.0   153   228    17    91     7    93 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO66781.1           -            250 10779at5820          -            230   1.6e-12   46.3   0.9   2   2   1.1e-07   2.7e-05   22.7   1.6   132   230   147   244   109   244 0.71 RNA-binding protein, putative [Plasmodium vivax]
SCO69394.1           -            475 10779at5820          -            230   1.1e-11   43.5   0.6   1   2   1.8e-06   0.00041   18.8   0.0   151   219    14    82     2    89 0.88 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69394.1           -            475 10779at5820          -            230   1.1e-11   43.5   0.6   2   2   8.1e-08   1.9e-05   23.1   0.1   159   222   109   171    91   179 0.87 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO68014.1           -            392 10779at5820          -            230   5.8e-11   41.2   1.4   1   3      0.32        76    1.5   0.2   158   221    19    77     3    86 0.72 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 10779at5820          -            230   5.8e-11   41.2   1.4   2   3   6.5e-07   0.00015   20.2   0.0   151   220   112   180    96   185 0.91 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 10779at5820          -            230   5.8e-11   41.2   1.4   3   3   6.8e-06    0.0016   16.9   0.1   147   226   199   277   182   281 0.76 poly(A)-binding protein, putative [Plasmodium vivax]
SCO66738.1           -            318 10779at5820          -            230   1.9e-08   32.9   2.8   1   1   1.2e-10   2.9e-08   32.3   2.4   147   228    74   157    36   159 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 10779at5820          -            230   4.2e-08   31.8   0.0   1   2   3.8e-08   8.8e-06   24.2   0.0   159   220     9    69     3    75 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 10779at5820          -            230   4.2e-08   31.8   0.0   2   2     0.021       4.8    5.5   0.0   162   223   160   218   154   222 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO66530.1           -            470 10779at5820          -            230   8.7e-08   30.8   7.2   1   2    0.0042      0.98    7.7   0.2   156   212    89   144    78   156 0.85 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO66530.1           -            470 10779at5820          -            230   8.7e-08   30.8   7.2   2   2   1.5e-08   3.5e-06   25.5   2.0   150   215   291   359   261   365 0.78 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO68235.1           -            153 10779at5820          -            230   5.4e-07   28.2   1.7   1   1   2.7e-09   6.2e-07   28.0   1.7   131   224    34   127    16   133 0.84 RNA and export factor binding protein, putative [Plasmodium vivax]
SCO69529.1           -            119 10779at5820          -            230   8.1e-07   27.6   0.4   1   1   5.2e-09   1.2e-06   27.1   0.4   140   219    20    97     2   104 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO66126.1           -            497 10779at5820          -            230   2.2e-06   26.2   0.1   1   1   9.5e-09   2.2e-06   26.2   0.1   151   226   331   406   319   409 0.92 large subunit rRNA processing RRM protein, putative [Plasmodium vivax]
SCO69795.1           -            124 10779at5820          -            230     5e-06   25.0   0.4   1   2   4.1e-08   9.7e-06   24.1   0.1   158   222     9    73     2    81 0.90 RNA-binding protein, putative [Plasmodium vivax]
SCO69795.1           -            124 10779at5820          -            230     5e-06   25.0   0.4   2   2      0.84     2e+02    0.2   0.1    37    57    70    91    66    96 0.78 RNA-binding protein, putative [Plasmodium vivax]
SCO66926.1           -            299 10779at5820          -            230   5.6e-06   24.9   0.2   1   2   5.3e-08   1.2e-05   23.8   0.0   139   220    18    99     6   107 0.89 RNA-binding protein, putative [Plasmodium vivax]
SCO66926.1           -            299 10779at5820          -            230   5.6e-06   24.9   0.2   2   2       8.1   1.9e+03   -3.0   0.1    54    67   153   166   123   183 0.59 RNA-binding protein, putative [Plasmodium vivax]
SCO66561.1           -            202 10779at5820          -            230   2.1e-05   23.0   0.2   1   1   1.2e-07   2.7e-05   22.6   0.2   147   215    58   129     7   154 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO66658.1           -            725 10779at5820          -            230   7.6e-05   21.2   0.0   1   1   7.8e-07   0.00018   19.9   0.0   160   220    10    70     3    78 0.89 mRNA processing protein, putative [Plasmodium vivax]
SCO68708.1           -           1033 10779at5820          -            230   0.00017   20.0   5.4   1   3    0.0021      0.49    8.7   0.9   149   214   634   700   604   709 0.79 splicing factor 1, putative [Plasmodium vivax]
SCO68708.1           -           1033 10779at5820          -            230   0.00017   20.0   5.4   2   3    0.0005      0.12   10.8   0.0   167   219   754   806   748   816 0.92 splicing factor 1, putative [Plasmodium vivax]
SCO68708.1           -           1033 10779at5820          -            230   0.00017   20.0   5.4   3   3       1.1   2.7e+02   -0.2   0.0   179   229   973  1019   960  1020 0.78 splicing factor 1, putative [Plasmodium vivax]
SCO68994.1           -            792 10779at5820          -            230   0.00019   19.9   0.1   1   1   1.8e-06   0.00043   18.7   0.1   158   220    30    92     6   100 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO66489.1           -            340 10779at5820          -            230   0.00047   18.6   6.5   1   2     0.036       8.4    4.7   0.1   163   215    93   144    84   157 0.81 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO66489.1           -            340 10779at5820          -            230   0.00047   18.6   6.5   2   2   4.4e-06     0.001   17.5   0.0   158   217   171   229   159   241 0.84 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO65949.1           -            236 10779at5820          -            230   0.00081   17.8   0.0   1   1   5.4e-06    0.0013   17.2   0.0   157   221    34    98    17   107 0.90 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO65939.1           -            361 10779at5820          -            230    0.0016   16.9   0.3   1   2   1.8e-05    0.0042   15.5   0.1   164   211   125   172   105   189 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO65939.1           -            361 10779at5820          -            230    0.0016   16.9   0.3   2   2       3.4   7.8e+02   -1.8   0.0   172   222   217   265   191   273 0.63 RNA-binding protein, putative [Plasmodium vivax]
SCO70005.1           -            110 10779at5820          -            230    0.0016   16.8   0.0   1   1   9.2e-06    0.0021   16.4   0.0   159   220    16    74    10    84 0.86 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO67297.1           -            208 10779at5820          -            230    0.0022   16.4   0.4   1   2   6.1e-05     0.014   13.7   0.2   159   228    10    78     4    80 0.85 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO67297.1           -            208 10779at5820          -            230    0.0022   16.4   0.4   2   2      0.77   1.8e+02    0.3   0.0   193   224   149   180   134   185 0.79 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO68327.1           -            757 10779at5820          -            230    0.0029   16.0   0.9   1   2       4.6   1.1e+03   -2.2   0.0   157   218   413   471   399   478 0.64 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO68327.1           -            757 10779at5820          -            230    0.0029   16.0   0.9   2   2   4.7e-05     0.011   14.1   0.2   155   220   676   740   645   750 0.76 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO67176.1           -            753 10779at5820          -            230     0.004   15.5  19.3   1   3   0.00017      0.04   12.3   6.1    86   214   298   420   264   437 0.61 nucleic acid binding protein, putative [Plasmodium vivax]
SCO67176.1           -            753 10779at5820          -            230     0.004   15.5  19.3   2   3       1.5   3.4e+02   -0.6   3.0    86   126   531   573   455   595 0.61 nucleic acid binding protein, putative [Plasmodium vivax]
SCO67176.1           -            753 10779at5820          -            230     0.004   15.5  19.3   3   3    0.0014      0.32    9.3   0.0   159   219   665   725   655   734 0.85 nucleic acid binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10779at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10779at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10779at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:30:23 2026
# [ok]
