#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69987.1           -            440 8774at5820           -            361    9e-199  658.2  31.2   1   2   4.3e-10   8.8e-07   26.5   5.0     1    70     1    79     1    95 0.85 CAMP-dependent protein kinase regulatory subunit, putative [Plasmodium vivax]
SCO69987.1           -            440 8774at5820           -            361    9e-199  658.2  31.2   2   2  9.7e-196    2e-192  637.3  18.7    37   361   100   440    83   440 0.94 CAMP-dependent protein kinase regulatory subunit, putative [Plasmodium vivax]
SCO69240.1           -            854 8774at5820           -            361   1.4e-50  170.6  12.0   1   3   4.3e-36   8.7e-33  112.1   3.3    54   342     2   287     1   296 0.88 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO69240.1           -            854 8774at5820           -            361   1.4e-50  170.6  12.0   2   3   2.6e-05     0.052   10.8   0.4   254   332   319   398   287   417 0.75 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO69240.1           -            854 8774at5820           -            361   1.4e-50  170.6  12.0   3   3   3.9e-18   7.9e-15   53.0   0.1   106   216   412   519   400   526 0.85 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO69415.1           -           3337 8774at5820           -            361   3.9e-27   93.5  51.1   1   7         3   6.1e+03   -6.4  10.2    29    73   732   777   713   855 0.69 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 8774at5820           -            361   3.9e-27   93.5  51.1   2   7      0.33   6.7e+02   -2.7   0.1   102   145  1796  1839  1783  1847 0.81 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 8774at5820           -            361   3.9e-27   93.5  51.1   3   7   4.9e-08   9.9e-05   19.8   0.5   133   222  1961  2050  1885  2070 0.79 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 8774at5820           -            361   3.9e-27   93.5  51.1   4   7   3.3e-07   0.00066   17.1   0.7   120   213  2203  2298  2167  2313 0.83 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 8774at5820           -            361   3.9e-27   93.5  51.1   5   7    0.0026       5.2    4.2   3.7    93   173  2328  2405  2314  2415 0.87 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 8774at5820           -            361   3.9e-27   93.5  51.1   6   7   1.9e-08   3.8e-05   21.2   0.0   291   337  2437  2483  2426  2496 0.77 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 8774at5820           -            361   3.9e-27   93.5  51.1   7   7   1.3e-20   2.6e-17   61.2   1.0   199   348  3045  3207  2933  3218 0.76 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8774at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8774at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8774at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:07:13 2026
# [ok]
