#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69529.1           -            119 14381at5820          -             87   4.2e-56  186.0   1.0   1   1   3.2e-58   5.1e-56  185.7   1.0     1    87    25   114    25   114 0.98 RNA-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 14381at5820          -             87   4.8e-17   60.8   3.1   1   4     8e-07   0.00013   21.0   0.0    20    77    25    82    13    89 0.88 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 14381at5820          -             87   4.8e-17   60.8   3.1   2   4   0.00031     0.049   12.7   0.1    13    77   106   169    99   177 0.86 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 14381at5820          -             87   4.8e-17   60.8   3.1   3   4    0.0051       0.8    8.8   0.0    19    79   201   258   193   266 0.85 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 14381at5820          -             87   4.8e-17   60.8   3.1   4   4   5.5e-05    0.0086   15.2   0.0    10    75   448   512   441   518 0.87 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO68028.1           -            513 14381at5820          -             87     5e-17   60.8   0.0   1   3   4.5e-05    0.0071   15.4   0.0    22    77    99   154    86   163 0.88 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 14381at5820          -             87     5e-17   60.8   0.0   2   3   3.4e-06   0.00054   19.0   0.0    22    79   198   255   183   261 0.90 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 14381at5820          -             87     5e-17   60.8   0.0   3   3   3.7e-07   5.7e-05   22.1   0.0    26    80   387   441   371   447 0.87 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO69492.1           -            503 14381at5820          -             87   4.7e-16   57.6   2.0   1   4   8.8e-07   0.00014   20.9   0.0    16    78    87   149    76   154 0.88 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 14381at5820          -             87   4.7e-16   57.6   2.0   2   4    0.0004     0.063   12.4   0.1    20    80   189   248   179   253 0.87 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 14381at5820          -             87   4.7e-16   57.6   2.0   3   4       7.5   1.2e+03   -1.3   0.1    29    47   301   319   292   330 0.77 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 14381at5820          -             87   4.7e-16   57.6   2.0   4   4     1e-06   0.00016   20.7   0.0    13    76   396   459   389   466 0.87 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69394.1           -            475 14381at5820          -             87     5e-13   48.0   3.5   1   2   2.2e-08   3.4e-06   26.1   0.1    13    63    22    72    16    88 0.88 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69394.1           -            475 14381at5820          -             87     5e-13   48.0   3.5   2   2   3.1e-07   4.8e-05   22.4   0.5    13    80   109   175   101   184 0.87 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO65926.1           -            269 14381at5820          -             87   2.4e-08   32.9   0.0   1   1   4.5e-10     7e-08   31.5   0.0    13    84   190   264   185   265 0.88 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO67297.1           -            208 14381at5820          -             87   2.9e-08   32.7   0.5   1   1   4.2e-10   6.5e-08   31.6   0.2    10    77     7    73     3    84 0.90 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO68759.1           -            914 14381at5820          -             87   3.9e-08   32.3   0.3   1   2   2.8e-09   4.4e-07   28.9   0.1    14    74   680   740   673   752 0.88 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO68759.1           -            914 14381at5820          -             87   3.9e-08   32.3   0.3   2   2       1.8   2.9e+02    0.7   0.0    27    78   838   892   825   900 0.70 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO66163.1           -            544 14381at5820          -             87   7.1e-08   31.4   0.3   1   3   4.2e-08   6.5e-06   25.2   0.0    13    75    15    77    10    83 0.95 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO66163.1           -            544 14381at5820          -             87   7.1e-08   31.4   0.3   2   3      0.67     1e+02    2.1   0.0    13    50   115   150   109   171 0.77 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO66163.1           -            544 14381at5820          -             87   7.1e-08   31.4   0.3   3   3         3   4.6e+02   -0.0   0.0    30    53   170   194   156   221 0.76 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO67863.1           -            328 14381at5820          -             87   8.6e-08   31.2   0.0   1   1   9.8e-10   1.5e-07   30.4   0.0    17    77    18    78    11    88 0.87 serine/arginine-rich splicing factor 12, putative [Plasmodium vivax]
SCO68014.1           -            392 14381at5820          -             87   3.9e-07   29.1   4.7   1   3    0.0032       0.5    9.5   0.6    11    77    18    79    11    86 0.86 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 14381at5820          -             87   3.9e-07   29.1   4.7   2   3     0.064        10    5.3   0.0    29    74   133   180   129   187 0.74 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 14381at5820          -             87   3.9e-07   29.1   4.7   3   3   0.00012     0.019   14.0   0.0    18    75   216   272   200   281 0.79 poly(A)-binding protein, putative [Plasmodium vivax]
SCO66926.1           -            299 14381at5820          -             87   7.1e-07   28.2   0.0   1   1   9.2e-09   1.4e-06   27.3   0.0    13    80    38   105    33   111 0.93 RNA-binding protein, putative [Plasmodium vivax]
SCO69795.1           -            124 14381at5820          -             87   1.6e-06   27.1   0.5   1   1   1.4e-08   2.2e-06   26.7   0.5    20    75    17    72     7    83 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO68708.1           -           1033 14381at5820          -             87   1.9e-06   26.9   0.2   1   2    0.0013       0.2   10.8   0.0    13    68   644   700   637   712 0.78 splicing factor 1, putative [Plasmodium vivax]
SCO68708.1           -           1033 14381at5820          -             87   1.9e-06   26.9   0.2   2   2   0.00021     0.032   13.3   0.0    21    75   754   808   741   821 0.85 splicing factor 1, putative [Plasmodium vivax]
SCO66530.1           -            470 14381at5820          -             87   2.1e-06   26.7   1.3   1   1     3e-08   4.7e-06   25.6   0.4    11    69   298   359   289   374 0.83 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO67408.1           -            156 14381at5820          -             87   3.6e-06   26.0   0.3   1   1     4e-08   6.2e-06   25.2   0.3    15    76     8    75     3    85 0.79 RNA-binding protein s1, putative [Plasmodium vivax]
SCO66489.1           -            340 14381at5820          -             87   5.5e-06   25.4   0.1   1   2   0.00073      0.11   11.6   0.0    13    64    89   138    77   153 0.83 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO66489.1           -            340 14381at5820          -             87   5.5e-06   25.4   0.1   2   2    0.0011      0.17   11.0   0.0    21    65   180   223   171   241 0.76 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO68994.1           -            792 14381at5820          -             87   9.5e-06   24.6   0.0   1   1   1.3e-07     2e-05   23.6   0.0    12    77    30    95    26   104 0.95 RNA-binding protein, putative [Plasmodium vivax]
