#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3   1  15   1.7e-22     1e-18   64.9   0.6     3    41    58    96    56    99 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3   2  15     0.036   2.2e+02   -2.4   0.0    37    56   124   143   114   149 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3   3  15  5.2e-113  3.1e-109  364.6  23.7    60   315   262   523   247   531 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3   4  15   9.4e-33   5.7e-29   98.9   8.1   314   396   552   636   549   641 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3   5  15   4.6e-41   2.8e-37  126.4   0.4   396   474   665   743   660   757 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3   6  15   1.6e-13   9.5e-10   35.2   0.7   481   528   839   887   819   894 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3   7  15     1e-31   6.2e-28   95.4   7.2   512   601   895   992   886   998 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3   8  15   1.4e-09   8.7e-06   22.1   0.2   617   659  1135  1176  1109  1186 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3   9  15   1.4e-24   8.2e-21   71.9   2.8   657   726  1267  1355  1212  1357 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3  10  15   6.5e-16     4e-12   43.1   0.1   726   764  1442  1480  1439  1484 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3  11  15     2e-12   1.2e-08   31.6   0.2   761   814  1506  1560  1496  1570 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3  12  15   3.6e-08   0.00022   17.5   0.0   815   853  1702  1740  1681  1745 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3  13  15   2.4e-21   1.5e-17   61.1   0.0   853   919  1822  1888  1815  1899 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3  14  15   4.5e-08   0.00027   17.2   0.1   949   975  1986  2012  1927  2017 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68667.1           -           2325 684at5820            -           1068         0 1118.9 103.3  15  15   2.7e-34   1.6e-30  104.0   0.1   975  1063  2076  2164  2069  2167 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/684at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/684at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/684at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:54:15 2026
# [ok]
