#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68597.1           -           1206 1152at5820           -            961         0 1851.2  55.6   1   3  1.2e-143  1.2e-140  468.9   9.2     1   214    68   283    68   286 0.99 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO68597.1           -           1206 1152at5820           -            961         0 1851.2  55.6   2   3         0         0 1087.1  22.5   213   748   328   910   322   922 0.95 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO68597.1           -           1206 1152at5820           -            961         0 1851.2  55.6   3   3   3.5e-94   3.5e-91  305.2   7.9   747   961   935  1174   932  1174 0.94 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO68829.1           -           1071 1152at5820           -            961   7.6e-37  125.3  10.6   1   1   1.2e-36   1.3e-33  114.7  10.6     9   606    46   639    39   663 0.79 valine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1152at5820           -            961   8.9e-19   65.5  29.1   1   7   2.1e-12   2.1e-09   34.5   0.2    34    97   217   281   186   289 0.84 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1152at5820           -            961   8.9e-19   65.5  29.1   2   7      0.13   1.3e+02   -1.2   0.9   114   397   374   451   365   467 0.66 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1152at5820           -            961   8.9e-19   65.5  29.1   3   7    0.0014       1.4    5.3   0.2   213   326   525   652   519   659 0.65 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1152at5820           -            961   8.9e-19   65.5  29.1   4   7   8.3e-09   8.4e-06   22.6   0.4   380   456   820   898   797   902 0.81 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1152at5820           -            961   8.9e-19   65.5  29.1   5   7     0.031        32    0.8   0.0   539   560  1058  1079  1046  1085 0.81 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1152at5820           -            961   8.9e-19   65.5  29.1   6   7      0.98   9.9e+02   -4.1   0.0   568   596  1156  1184  1154  1188 0.87 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO70007.1           -           1615 1152at5820           -            961   8.9e-19   65.5  29.1   7   7   6.6e-08   6.7e-05   19.6   0.5   583   747  1218  1405  1214  1421 0.75 isoleucine--tRNA ligase, putative [Plasmodium vivax]
SCO66287.1           -            886 1152at5820           -            961   9.4e-15   52.2  10.3   1   2    0.0001       0.1    9.1   0.5     5    95   185   281   179   294 0.69 methionine--tRNA ligase, putative [Plasmodium vivax]
SCO66287.1           -            886 1152at5820           -            961   9.4e-15   52.2  10.3   2   2   4.6e-16   4.7e-13   46.6   3.8   536   762   464   704   437   762 0.78 methionine--tRNA ligase, putative [Plasmodium vivax]
SCO65790.1           -           1302 1152at5820           -            961   1.5e-07   28.4  14.0   1   3     1e-05      0.01   12.4   6.9    34   190   151   291   146   299 0.84 leucine--tRNA ligase, putative [Plasmodium vivax]
SCO65790.1           -           1302 1152at5820           -            961   1.5e-07   28.4  14.0   2   3    0.0013       1.4    5.4   0.0   438   456   602   620   589   624 0.88 leucine--tRNA ligase, putative [Plasmodium vivax]
SCO65790.1           -           1302 1152at5820           -            961   1.5e-07   28.4  14.0   3   3     2e-05      0.02   11.4   0.1   582   633   917   967   909   979 0.80 leucine--tRNA ligase, putative [Plasmodium vivax]
SCO66763.1           -            748 1152at5820           -            961   6.7e-07   26.2   9.4   1   3    0.0058       5.9    3.3   3.5    44   114   171   249   157   332 0.68 methionine--tRNA ligase, putative [Plasmodium vivax]
SCO66763.1           -            748 1152at5820           -            961   6.7e-07   26.2   9.4   2   3    0.0027       2.8    4.3   0.0   422   455   345   379   322   411 0.79 methionine--tRNA ligase, putative [Plasmodium vivax]
SCO66763.1           -            748 1152at5820           -            961   6.7e-07   26.2   9.4   3   3   1.1e-07   0.00011   18.9   0.1   548   618   511   577   482   599 0.75 methionine--tRNA ligase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1152at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1152at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1152at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:37 2026
# [ok]
