#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68445.1           -           1669 1180at5820           -           1159         0 1841.4 149.4   1   7   1.1e-44   3.3e-41  139.5   4.8     1    82     1    82     1    89 0.98 E1-E2 ATPase, putative [Plasmodium vivax]
SCO68445.1           -           1669 1180at5820           -           1159         0 1841.4 149.4   2   7   5.7e-97   1.7e-93  312.6  19.3    83   249   109   283   104   297 0.93 E1-E2 ATPase, putative [Plasmodium vivax]
SCO68445.1           -           1669 1180at5820           -           1159         0 1841.4 149.4   3   7   8.7e-57   2.6e-53  179.5   9.6   251   369   399   520   387   527 0.92 E1-E2 ATPase, putative [Plasmodium vivax]
SCO68445.1           -           1669 1180at5820           -           1159         0 1841.4 149.4   4   7  1.8e-103  5.4e-100  334.2  27.3   365   546   560   741   552   743 0.97 E1-E2 ATPase, putative [Plasmodium vivax]
SCO68445.1           -           1669 1180at5820           -           1159         0 1841.4 149.4   5   7   1.6e-83   4.7e-80  268.1   4.1   545   758   777  1033   768  1045 0.87 E1-E2 ATPase, putative [Plasmodium vivax]
SCO68445.1           -           1669 1180at5820           -           1159         0 1841.4 149.4   6   7  1.5e-157  4.6e-154  513.2  31.9   742  1050  1108  1430  1098  1444 0.94 E1-E2 ATPase, putative [Plasmodium vivax]
SCO68445.1           -           1669 1180at5820           -           1159         0 1841.4 149.4   7   7     3e-42   9.1e-39  131.4   4.6  1066  1159  1548  1641  1530  1641 0.95 E1-E2 ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1180at5820           -           1159   0.00034   16.9  20.9   1   5      0.33     1e+03   -4.5   0.6   396   464    35    95    25   105 0.54 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1180at5820           -           1159   0.00034   16.9  20.9   2   5   4.5e-05      0.14    8.2   0.1   274   329   142   195   115   212 0.74 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1180at5820           -           1159   0.00034   16.9  20.9   3   5   7.5e-07    0.0023   14.1   0.4   374   521   212   356   196   363 0.83 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1180at5820           -           1159   0.00034   16.9  20.9   4   5   3.6e-05      0.11    8.6   0.0   811   885   895   969   826   973 0.87 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1180at5820           -           1159   0.00034   16.9  20.9   5   5     0.055   1.7e+02   -2.0   1.7  1055  1133  1090  1168  1079  1176 0.82 calcium-transporting ATPase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1180at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1180at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1180at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:27:44 2026
# [ok]
