#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67794.1           -            751 3977at5820           -            569         0 1146.7  48.5   1   3    0.0062       3.1    4.5   0.1     1    16    21    36    21    40 0.91 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67794.1           -            751 3977at5820           -            569         0 1146.7  48.5   2   3  5.3e-110  2.7e-107  358.0   7.3    13   198   119   312   108   318 0.95 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67794.1           -            751 3977at5820           -            569         0 1146.7  48.5   3   3  1.3e-239  6.3e-237  786.0  28.7   198   569   357   749   355   749 0.96 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67612.1           -            203 3977at5820           -            569   7.8e-44  148.5   0.5   1   1   1.8e-46   9.2e-44  148.3   0.5   399   566    28   195    19   198 0.95 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67262.1           -            167 3977at5820           -            569   4.7e-40  136.0   0.6   1   1     1e-42   5.2e-40  135.9   0.6   420   567     4   152     1   154 0.96 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO66899.1           -            170 3977at5820           -            569   3.8e-38  129.7   0.5   1   1   8.8e-41   4.4e-38  129.5   0.5   425   549    17   150     4   160 0.84 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO67256.1           -            193 3977at5820           -            569   1.2e-34  118.2   0.7   1   1   2.8e-37   1.4e-34  117.9   0.7   413   554    30   178    15   188 0.87 peptidyl-prolyl cis-trans isomerase 11, putative [Plasmodium vivax]
SCO65010.1           -            262 3977at5820           -            569   1.8e-30  104.4   1.5   1   1   5.8e-33     3e-30  103.7   1.5   425   551   106   242    77   259 0.86 cyclophilin, putative [Plasmodium vivax]
SCO69363.1           -            462 3977at5820           -            569   2.4e-26   90.8   0.3   1   1   6.2e-29   3.2e-26   90.4   0.3   419   563    15   162     2   169 0.90 cyclophilin, putative [Plasmodium vivax]
SCO69125.1           -            226 3977at5820           -            569   3.9e-22   76.8   0.5   1   1     9e-25   4.5e-22   76.6   0.5   451   566    55   170    10   173 0.83 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO69913.1           -            276 3977at5820           -            569   5.7e-15   53.2   0.7   1   1   1.4e-17   7.2e-15   52.9   0.7   403   567    51   221    41   223 0.82 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO65804.1           -            322 3977at5820           -            569   4.6e-06   23.8   0.0   1   2   2.9e-05     0.015   12.2   0.0    41   114    70   141    44   151 0.89 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 3977at5820           -            569   4.6e-06   23.8   0.0   2   2   8.7e-05     0.044   10.6   0.0    31   116   144   230   137   278 0.85 receptor for activated c kinase, putative [Plasmodium vivax]
SCO67037.1           -            498 3977at5820           -            569   0.00011   19.3   8.4   1   4       1.5   7.5e+02   -3.3   0.1   323   352    95   124    81   208 0.46 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 3977at5820           -            569   0.00011   19.3   8.4   2   4   6.3e-05     0.032   11.1   0.2    26   115   239   330   232   344 0.82 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 3977at5820           -            569   0.00011   19.3   8.4   3   4   0.00057      0.29    7.9   0.1    76   137   375   437   365   445 0.78 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 3977at5820           -            569   0.00011   19.3   8.4   4   4    0.0079         4    4.2   0.1    38    69   466   497   442   498 0.74 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO65026.1           -            590 3977at5820           -            569    0.0056   13.6   0.1   1   1   4.3e-05     0.022   11.6   0.1   472   555    98   180     7   191 0.78 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3977at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3977at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3977at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:42:03 2026
# [ok]
