#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68047.1           -            877 2392at5820           -            678         0 1402.0  32.2   1   3   3.4e-26   1.9e-23   81.2   0.7     1    53     3    55     3    62 0.92 DNA helicase, putative [Plasmodium vivax]
SCO68047.1           -            877 2392at5820           -            678         0 1402.0  32.2   2   3  1.4e-261  7.5e-259  859.1  13.1    39   459   146   573    98   578 0.93 DNA helicase, putative [Plasmodium vivax]
SCO68047.1           -            877 2392at5820           -            678         0 1402.0  32.2   3   3  1.4e-144  7.5e-142  472.5   3.8   453   678   597   834   585   834 0.95 DNA helicase, putative [Plasmodium vivax]
SCO65871.1           -           1741 2392at5820           -            678   1.6e-39  134.3  25.6   1   3       8.1   4.5e+03   -6.0   3.2    88    88   128   128    63   187 0.49 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 2392at5820           -            678   1.6e-39  134.3  25.6   2   3   3.6e-24     2e-21   74.5   7.3   179   439   476   745   462   787 0.74 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 2392at5820           -            678   1.6e-39  134.3  25.6   3   3   4.7e-24   2.6e-21   74.1   0.7   488   621  1361  1495  1338  1505 0.88 helicase SRCAP, putative [Plasmodium vivax]
SCO68346.1           -           1518 2392at5820           -            678   1.2e-38  131.4  10.2   1   2   1.6e-39   8.6e-37  125.3   3.7   193   418   621   855   608   869 0.82 DNA helicase, putative [Plasmodium vivax]
SCO68346.1           -           1518 2392at5820           -            678   1.2e-38  131.4  10.2   2   2   0.00016     0.087    9.6   0.4   490   598   960  1078   921  1105 0.74 DNA helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 2392at5820           -            678   1.5e-35  121.2  10.5   1   2   9.5e-20   5.3e-17   59.9   0.0   200   376   348   538   340   549 0.85 SNF2 helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 2392at5820           -            678   1.5e-35  121.2  10.5   2   2   3.5e-22     2e-19   67.9   0.4   490   606  1219  1335  1214  1376 0.87 SNF2 helicase, putative [Plasmodium vivax]
SCO65021.1           -           1083 2392at5820           -            678   1.8e-34  117.6  15.5   1   2   8.4e-26   4.6e-23   79.9   6.2   124   457    54   413    44   430 0.68 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO65021.1           -           1083 2392at5820           -            678   1.8e-34  117.6  15.5   2   2   1.1e-14   6.3e-12   43.1   1.8   490   671   546   729   533   736 0.83 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO67148.1           -           1396 2392at5820           -            678   8.9e-34  115.3  13.9   1   1   1.3e-34   7.1e-32  109.0  13.8   203   636   315   782   296   802 0.72 chromatin remodeling protein, putative [Plasmodium vivax]
SCO65894.1           -           1121 2392at5820           -            678     3e-31  106.9  29.3   1   4     0.034        19    1.9   0.7    33    65    16    49     5    58 0.82 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 2392at5820           -            678     3e-31  106.9  29.3   2   4     7e-17   3.9e-14   50.4   6.9   200   373   222   416   167   429 0.77 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 2392at5820           -            678     3e-31  106.9  29.3   3   4      0.15        84   -0.3   3.7   387   439   526   581   512   616 0.69 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 2392at5820           -            678     3e-31  106.9  29.3   4   4   6.4e-22   3.5e-19   67.1   0.1   512   629   992  1107   980  1114 0.88 DNA helicase, putative [Plasmodium vivax]
SCO66179.1           -           3266 2392at5820           -            678   1.3e-28   98.3   9.9   1   1     2e-29   1.1e-26   91.9   9.9   199   625  1383  1856  1342  1866 0.67 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO65594.1           -           1570 2392at5820           -            678   1.8e-22   78.0  10.3   1   2   1.3e-16   7.4e-14   49.5   8.4   201   536   687  1077   650  1080 0.59 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 2392at5820           -            678   1.8e-22   78.0  10.3   2   2     1e-08   5.6e-06   23.4   0.0   538   613  1114  1188  1110  1208 0.89 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO70255.1           -           1589 2392at5820           -            678   7.6e-21   72.6  22.1   1   4   2.4e-05     0.013   12.3   0.0   194   238   218   266   201   272 0.79 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 2392at5820           -            678   7.6e-21   72.6  22.1   2   4       1.6   8.6e+02   -3.6   0.7   249   311   376   442   372   452 0.69 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 2392at5820           -            678   7.6e-21   72.6  22.1   3   4   0.00012     0.069    9.9   1.4   306   377   962  1031   953  1071 0.71 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 2392at5820           -            678   7.6e-21   72.6  22.1   4   4     1e-20   5.8e-18   63.0   2.1   472   615  1419  1562  1403  1580 0.90 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO68499.1           -           1529 2392at5820           -            678   1.4e-10   38.6   5.4   1   4       2.3   1.2e+03   -4.2   1.7    99   120   169   191   118   263 0.54 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 2392at5820           -            678   1.4e-10   38.6   5.4   2   4    0.0061       3.4    4.3   0.0   221   240   726   745   723   757 0.89 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 2392at5820           -            678   1.4e-10   38.6   5.4   3   4     0.063        35    1.0   0.0   305   352   959  1004   954  1012 0.79 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 2392at5820           -            678   1.4e-10   38.6   5.4   4   4     1e-11   5.6e-09   33.4   0.0   541   627  1416  1501  1409  1518 0.88 DNA repair protein RAD5, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2392at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2392at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2392at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:39:51 2026
# [ok]
