#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68594.1           -           1685 1108at5820           -           1032         0 1497.8  54.4   1   7   5.8e-99   4.4e-96  321.4  12.3    17   225   184   429   177   440 0.83 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO68594.1           -           1685 1108at5820           -           1032         0 1497.8  54.4   2   7  2.1e-129  1.6e-126  422.2   6.2   235   483   490   771   477   775 0.89 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO68594.1           -           1685 1108at5820           -           1032         0 1497.8  54.4   3   7  1.1e-142  8.5e-140  466.1   7.7   480   760   807  1111   799  1113 0.94 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO68594.1           -           1685 1108at5820           -           1032         0 1497.8  54.4   4   7   9.8e-40   7.5e-37  125.3   0.1   759   835  1177  1253  1173  1257 0.96 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO68594.1           -           1685 1108at5820           -           1032         0 1497.8  54.4   5   7   4.6e-29   3.5e-26   90.0   0.2   835   915  1316  1409  1309  1414 0.89 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO68594.1           -           1685 1108at5820           -           1032         0 1497.8  54.4   6   7   8.3e-22   6.3e-19   65.9   0.0   930  1006  1547  1634  1534  1644 0.84 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO68594.1           -           1685 1108at5820           -           1032         0 1497.8  54.4   7   7   1.9e-07   0.00015   18.4   0.0  1006  1032  1657  1685  1647  1685 0.89 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO70014.1           -           1143 1108at5820           -           1032   3.4e-77  258.8  44.0   1   3   5.5e-20   4.2e-17   59.9  11.2    29   173    46   204    38   223 0.83 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO70014.1           -           1143 1108at5820           -           1032   3.4e-77  258.8  44.0   2   3   7.2e-62   5.5e-59  198.6  21.8   298   861   419  1000   361  1007 0.74 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO70014.1           -           1143 1108at5820           -           1032   3.4e-77  258.8  44.0   3   3    0.0078       5.9    3.1   0.0   947  1006  1047  1106  1022  1124 0.79 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO70126.1           -            631 1108at5820           -           1032   6.1e-29   99.1  15.7   1   2     1e-25   7.7e-23   78.9   6.1   377   574     8   199     1   245 0.84 SUMO-activating enzyme subunit 2, putative [Plasmodium vivax]
