#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3   1  12   5.6e-07    0.0034   13.9   0.2    15    42    32    59     3    65 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3   2  12   0.00045       2.7    4.3   0.0    42    67    87   112    79   116 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3   3  12   5.5e-14   3.3e-10   37.1   0.5    58   134   137   251   121   257 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3   4  12   8.9e-24   5.4e-20   69.5   1.7   132   184   313   365   310   379 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3   5  12   1.7e-71   1.1e-67  227.5  39.1   190   376   438   665   431   686 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3   6  12   4.6e-91   2.8e-87  292.4  16.6   381   566   784   974   779   977 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3   7  12   1.5e-82   8.8e-79  264.2  10.6   562   706  1007  1153  1004  1164 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3   8  12   1.2e-63   7.1e-60  201.6  18.3   705   824  1222  1341  1214  1349 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3   9  12   5.5e-32   3.4e-28   96.7   4.1   825   895  1401  1472  1394  1480 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3  10  12   3.8e-55   2.3e-51  173.4  16.8   893   996  1526  1635  1523  1638 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3  11  12   7.2e-25   4.4e-21   73.1   0.3   996  1048  1662  1714  1657  1719 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70127.1           -           1913 896at5820            -           1182         0 1619.7 203.3  12  12   1.2e-66   7.6e-63  211.4  22.6  1047  1181  1752  1908  1748  1909 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/896at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/896at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/896at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:08:08 2026
# [ok]
