#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67271.1           -           1566 8100at5820           -            858  9.1e-271  899.3  49.2   1  10     0.023   1.4e+02   -1.2   0.7    67    97     7    37     4    42 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67271.1           -           1566 8100at5820           -            858  9.1e-271  899.3  49.2   2  10    0.0025        15    2.0   0.2     1    17    45    61    45    66 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67271.1           -           1566 8100at5820           -            858  9.1e-271  899.3  49.2   3  10   2.1e-22   1.3e-18   65.1   0.0    13    84    80   152    71   168 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67271.1           -           1566 8100at5820           -            858  9.1e-271  899.3  49.2   4  10   1.2e-10   7.1e-07   26.2   0.0    74   110   187   223   180   230 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67271.1           -           1566 8100at5820           -            858  9.1e-271  899.3  49.2   5  10   4.6e-09   2.8e-05   20.9   0.0   134   164   327   357   296   367 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67271.1           -           1566 8100at5820           -            858  9.1e-271  899.3  49.2   6  10   2.3e-12   1.4e-08   31.9   0.2   163   196   382   415   370   422 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67271.1           -           1566 8100at5820           -            858  9.1e-271  899.3  49.2   7  10   1.1e-19   6.6e-16   56.1   0.0   216   261   560   605   551   613 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67271.1           -           1566 8100at5820           -            858  9.1e-271  899.3  49.2   8  10   4.3e-57   2.6e-53  179.9   0.4   260   406   647   827   640   862 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67271.1           -           1566 8100at5820           -            858  9.1e-271  899.3  49.2   9  10    0.0023        14    2.1   0.0   462   501  1081  1114  1060  1117 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67271.1           -           1566 8100at5820           -            858  9.1e-271  899.3  49.2  10  10  2.3e-159  1.4e-155  518.2  21.3   502   858  1157  1551  1154  1551 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8100at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8100at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8100at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:06:25 2026
# [ok]
