#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1   1  12   1.9e-48   5.6e-45  151.8  19.2     1   155     1   188     1   214 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1   2  12   1.8e-31   5.3e-28   95.6  20.9   107   281   225   402   192   437 0.65 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1   3  12   0.00032      0.97    5.2   2.8   268   292   441   465   433   494 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1   4  12   0.00048       1.4    4.7   0.7   286   326   584   624   556   650 0.72 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1   5  12   1.2e-07   0.00036   16.6   0.8   337   393   718   778   712   802 0.67 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1   6  12         0         0 1243.5  74.5   377   988   869  1538   858  1543 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1   7  12     7e-63   2.1e-59  199.6  42.8   981  1211  1621  1849  1608  1868 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1   8  12   0.00022      0.67    5.8   7.3  1134  1171  1878  1915  1843  1934 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1   9  12    0.0015       4.5    3.1   3.8  1163  1225  1939  2018  1923  2023 0.72 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1  10  12    0.0018       5.4    2.8   8.9  1132  1243  1952  2066  1949  2073 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1  11  12     8e-06     0.024   10.6   5.3  1224  1259  2075  2113  2067  2118 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68643.1           -           2257 576at5820            -           1368         0 1854.4 276.1  12  12   4.2e-53   1.3e-49  167.2  26.0  1232  1368  2111  2257  2109  2257 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68525.1           -           1181 576at5820            -           1368     2e-28   97.0  16.0   1   5      0.09   2.7e+02   -2.9   6.4   218   310    52   143    40   159 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68525.1           -           1181 576at5820            -           1368     2e-28   97.0  16.0   2   5      0.41   1.2e+03   -5.0   1.9   292   330   265   303   212   320 0.55 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68525.1           -           1181 576at5820            -           1368     2e-28   97.0  16.0   3   5      0.29   8.8e+02   -4.6   0.6  1106  1141   555   590   537   609 0.59 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68525.1           -           1181 576at5820            -           1368     2e-28   97.0  16.0   4   5     0.004        12    1.6   0.6   672   730   711   764   705   779 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68525.1           -           1181 576at5820            -           1368     2e-28   97.0  16.0   5   5   6.5e-32     2e-28   97.0  16.0   738   898   873  1034   838  1071 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/576at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/576at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/576at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:56:36 2026
# [ok]
