#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4   1  13   4.6e-59   3.5e-56  187.7   0.0     1   118     8   157     8   167 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4   2  13   1.3e-09   9.5e-07   23.6   0.0   119   164   211   267   204   274 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4   3  13  4.8e-102   3.6e-99  330.3   2.7   163   341   319   498   315   506 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4   4  13  4.2e-120  3.2e-117  390.3  10.1   337   549   542   758   538   774 0.95 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4   5  13         0         0 1176.8  65.8   546  1238   796  1532   794  1535 0.96 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4   6  13  7.2e-103  5.4e-100  333.1  10.1  1234  1411  1585  1764  1576  1767 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4   7  13  7.9e-210    6e-207  688.1  12.2  1411  1699  1806  2094  1798  2100 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4   8  13         0         0 2931.8  80.3  1697  3039  2136  3535  2107  3543 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4   9  13  1.9e-211  1.4e-208  693.5  16.4  3037  3360  3594  3917  3588  3978 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4  10  13  1.1e-133  8.6e-131  435.3  14.0  3358  3609  4277  4530  4259  4541 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4  11  13  6.8e-142  5.2e-139  462.6   5.2  3608  3829  4568  4789  4566  4798 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4  12  13   7.7e-46   5.9e-43  143.8   1.3  3825  3915  4863  4953  4860  4961 0.93 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 45at5820             -           4216         0 8352.3 308.4  13  13  3.2e-187  2.4e-184  613.1  10.5  3911  4216  5019  5330  5007  5330 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 45at5820             -           4216         0 1389.4 207.8   1   9         8   6.1e+03  -23.7  27.1   679   874    71   271    43   308 0.63 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 45at5820             -           4216         0 1389.4 207.8   2   9       6.7   5.1e+03   -8.7  13.2  3352  3487   421   570   383   602 0.59 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 45at5820             -           4216         0 1389.4 207.8   3   9         8   6.1e+03  -17.0  19.1   762   902  1373  1502  1317  1568 0.44 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 45at5820             -           4216         0 1389.4 207.8   4   9   5.2e-30     4e-27   91.2  16.7   979  1221  1617  1859  1601  1882 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 45at5820             -           4216         0 1389.4 207.8   5   9  6.2e-123  4.7e-120  399.7  23.2  1247  1695  1939  2389  1933  2404 0.93 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 45at5820             -           4216         0 1389.4 207.8   6   9   9.5e-47   7.2e-44  146.8   8.7  1716  1948  2479  2713  2464  2721 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 45at5820             -           4216         0 1389.4 207.8   7   9   1.5e-34   1.1e-31  106.3  20.5  2017  2304  2937  3228  2930  3244 0.89 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 45at5820             -           4216         0 1389.4 207.8   8   9   2.2e-86   1.7e-83  278.4  60.7  2335  3178  3314  4102  3306  4111 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 45at5820             -           4216         0 1389.4 207.8   9   9  1.9e-139  1.5e-136  454.4  38.0  3179  4214  4249  5270  4247  5274 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 45at5820             -           4216    2e-296  985.1 236.0   1  10         8   6.1e+03  -14.7  14.8   794   879   299   383   227   422 0.47 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 45at5820             -           4216    2e-296  985.1 236.0   2  10         8   6.1e+03  -34.0  42.9   604   890   981  1289   955  1469 0.59 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 45at5820             -           4216    2e-296  985.1 236.0   3  10         8   6.1e+03  -42.2  63.1   602   960  1558  1932  1545  1974 0.62 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 45at5820             -           4216    2e-296  985.1 236.0   4  10    1e-148  7.7e-146  485.3  62.8   974  1926  2060  3019  2039  3065 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 45at5820             -           4216    2e-296  985.1 236.0   5  10   9.3e-37   7.1e-34  113.6  18.2  2003  2349  3322  3682  3316  3695 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 45at5820             -           4216    2e-296  985.1 236.0   6  10   2.8e-18   2.1e-15   52.3   7.5  2337  2501  3781  3949  3772  3965 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 45at5820             -           4216    2e-296  985.1 236.0   7  10   8.3e-84   6.3e-81  269.8  70.2  2508  3342  4029  4835  4003  4844 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 45at5820             -           4216    2e-296  985.1 236.0   8  10   2.1e-05     0.016    9.6   0.6  3394  3458  4846  4910  4836  4930 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 45at5820             -           4216    2e-296  985.1 236.0   9  10   2.3e-39   1.8e-36  122.3  27.9  3486  3947  5044  5483  5010  5505 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 45at5820             -           4216    2e-296  985.1 236.0  10  10   1.5e-11   1.2e-08   29.9   9.4  3954  4214  5603  5854  5589  5856 0.67 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 45at5820             -           4216  4.5e-259  861.1 109.1   1   6  7.1e-101   5.4e-98  326.5  35.8   671  1656  1191  2182  1135  2185 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 45at5820             -           4216  4.5e-259  861.1 109.1   2   6   3.6e-40   2.7e-37  125.0   0.1  1662  1880  2229  2459  2221  2481 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 45at5820             -           4216  4.5e-259  861.1 109.1   3   6  1.1e-107  8.2e-105  349.1  48.1  2007  3513  2701  4156  2687  4164 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 45at5820             -           4216  4.5e-259  861.1 109.1   4   6   6.4e-23   4.9e-20   67.7   0.7  3561  3815  4255  4516  4214  4530 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 45at5820             -           4216  4.5e-259  861.1 109.1   5   6   0.00017      0.13    6.5   0.2  3929  4032  4688  4790  4649  4804 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO65207.1           -           5027 45at5820             -           4216  4.5e-259  861.1 109.1   6   6      0.04        31   -1.3   0.0  4053  4089  4879  4915  4872  4943 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 45at5820             -           4216  2.3e-112  374.2 430.5   1   9         8   6.1e+03  -17.2  16.8   437   720   252   529   207   569 0.56 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 45at5820             -           4216  2.3e-112  374.2 430.5   2   9   2.8e-09   2.1e-06   22.4 131.5   601  1229   567  1212   530  1287 0.72 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 45at5820             -           4216  2.3e-112  374.2 430.5   3   9   6.2e-32   4.7e-29   97.6  18.8  1303  1543  1350  1577  1343  1583 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 45at5820             -           4216  2.3e-112  374.2 430.5   4   9   2.7e-18   2.1e-15   52.3   8.2  1556  1696  1660  1808  1649  1815 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 45at5820             -           4216  2.3e-112  374.2 430.5   5   9   1.2e-17   9.2e-15   50.2  25.5  1692  1971  1959  2262  1954  2276 0.72 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 45at5820             -           4216  2.3e-112  374.2 430.5   6   9     7e-45   5.3e-42  140.6 102.9  2000  3153  2574  3785  2569  3793 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 45at5820             -           4216  2.3e-112  374.2 430.5   7   9     0.013       9.5    0.4  20.2  3164  3363  3902  4096  3899  4122 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 45at5820             -           4216  2.3e-112  374.2 430.5   8   9   0.00028      0.21    5.8  15.5  3510  3711  4380  4572  4351  4589 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO65372.1           -           5177 45at5820             -           4216  2.3e-112  374.2 430.5   9   9   6.3e-24   4.8e-21   71.0  26.8  3727  4117  4701  5056  4686  5085 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 45at5820             -           4216   1.3e-81  272.1 267.0   1  17         8   6.1e+03  -55.9  75.7   623  1173    84   660    70   677 0.66 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 45at5820             -           4216   1.3e-81  272.1 267.0   2  17         8   6.1e+03  -29.6  40.8   671   920   684   943   661   988 0.75 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 45at5820             -           4216   1.3e-81  272.1 267.0   3  17         8   6.1e+03  -40.3  51.7   775  1082   995  1305   940  1327 0.58 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 45at5820             -           4216   1.3e-81  272.1 267.0   4  17   1.1e-10   8.5e-08   27.1  47.0   894  1234  1396  1728  1381  1742 0.81 dynein beta chain, putative [Plasmodium vivax]
SCO68789.1           -           6386 45at5820             -           4216   1.3e-81  272.1 267.0   5  17   7.4e-06    0.0056   11.1  19.5  1245  1403  1793  1949  1769  1962 0.78 dynein beta chain, putative [Plasmodium vivax]
