#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6   1  15   8.7e-23   6.6e-20   69.1   4.2     1    75     1    76     1    98 0.78 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6   2  15  2.7e-135    2e-132  441.8  24.5    19   291    98   378    81   415 0.83 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6   3  15   0.00015      0.12    8.7   5.2   280   323   646   689   613   749 0.72 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6   4  15   2.4e-15   1.8e-12   44.5  14.5   312   369   885   943   850   962 0.81 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6   5  15   1.4e-05     0.011   12.1   4.1   353   402   963  1013   945  1052 0.77 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6   6  15   1.3e-71     1e-68  230.8   7.3   365   519  1091  1252  1069  1276 0.81 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6   7  15   3.4e-67   2.6e-64  216.2  13.9   513   652  1344  1485  1329  1557 0.80 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6   8  15         8   6.1e+03  -14.9  15.1   845   978  1698  1843  1689  1864 0.60 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6   9  15   1.5e-78   1.1e-75  253.8   3.1   680   842  1902  2073  1873  2087 0.85 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6  10  15    0.0073       5.5    3.1   0.0   822   842  2111  2131  2107  2141 0.83 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6  11  15    0.0011      0.82    5.9   1.1   841   866  2198  2223  2193  2270 0.88 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6  12  15   2.4e-23   1.8e-20   71.0   6.2   868   934  2286  2356  2273  2374 0.86 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6  13  15   2.2e-58   1.7e-55  187.0   3.7   919  1054  2438  2586  2424  2590 0.85 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6  14  15   4.4e-19   3.3e-16   56.9   7.0  1055  1110  2656  2712  2653  2722 0.90 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67490.1           -           2859 470at5820            -           1231         0 1752.0 219.6  15  15   1.8e-74   1.4e-71  240.3  11.0  1091  1231  2719  2859  2709  2859 0.94 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65271.1           -           3546 470at5820            -           1231   2.4e-12   44.1   9.4   1   2   3.2e-10   2.4e-07   27.5   0.3    80   150   876   947   837   955 0.80 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO65271.1           -           3546 470at5820            -           1231   2.4e-12   44.1   9.4   2   2   7.9e-08     6e-05   19.6   3.4    79   163  1882  1965  1847  1974 0.69 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67732.1           -           2434 470at5820            -           1231     3e-12   43.8   3.1   1   3         8   6.1e+03   -7.4   4.1   615   647   195   228   144   258 0.42 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67732.1           -           2434 470at5820            -           1231     3e-12   43.8   3.1   2   3   1.8e-11   1.4e-08   31.6   0.1    94   152  1018  1075   928  1087 0.87 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO67732.1           -           2434 470at5820            -           1231     3e-12   43.8   3.1   3   3     7e-09   5.3e-06   23.1   0.5   103   154  1919  1971  1909  1982 0.88 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO68254.1           -           4003 470at5820            -           1231   6.3e-12   42.7  11.5   1   3   2.9e-10   2.2e-07   27.6   1.0    80   155  2787  2863  2776  2886 0.82 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO68254.1           -           4003 470at5820            -           1231   6.3e-12   42.7  11.5   2   3   2.5e-07   0.00019   17.9   2.3    87   155  3360  3426  3337  3449 0.80 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO68254.1           -           4003 470at5820            -           1231   6.3e-12   42.7  11.5   3   3     0.044        33    0.6   0.0   744   789  3931  3976  3895  3986 0.84 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO69979.1           -           2912 470at5820            -           1231   1.5e-10   38.1   0.4   1   4         8   6.1e+03  -11.3  17.4   267   377   369   476   345   489 0.67 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO69979.1           -           2912 470at5820            -           1231   1.5e-10   38.1   0.4   2   4     2e-13   1.5e-10   38.1   0.4    85   151  1910  1975  1856  1989 0.76 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO69979.1           -           2912 470at5820            -           1231   1.5e-10   38.1   0.4   3   4       2.9   2.2e+03   -5.5   8.0   913   973  2287  2351  2261  2374 0.48 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO69979.1           -           2912 470at5820            -           1231   1.5e-10   38.1   0.4   4   4      0.95   7.2e+02   -3.9   0.8  1174  1214  2859  2904  2855  2907 0.72 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO66790.1           -           1381 470at5820            -           1231   1.8e-10   37.9  13.8   1   7     0.023        18    1.5   0.1  1160  1216    76   133    59   154 0.78 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO66790.1           -           1381 470at5820            -           1231   1.8e-10   37.9  13.8   2   7         8   6.1e+03  -18.0  21.2   833   968   165   314   148   336 0.48 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO66790.1           -           1381 470at5820            -           1231   1.8e-10   37.9  13.8   3   7         8   6.1e+03  -13.7  18.9   861   962   263   365   240   390 0.61 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
