#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9   1  16  2.3e-187  1.4e-183  611.0  42.6     3   344     2   363     1   370 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9   2  16     2e-38   1.2e-34  116.8   6.8   345   467   461   612   454   621 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9   3  16     0.037   2.3e+02   -3.5   0.0   467   483   660   676   658   678 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9   4  16     1e-61   6.3e-58  194.1  19.0   509   747   796  1142   740  1148 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9   5  16   9.5e-26   5.8e-22   74.8   1.4   753   830  1223  1302  1190  1305 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9   6  16  5.8e-117  3.5e-113  377.4  24.3   827  1074  1324  1598  1317  1600 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9   7  16   7.2e-60   4.4e-56  188.0   4.9  1074  1195  1653  1778  1650  1782 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9   8  16   5.8e-54   3.5e-50  168.4  11.3  1195  1322  1823  1961  1819  1965 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9   9  16   1.3e-71   7.6e-68  227.0  10.4  1318  1446  2006  2143  1988  2150 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9  10  16    1e-122  6.3e-119  396.5  24.6  1444  1719  2198  2536  2195  2541 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9  11  16  1.3e-234  7.7e-231  767.8  41.7  1719  2137  2644  3082  2642  3086 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9  12  16   4.1e-64   2.5e-60  202.0   4.2  2135  2238  3179  3282  3171  3292 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9  13  16  4.1e-136  2.5e-132  441.0  23.0  2237  2471  3320  3574  3315  3593 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9  14  16   2.9e-38   1.8e-34  116.3   5.4  2500  2593  3685  3790  3643  3793 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9  15  16   5.2e-67   3.2e-63  211.7   9.1  2592  2708  3829  3945  3826  3955 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69182.1           -           4220 92at5820             -           2904         0 4327.0 362.9  16  16   2.8e-97   1.7e-93  312.1  21.2  2707  2904  4000  4215  3990  4215 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/92at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/92at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/92at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:09:41 2026
# [ok]
