#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67501.1           -           1716 656at5820            -           1340         0 2351.0 120.1   1   4  4.2e-208  4.2e-205  682.6  38.2     1   401     1   475     1   500 0.83 myosin F, putative [Plasmodium vivax]
SCO67501.1           -           1716 656at5820            -           1340         0 2351.0 120.1   2   4   3.6e-73   3.7e-70  235.5   0.0   373   536   513   688   502   698 0.86 myosin F, putative [Plasmodium vivax]
SCO67501.1           -           1716 656at5820            -           1340         0 2351.0 120.1   3   4         0         0 1136.2  50.6   537  1136   734  1455   725  1465 0.97 myosin F, putative [Plasmodium vivax]
SCO67501.1           -           1716 656at5820            -           1340         0 2351.0 120.1   4   4   4.7e-94   4.7e-91  304.7  13.5  1132  1340  1493  1716  1457  1716 0.86 myosin F, putative [Plasmodium vivax]
SCO68633.1           -           1981 656at5820            -           1340   8.8e-88  293.9  37.2   1   5     1e-19     1e-16   58.4   0.1   133   219    93   179    18   190 0.82 myosin C, putative [Plasmodium vivax]
SCO68633.1           -           1981 656at5820            -           1340   8.8e-88  293.9  37.2   2   5   4.2e-25   4.2e-22   76.2   0.0   264   346   184   276   179   281 0.85 myosin C, putative [Plasmodium vivax]
SCO68633.1           -           1981 656at5820            -           1340   8.8e-88  293.9  37.2   3   5   3.1e-49   3.1e-46  156.2   4.4   406   844   382   777   365   783 0.84 myosin C, putative [Plasmodium vivax]
SCO68633.1           -           1981 656at5820            -           1340   8.8e-88  293.9  37.2   4   5   0.00041      0.42    6.7   1.8   979  1008   884   913   876   920 0.89 myosin C, putative [Plasmodium vivax]
SCO68633.1           -           1981 656at5820            -           1340   8.8e-88  293.9  37.2   5   5   0.00086      0.87    5.6   9.3   952  1037   928  1018   918  1080 0.74 myosin C, putative [Plasmodium vivax]
SCO68507.1           -            817 656at5820            -           1340   6.1e-65  218.2  19.2   1   3   3.3e-17   3.3e-14   50.1   0.0   132   217   123   209    99   221 0.88 myosin A, putative [Plasmodium vivax]
SCO68507.1           -            817 656at5820            -           1340   6.1e-65  218.2  19.2   2   3   4.4e-24   4.4e-21   72.9   0.1   268   367   219   320   210   334 0.88 myosin A, putative [Plasmodium vivax]
SCO68507.1           -            817 656at5820            -           1340   6.1e-65  218.2  19.2   3   3   5.8e-29   5.8e-26   89.0  15.2   408   888   333   769   327   814 0.81 myosin A, putative [Plasmodium vivax]
SCO67860.1           -            800 656at5820            -           1340     1e-59  200.9  65.1   1   3   6.7e-18   6.7e-15   52.4   5.5    87   222    69   198    50   208 0.75 myosin B, putative [Plasmodium vivax]
SCO67860.1           -            800 656at5820            -           1340     1e-59  200.9  65.1   2   3   4.4e-25   4.4e-22   76.2   4.9   266   368   201   305   196   329 0.88 myosin B, putative [Plasmodium vivax]
SCO67860.1           -            800 656at5820            -           1340     1e-59  200.9  65.1   3   3   2.4e-26   2.4e-23   80.4  40.1   423   912   331   772   314   778 0.78 myosin B, putative [Plasmodium vivax]
SCO70054.1           -           1984 656at5820            -           1340   4.5e-48  162.3  20.8   1   2   5.7e-28   5.8e-25   85.7   0.5    99   377   162   442   145   473 0.73 myosin D, putative [Plasmodium vivax]
SCO70054.1           -           1984 656at5820            -           1340   4.5e-48  162.3  20.8   2   2   3.7e-26   3.7e-23   79.7  14.0   505   979   570  1057   554  1084 0.76 myosin D, putative [Plasmodium vivax]
SCO68253.1           -           1974 656at5820            -           1340   1.6e-20   71.0  37.8   1   4   2.3e-19   2.3e-16   57.2  10.6    65   327    44   350    34   358 0.72 myosin E, putative [Plasmodium vivax]
SCO68253.1           -           1974 656at5820            -           1340   1.6e-20   71.0  37.8   2   4         4     4e+03   -6.5   7.2   228   279   485   534   459   570 0.53 myosin E, putative [Plasmodium vivax]
SCO68253.1           -           1974 656at5820            -           1340   1.6e-20   71.0  37.8   3   4   4.2e-11   4.3e-08   29.8  19.2   408   794   559   975   504  1000 0.68 myosin E, putative [Plasmodium vivax]
SCO68253.1           -           1974 656at5820            -           1340   1.6e-20   71.0  37.8   4   4         6   6.1e+03   -8.4   8.1  1101  1315  1704  1917  1686  1935 0.49 myosin E, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/656at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/656at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/656at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:51:02 2026
# [ok]
