#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70056.1           -           1738 1450at5820           -           1044         0 1487.4 111.8   1  11  1.9e-252  3.9e-249  828.3  54.1     1   422     1   433     1   460 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70056.1           -           1738 1450at5820           -           1044         0 1487.4 111.8   2  11   5.9e-09   1.2e-05   22.1   0.0   422   460   469   513   466   520 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70056.1           -           1738 1450at5820           -           1044         0 1487.4 111.8   3  11   7.3e-08   0.00015   18.5   0.0   490   529   622   664   569   676 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70056.1           -           1738 1450at5820           -           1044         0 1487.4 111.8   4  11   1.7e-41   3.4e-38  129.9   0.2   533   616   710   793   705   798 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70056.1           -           1738 1450at5820           -           1044         0 1487.4 111.8   5  11   2.1e-19   4.2e-16   56.7   1.0   614   677   846   914   836   919 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70056.1           -           1738 1450at5820           -           1044         0 1487.4 111.8   6  11    0.0036       7.2    3.0   0.0   671   696   947   972   940   984 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70056.1           -           1738 1450at5820           -           1044         0 1487.4 111.8   7  11   1.7e-06    0.0034   14.0   0.1   694   719  1025  1050  1008  1060 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70056.1           -           1738 1450at5820           -           1044         0 1487.4 111.8   8  11   1.5e-42     3e-39  133.4   2.9   723   809  1196  1296  1189  1309 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70056.1           -           1738 1450at5820           -           1044         0 1487.4 111.8   9  11     3e-23     6e-20   69.5   0.1   816   862  1396  1442  1373  1448 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70056.1           -           1738 1450at5820           -           1044         0 1487.4 111.8  10  11   6.6e-42   1.3e-38  131.2  10.3   862   978  1470  1616  1465  1618 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70056.1           -           1738 1450at5820           -           1044         0 1487.4 111.8  11  11   4.6e-34   9.3e-31  105.3   0.3   977  1044  1660  1730  1657  1730 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67830.1           -            740 1450at5820           -           1044   0.00041   17.0  13.4   1   1   2.8e-07   0.00056   16.6  13.4   140   243   343   445   335   478 0.83 GTPase-activating protein, putative [Plasmodium vivax]
SCO68662.1           -            547 1450at5820           -           1044     0.012   12.2  16.2   1   1   8.1e-06     0.016   11.7  16.2   124   271   341   482   297   492 0.79 TBC domain containing protein [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1450at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1450at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1450at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:28 2026
# [ok]
