#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69266.1           -            257 11045at5820          -            214  4.7e-118  390.9   8.8   1   1  1.3e-120  6.4e-118  390.4   8.8     1   214     1   238     1   238 0.93 CCR4-associated factor 16, putative [Plasmodium vivax]
SCO67316.1           -            792 11045at5820          -            214     1e-13   49.8  15.9   1   4       5.1   2.6e+03   -3.7   0.0   186   212    38    66    35    68 0.70 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 11045at5820          -            214     1e-13   49.8  15.9   2   4   0.00049      0.25    9.4   0.1    13    52   194   233   180   269 0.68 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 11045at5820          -            214     1e-13   49.8  15.9   3   4   7.7e-08   3.9e-05   21.8   0.7   109   199   357   444   335   459 0.82 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 11045at5820          -            214     1e-13   49.8  15.9   4   4   2.7e-09   1.4e-06   26.6   2.6    18   191   593   771   578   784 0.69 protein GCN20, putative [Plasmodium vivax]
SCO67669.1           -           1464 11045at5820          -            214   1.5e-12   46.1  12.1   1   5   0.00013     0.065   11.3   0.1    14    98   398   482   380   512 0.75 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 11045at5820          -            214   1.5e-12   46.1  12.1   2   5   8.6e-07   0.00043   18.4   0.2   114   179   578   643   551   660 0.86 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 11045at5820          -            214   1.5e-12   46.1  12.1   3   5       4.6   2.3e+03   -3.6   0.1   123   175   900   951   889   957 0.71 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 11045at5820          -            214   1.5e-12   46.1  12.1   4   5    0.0049       2.5    6.1   0.0    16    63  1181  1228  1162  1239 0.75 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 11045at5820          -            214   1.5e-12   46.1  12.1   5   5   7.9e-06     0.004   15.3   0.1   114   177  1355  1418  1334  1431 0.85 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO69200.1           -            918 11045at5820          -            214   5.6e-11   40.9   3.8   1   2   1.1e-06   0.00055   18.1   0.4    15   125   615   731   607   746 0.80 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO69200.1           -            918 11045at5820          -            214   5.6e-11   40.9   3.8   2   2   2.6e-08   1.3e-05   23.3   0.2   114   180   815   879   785   901 0.83 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO67941.1           -            619 11045at5820          -            214   5.9e-11   40.8  12.7   1   3     0.032        16    3.5   0.1    32    50   122   140   111   146 0.86 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO67941.1           -            619 11045at5820          -            214   5.9e-11   40.8  12.7   2   3     6e-06     0.003   15.7   0.7    97   182   213   300   195   314 0.68 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO67941.1           -            619 11045at5820          -            214   5.9e-11   40.8  12.7   3   3   1.1e-08   5.5e-06   24.6   1.9    15   188   372   554   360   567 0.69 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 11045at5820          -            214   3.5e-10   38.3  43.5   1   5   3.7e-05     0.019   13.1   1.4     4    67   178   243   175   345 0.86 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 11045at5820          -            214   3.5e-10   38.3  43.5   2   5    0.0011      0.54    8.3   7.5    94   200   462   567   445   577 0.82 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 11045at5820          -            214   3.5e-10   38.3  43.5   3   5       8.1   4.1e+03   -4.4   1.4    79   133   606   658   594   663 0.47 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 11045at5820          -            214   3.5e-10   38.3  43.5   4   5   6.3e-06    0.0032   15.6   0.2    17    50   821   854   811   861 0.89 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 11045at5820          -            214   3.5e-10   38.3  43.5   5   5   2.5e-08   1.3e-05   23.4   5.7    96   190  1009  1102   998  1122 0.81 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO66924.1           -           2633 11045at5820          -            214     9e-10   37.0  20.9   1   3   8.7e-07   0.00044   18.4   0.4     4    50   809   857   807   868 0.82 ABC transporter I family member 1, putative [Plasmodium vivax]
SCO66924.1           -           2633 11045at5820          -            214     9e-10   37.0  20.9   2   3   8.9e-08   4.5e-05   21.6   9.5    86   197   956  1064   922  1078 0.77 ABC transporter I family member 1, putative [Plasmodium vivax]
SCO66924.1           -           2633 11045at5820          -            214     9e-10   37.0  20.9   3   3     0.056        28    2.7   0.2   114   153  2210  2249  2190  2261 0.80 ABC transporter I family member 1, putative [Plasmodium vivax]
SCO68531.1           -            811 11045at5820          -            214   8.5e-09   33.8   5.1   1   3      0.93   4.7e+02   -1.3   0.1   113   139   301   327   284   335 0.74 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 11045at5820          -            214   8.5e-09   33.8   5.1   2   3   4.6e-05     0.023   12.7   0.1    15    69   496   556   481   563 0.76 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 11045at5820          -            214   8.5e-09   33.8   5.1   3   3     8e-08     4e-05   21.8   0.3   114   182   707   773   696   798 0.77 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO69455.1           -            351 11045at5820          -            214   2.8e-08   32.1   2.8   1   3       3.5   1.8e+03   -3.2   0.0    43    69    48    74    28    80 0.71 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO69455.1           -            351 11045at5820          -            214   2.8e-08   32.1   2.8   2   3   3.2e-06    0.0016   16.5   0.1    15    53   118   156   105   173 0.89 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO69455.1           -            351 11045at5820          -            214   2.8e-08   32.1   2.8   3   3   6.2e-06    0.0031   15.6   0.1   114   175   247   307   232   348 0.82 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO67552.1           -            783 11045at5820          -            214   9.8e-07   27.1   6.2   1   1   4.5e-07   0.00023   19.3   6.2    15   179   572   763   559   778 0.73 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO69341.1           -            695 11045at5820          -            214     3e-06   25.5   2.4   1   2   2.2e-07   0.00011   20.3   0.0    31   174    68   233    52   264 0.70 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO69341.1           -            695 11045at5820          -            214     3e-06   25.5   2.4   2   2       1.1   5.4e+02   -1.5   0.4   129   190   420   486   390   493 0.69 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO68413.1           -            998 11045at5820          -            214   1.3e-05   23.3   9.1   1   1   6.3e-07   0.00032   18.9   9.1    16   188   774   966   766   981 0.68 ABC transporter B family member 6, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11045at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11045at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11045at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:36 2026
# [ok]
