#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66912.1           -            433 6389at5820           -            399  1.2e-288  954.9   1.5   1   1  8.5e-291  1.4e-288  954.7   1.5     1   399    35   433    35   433 1.00 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO68760.1           -            398 6389at5820           -            399   1.1e-90  303.0   1.1   1   1   8.2e-93   1.3e-90  302.7   1.1    11   394     4   395     2   398 0.94 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO66039.1           -            388 6389at5820           -            399   2.5e-83  278.8   1.9   1   1   1.7e-85   2.8e-83  278.6   1.9    26   394    15   385     2   388 0.96 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO65655.1           -            473 6389at5820           -            399   4.4e-76  254.9   3.1   1   2   1.1e-17   1.8e-15   55.3   0.0    26    91    59   124    49   132 0.92 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO65655.1           -            473 6389at5820           -            399   4.4e-76  254.9   3.1   2   2   3.5e-61   5.7e-59  198.6   2.3    91   398   156   470   133   471 0.93 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO70027.1           -            717 6389at5820           -            399   2.2e-55  186.8   0.7   1   2   1.7e-07   2.7e-05   21.8   0.0    39    86   290   337   276   344 0.88 DNA helicase 60, putative [Plasmodium vivax]
SCO70027.1           -            717 6389at5820           -            399   2.2e-55  186.8   0.7   2   2   2.2e-50   3.6e-48  163.0   0.3    93   370   400   681   391   687 0.92 DNA helicase 60, putative [Plasmodium vivax]
SCO68991.1           -            528 6389at5820           -            399   1.3e-53  180.9   0.0   1   1   1.1e-55   1.7e-53  180.5   0.0    43   398   130   495   113   496 0.88 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO67714.1           -           1006 6389at5820           -            399   1.3e-53  180.9   0.0   1   1   1.4e-53   2.3e-51  173.6   0.0    28   392   583   979   574   985 0.85 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO68859.1           -            787 6389at5820           -            399   3.8e-53  179.4   7.0   1   1   2.4e-53     4e-51  172.8   7.0    26   380   372   764   355   780 0.82 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO65570.1           -            536 6389at5820           -            399     3e-52  176.5   4.9   1   1   2.3e-54   3.9e-52  176.1   4.9    21   389   124   493   114   505 0.94 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO67619.1           -            667 6389at5820           -            399   1.1e-49  168.0   0.1   1   1   9.6e-52   1.6e-49  167.5   0.1    27   371   219   577   215   605 0.88 RNA helicase 1, putative [Plasmodium vivax]
SCO66253.1           -           1015 6389at5820           -            399   1.9e-49  167.3   1.4   1   1   1.8e-51     3e-49  166.6   1.4    36   383   635  1001   625  1011 0.86 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 6389at5820           -            399   2.8e-49  166.7   0.9   1   2     5e-07   8.3e-05   20.2   0.0    41    90   141   190   113   204 0.87 ATP-dependent helicase, putative [Plasmodium vivax]
