#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720206.1         -           1404 1314at5820           -            932         0 1162.4  44.7   1  10  1.3e-122  8.2e-119  396.6  10.5     1   239    13   251    13   259 0.99 | transcript=PVPAM_080042800_t1 | gene=PVPAM_080042800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1676368-1680875(+) | protein_length=1404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720206.1         -           1404 1314at5820           -            932         0 1162.4  44.7   2  10   2.1e-16   1.4e-12   45.1   0.2   240   277   283   320   277   325 0.91 | transcript=PVPAM_080042800_t1 | gene=PVPAM_080042800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1676368-1680875(+) | protein_length=1404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720206.1         -           1404 1314at5820           -            932         0 1162.4  44.7   3  10   2.4e-97   1.5e-93  313.0  13.5   280   483   383   593   376   595 0.97 | transcript=PVPAM_080042800_t1 | gene=PVPAM_080042800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1676368-1680875(+) | protein_length=1404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720206.1         -           1404 1314at5820           -            932         0 1162.4  44.7   4  10      0.07   4.5e+02   -3.0   0.0   482   499   623   640   621   645 0.85 | transcript=PVPAM_080042800_t1 | gene=PVPAM_080042800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1676368-1680875(+) | protein_length=1404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720206.1         -           1404 1314at5820           -            932         0 1162.4  44.7   5  10   7.4e-23   4.8e-19   66.5   0.0   509   575   729   800   699   811 0.87 | transcript=PVPAM_080042800_t1 | gene=PVPAM_080042800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1676368-1680875(+) | protein_length=1404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720206.1         -           1404 1314at5820           -            932         0 1162.4  44.7   6  10   8.5e-36   5.5e-32  109.3   0.5   576   655   853   935   847   939 0.95 | transcript=PVPAM_080042800_t1 | gene=PVPAM_080042800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1676368-1680875(+) | protein_length=1404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720206.1         -           1404 1314at5820           -            932         0 1162.4  44.7   7  10   5.3e-06     0.034   10.7   0.0   654   679   961   986   954   992 0.91 | transcript=PVPAM_080042800_t1 | gene=PVPAM_080042800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1676368-1680875(+) | protein_length=1404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720206.1         -           1404 1314at5820           -            932         0 1162.4  44.7   8  10   1.2e-13   7.7e-10   36.0   0.0   679   717  1015  1053  1001  1061 0.92 | transcript=PVPAM_080042800_t1 | gene=PVPAM_080042800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1676368-1680875(+) | protein_length=1404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720206.1         -           1404 1314at5820           -            932         0 1162.4  44.7   9  10   5.3e-10   3.4e-06   23.9   0.0   715   775  1084  1176  1080  1196 0.67 | transcript=PVPAM_080042800_t1 | gene=PVPAM_080042800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1676368-1680875(+) | protein_length=1404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720206.1         -           1404 1314at5820           -            932         0 1162.4  44.7  10  10   4.8e-53   3.1e-49  166.4   0.0   784   931  1218  1394  1205  1395 0.83 | transcript=PVPAM_080042800_t1 | gene=PVPAM_080042800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1676368-1680875(+) | protein_length=1404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1314at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1314at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1314at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:53 2026
# [ok]
