#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718986.1         -           1987 1258at5820           -           1250         0 1416.0 101.2   1  11   5.8e-21   3.7e-17   59.8   7.9     1    65     2    66     2    76 0.93 | transcript=PVPAM_050037800_t1 | gene=PVPAM_050037800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1390038-1396857(-) | protein_length=1987 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718986.1         -           1987 1258at5820           -           1250         0 1416.0 101.2   2  11  7.9e-108  5.1e-104  347.6  23.2    65   350   151   483    91   495 0.84 | transcript=PVPAM_050037800_t1 | gene=PVPAM_050037800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1390038-1396857(-) | protein_length=1987 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718986.1         -           1987 1258at5820           -           1250         0 1416.0 101.2   3  11   7.2e-19   4.6e-15   52.9   0.4   350   395   515   560   507   566 0.93 | transcript=PVPAM_050037800_t1 | gene=PVPAM_050037800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1390038-1396857(-) | protein_length=1987 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718986.1         -           1987 1258at5820           -           1250         0 1416.0 101.2   4  11   3.3e-48   2.1e-44  150.1   2.7   391   538   685   855   680   861 0.83 | transcript=PVPAM_050037800_t1 | gene=PVPAM_050037800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1390038-1396857(-) | protein_length=1987 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718986.1         -           1987 1258at5820           -           1250         0 1416.0 101.2   5  11   5.3e-10   3.4e-06   23.5   0.0   533   593   873   938   866   952 0.78 | transcript=PVPAM_050037800_t1 | gene=PVPAM_050037800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1390038-1396857(-) | protein_length=1987 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718986.1         -           1987 1258at5820           -           1250         0 1416.0 101.2   6  11   2.6e-05      0.17    7.9   0.9   576   609   950   983   945   987 0.87 | transcript=PVPAM_050037800_t1 | gene=PVPAM_050037800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1390038-1396857(-) | protein_length=1987 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718986.1         -           1987 1258at5820           -           1250         0 1416.0 101.2   7  11   1.6e-34     1e-30  104.7   8.0   604   714  1005  1126   995  1133 0.87 | transcript=PVPAM_050037800_t1 | gene=PVPAM_050037800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1390038-1396857(-) | protein_length=1987 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718986.1         -           1987 1258at5820           -           1250         0 1416.0 101.2   8  11     2e-52   1.3e-48  164.0   0.0   720   845  1164  1301  1151  1306 0.93 | transcript=PVPAM_050037800_t1 | gene=PVPAM_050037800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1390038-1396857(-) | protein_length=1987 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718986.1         -           1987 1258at5820           -           1250         0 1416.0 101.2   9  11   2.1e-20   1.4e-16   57.9   0.0   848   903  1388  1444  1384  1454 0.93 | transcript=PVPAM_050037800_t1 | gene=PVPAM_050037800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1390038-1396857(-) | protein_length=1987 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718986.1         -           1987 1258at5820           -           1250         0 1416.0 101.2  10  11  4.8e-110  3.1e-106  354.9   1.5   903  1158  1560  1843  1557  1845 0.91 | transcript=PVPAM_050037800_t1 | gene=PVPAM_050037800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1390038-1396857(-) | protein_length=1987 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718986.1         -           1987 1258at5820           -           1250         0 1416.0 101.2  11  11   2.6e-40   1.7e-36  123.9   4.0  1159  1250  1882  1987  1879  1987 0.89 | transcript=PVPAM_050037800_t1 | gene=PVPAM_050037800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1390038-1396857(-) | protein_length=1987 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1258at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1258at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1258at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:27:21 2026
# [ok]
