#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722360.1         -           3067 249at5820            -           1994         0 3411.7 326.4   1  11    2e-113  1.3e-109  366.0  29.4     1   205     1   205     1   209 0.99 | transcript=PVPAM_120059600_t1 | gene=PVPAM_120059600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2204531-2214776(-) | protein_length=3067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722360.1         -           3067 249at5820            -           1994         0 3411.7 326.4   2  11   1.6e-33     1e-29  101.1   1.5   202   270   243   311   239   349 0.84 | transcript=PVPAM_120059600_t1 | gene=PVPAM_120059600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2204531-2214776(-) | protein_length=3067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722360.1         -           3067 249at5820            -           1994         0 3411.7 326.4   3  11     1e-88   6.5e-85  284.1  24.1   268   447   425   621   416   625 0.90 | transcript=PVPAM_120059600_t1 | gene=PVPAM_120059600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2204531-2214776(-) | protein_length=3067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722360.1         -           3067 249at5820            -           1994         0 3411.7 326.4   4  11   3.8e-28   2.5e-24   83.2   1.4   443   498   748   803   741   813 0.90 | transcript=PVPAM_120059600_t1 | gene=PVPAM_120059600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2204531-2214776(-) | protein_length=3067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722360.1         -           3067 249at5820            -           1994         0 3411.7 326.4   5  11   2.4e-54   1.5e-50  170.1   1.0   502   600   873   971   865   981 0.95 | transcript=PVPAM_120059600_t1 | gene=PVPAM_120059600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2204531-2214776(-) | protein_length=3067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722360.1         -           3067 249at5820            -           1994         0 3411.7 326.4   6  11   2.8e-59   1.8e-55  186.4   9.7   607   724  1111  1231  1101  1245 0.91 | transcript=PVPAM_120059600_t1 | gene=PVPAM_120059600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2204531-2214776(-) | protein_length=3067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722360.1         -           3067 249at5820            -           1994         0 3411.7 326.4   7  11    2e-121  1.3e-117  392.5  28.2   713   922  1392  1603  1372  1609 0.94 | transcript=PVPAM_120059600_t1 | gene=PVPAM_120059600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2204531-2214776(-) | protein_length=3067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722360.1         -           3067 249at5820            -           1994         0 3411.7 326.4   8  11   1.2e-19   7.7e-16   55.1   8.7   917   970  1710  1763  1706  1778 0.89 | transcript=PVPAM_120059600_t1 | gene=PVPAM_120059600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2204531-2214776(-) | protein_length=3067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722360.1         -           3067 249at5820            -           1994         0 3411.7 326.4   9  11  4.3e-197  2.8e-193  643.5  60.0   970  1313  1818  2191  1815  2198 0.92 | transcript=PVPAM_120059600_t1 | gene=PVPAM_120059600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2204531-2214776(-) | protein_length=3067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722360.1         -           3067 249at5820            -           1994         0 3411.7 326.4  10  11  1.3e-111  8.2e-108  360.0  21.6  1333  1540  2317  2537  2311  2545 0.94 | transcript=PVPAM_120059600_t1 | gene=PVPAM_120059600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2204531-2214776(-) | protein_length=3067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722360.1         -           3067 249at5820            -           1994         0 3411.7 326.4  11  11  2.8e-252  1.8e-248  826.5  63.1  1536  1994  2574  3061  2571  3061 0.95 | transcript=PVPAM_120059600_t1 | gene=PVPAM_120059600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2204531-2214776(-) | protein_length=3067 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
