#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5   1  14   3.5e-89   7.6e-86  287.5  20.3     1   181     1   184     1   187 0.98 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5   2  14   5.8e-91   1.2e-87  293.4  15.5   183   384   235   455   231   460 0.90 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5   3  14   6.9e-23   1.5e-19   67.9   4.1   378   452   495   576   487   590 0.83 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5   4  14   3.3e-05     0.071    9.3   0.2   449   480   599   630   588   634 0.87 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5   5  14   1.7e-05     0.036   10.3   0.1   475   504   688   717   650   743 0.81 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5   6  14     3e-05     0.064    9.5   5.1   510   562   978  1033   946  1049 0.65 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5   7  14   0.00016      0.34    7.1   1.6   440   576  1044  1191  1034  1197 0.58 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5   8  14   6.8e-81   1.5e-77  260.0   4.2   568   736  1273  1448  1226  1452 0.86 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5   9  14   2.1e-09   4.6e-06   23.2   0.0   733   759  1482  1508  1475  1511 0.90 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5  10  14   1.2e-39   2.6e-36  123.4   3.3   758   840  1603  1686  1598  1696 0.93 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720405.1         -           2425 565at5820            -           1203         0 1597.5 187.5  11  14   6.9e-80   1.5e-76  256.7   6.5   830   987  1769  1939  1764  1947 0.89 | transcript=PVPAM_090017000_t1 | gene=PVPAM_090017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:600400-607677(+) | protein_length=2425 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
