#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718453.1         -           1346 913at5820            -           1148         0 2638.4  12.3   1   2         0         0 1966.0   4.0     4   850    30   905    28   914 0.98 | transcript=PVPAM_040019900_t1 | gene=PVPAM_040019900 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase II subunit RPB2, putative | transcript_product=DNA-directed RNA polymerase II subunit RPB2, putative | location=CASCJQ010000004:635865-640013(-) | protein_length=1346 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718453.1         -           1346 913at5820            -           1148         0 2638.4  12.3   2   2  5.8e-207  9.4e-204  677.5   1.2   852  1148  1041  1346  1028  1346 0.97 | transcript=PVPAM_040019900_t1 | gene=PVPAM_040019900 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase II subunit RPB2, putative | transcript_product=DNA-directed RNA polymerase II subunit RPB2, putative | location=CASCJQ010000004:635865-640013(-) | protein_length=1346 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722709.1         -           1427 913at5820            -           1148  1.2e-207  690.3  19.2   1   2  2.6e-126  4.2e-123  410.3  13.1     9   786   218  1003   212  1015 0.85 | transcript=PVPAM_130021000_t1 | gene=PVPAM_130021000 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase III subunit RPC2, putative | transcript_product=DNA-directed RNA polymerase III subunit RPC2, putative | location=CASCJQ010000013:714263-718546(-) | protein_length=1427 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722709.1         -           1427 913at5820            -           1148  1.2e-207  690.3  19.2   2   2   4.3e-88     7e-85  283.8   0.4   804  1146  1097  1425  1070  1427 0.90 | transcript=PVPAM_130021000_t1 | gene=PVPAM_130021000 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase III subunit RPC2, putative | transcript_product=DNA-directed RNA polymerase III subunit RPC2, putative | location=CASCJQ010000013:714263-718546(-) | protein_length=1427 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720632.1         -           1574 913at5820            -           1148  6.2e-100  333.6  14.9   1   5   1.5e-08   2.4e-05   20.4   0.5    22   173   102   255    90   273 0.86 | transcript=PVPAM_090039600_t1 | gene=PVPAM_090039600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase I subunit RPA2, putative | transcript_product=DNA-directed RNA polymerase I subunit RPA2, putative | location=CASCJQ010000009:1535807-1540679(-) | protein_length=1574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720632.1         -           1574 913at5820            -           1148  6.2e-100  333.6  14.9   2   5   1.8e-07   0.00029   16.8   0.0   440   508   616   682   546   719 0.69 | transcript=PVPAM_090039600_t1 | gene=PVPAM_090039600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase I subunit RPA2, putative | transcript_product=DNA-directed RNA polymerase I subunit RPA2, putative | location=CASCJQ010000009:1535807-1540679(-) | protein_length=1574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720632.1         -           1574 913at5820            -           1148  6.2e-100  333.6  14.9   3   5   6.2e-32     1e-28   97.8   0.2   659   783   987  1112   978  1123 0.90 | transcript=PVPAM_090039600_t1 | gene=PVPAM_090039600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase I subunit RPA2, putative | transcript_product=DNA-directed RNA polymerase I subunit RPA2, putative | location=CASCJQ010000009:1535807-1540679(-) | protein_length=1574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720632.1         -           1574 913at5820            -           1148  6.2e-100  333.6  14.9   4   5   7.2e-31   1.2e-27   94.3   0.0   886   982  1216  1315  1196  1335 0.92 | transcript=PVPAM_090039600_t1 | gene=PVPAM_090039600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase I subunit RPA2, putative | transcript_product=DNA-directed RNA polymerase I subunit RPA2, putative | location=CASCJQ010000009:1535807-1540679(-) | protein_length=1574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720632.1         -           1574 913at5820            -           1148  6.2e-100  333.6  14.9   5   5   2.6e-35   4.2e-32  109.0   2.1   983  1144  1388  1563  1368  1567 0.84 | transcript=PVPAM_090039600_t1 | gene=PVPAM_090039600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase I subunit RPA2, putative | transcript_product=DNA-directed RNA polymerase I subunit RPA2, putative | location=CASCJQ010000009:1535807-1540679(-) | protein_length=1574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723915.1         -           1021 913at5820            -           1148   3.4e-25   86.1   7.0   1   2      0.32   5.2e+02   -3.9   4.8   668   727   467   534   447   571 0.66 | transcript=PVPAM_API0008600_t1 | gene=PVPAM_API0008600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase subunit beta, putative | transcript_product=DNA-directed RNA polymerase subunit beta, putative | location=CASCJQ010000015:20131-23196(-) | protein_length=1021 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723915.1         -           1021 913at5820            -           1148   3.4e-25   86.1   7.0   2   2   2.1e-28   3.4e-25   86.1   7.0   734  1086   592   961   581   971 0.77 | transcript=PVPAM_API0008600_t1 | gene=PVPAM_API0008600 | organism=Plasmodium_vivax_PAM | gene_product=DNA-directed RNA polymerase subunit beta, putative | transcript_product=DNA-directed RNA polymerase subunit beta, putative | location=CASCJQ010000015:20131-23196(-) | protein_length=1021 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/913at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/913at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/913at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
