#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6   1  15   3.4e-29   2.2e-25   86.8   8.7     1    79     1   105     1   118 0.81 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6   2  15     2e-07    0.0013   14.6   0.0    73   108   220   255   204   257 0.87 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6   3  15   1.1e-21   7.2e-18   61.9   0.7    99   175   514   600   488   604 0.84 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6   4  15  1.1e-108  7.1e-105  350.4  20.3   169   376   688   898   679   930 0.96 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6   5  15   4.1e-76   2.6e-72  242.4  11.7   416   550  1125  1259  1078  1267 0.93 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6   6  15   1.5e-08   9.4e-05   18.4   2.8   549   576  1320  1351  1317  1360 0.88 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6   7  15   7.8e-51   5.1e-47  158.5   9.5   575   674  1426  1525  1418  1532 0.96 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6   8  15   2.5e-69   1.6e-65  219.9  17.8   676   802  1588  1722  1583  1728 0.94 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6   9  15     2e-26   1.3e-22   77.6   1.4   803   851  1786  1834  1780  1839 0.95 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6  10  15   2.5e-24   1.6e-20   70.7   0.2   852   901  1867  1916  1863  1925 0.94 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721875.1         -           3442 359at5820            -           1865         0 2785.0 251.6  11  15   8.6e-26   5.6e-22   75.5   1.4   899   962  1955  2019  1950  2024 0.89 | transcript=PVPAM_120010900_t1 | gene=PVPAM_120010900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:235029-245809(+) | protein_length=3442 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
