#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9   1  15  8.2e-123  5.3e-119  397.0  35.0     5   283    21   349    19   353 0.88 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9   2  15   0.00012      0.74    5.2   0.2   281   303   398   420   394   426 0.90 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9   3  15  7.5e-211  4.9e-207  689.0  35.2   293   685   475   872   456   880 0.95 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9   4  15   3.5e-76   2.2e-72  242.4  14.6   679   819   993  1133   985  1137 0.98 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9   5  15  2.5e-114  1.6e-110  368.9  30.4   819  1064  1196  1490  1190  1493 0.85 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9   6  15     1e-07   0.00065   15.3   0.1  1062  1089  1523  1550  1505  1566 0.74 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9   7  15  1.2e-128  7.6e-125  416.4  16.5  1088  1336  1622  1875  1615  1896 0.89 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9   8  15   7.2e-32   4.7e-28   95.4   9.0  1311  1453  2103  2284  2089  2292 0.76 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9   9  15  4.7e-130  3.1e-126  421.0  30.5  1443  1689  2399  2661  2387  2663 0.94 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9  10  15   5.1e-51   3.3e-47  158.9  11.0  1695  1789  2722  2817  2719  2825 0.95 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9  11  15   1.9e-34   1.2e-30  104.0   2.6  1787  1865  2850  2929  2844  2952 0.90 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9  12  15   1.8e-06     0.012   11.1   0.2  1869  1896  2991  3018  2982  3024 0.87 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9  13  15   9.2e-27   5.9e-23   78.5   0.0  1890  1961  3077  3148  3070  3153 0.93 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9  14  15  6.6e-105  4.3e-101  337.6  10.9  1956  2163  3247  3456  3234  3470 0.95 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721194.1         -           3860 258at5820            -           2240         0 3457.9 298.9  15  15   4.5e-54   2.9e-50  169.1   6.3  2137  2240  3757  3860  3706  3860 0.80 | transcript=PVPAM_110009600_t1 | gene=PVPAM_110009600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:179033-192181(+) | protein_length=3860 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/258at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/258at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/258at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:47 2026
# [ok]
