#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6   1  26   1.6e-86     1e-82  276.5  30.1     1   195     1   224     1   229 0.88 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6   2  26   5.1e-95   3.3e-91  304.7  37.1   204   438   306   576   293   579 0.86 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6   3  26   2.3e-75   1.5e-71  239.4  29.2   437   591   603   781   601   794 0.90 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6   4  26   3.7e-79   2.4e-75  252.0  11.0   587   740   917  1070   911  1077 0.97 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6   5  26   2.2e-89   1.4e-85  286.0  21.4   742   936  1103  1336  1090  1342 0.80 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6   6  26  2.3e-124  1.5e-120  402.0  35.1   919  1170  1383  1647  1375  1657 0.94 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6   7  26   7.1e-38   4.6e-34  115.0   0.2  1180  1250  1701  1771  1685  1789 0.93 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6   8  26   1.4e-49   9.3e-46  153.8  13.3  1244  1351  1813  1918  1805  1937 0.85 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6   9  26   5.9e-06     0.038    9.1   0.0  1349  1375  1944  1970  1941  1979 0.88 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  10  26   1.2e-37     8e-34  114.2  12.2  1375  1474  2012  2116  2006  2123 0.93 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  11  26   5.1e-45   3.3e-41  138.7   1.9  1474  1567  2144  2239  2139  2257 0.93 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  12  26   8.5e-60   5.5e-56  187.8  10.1  1564  1695  2306  2438  2301  2445 0.94 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  13  26  2.5e-115  1.6e-111  372.1  27.9  1693  1926  2484  2727  2476  2744 0.93 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  14  26   3.2e-44   2.1e-40  136.1   1.5  1921  2017  2765  2862  2756  2873 0.93 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  15  26   1.5e-29   9.8e-26   87.4   7.5  2010  2083  2915  2988  2907  2990 0.95 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  16  26   3.1e-74     2e-70  235.7  19.5  2082  2213  3042  3177  3019  3185 0.91 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  17  26   3.2e-60   2.1e-56  189.2   1.0  2214  2335  3218  3349  3206  3354 0.90 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  18  26   3.6e-51   2.3e-47  159.2   7.5  2333  2432  3381  3489  3377  3496 0.92 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  19  26  6.8e-121  4.4e-117  390.5  28.8  2468  2686  3724  3962  3684  3973 0.91 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  20  26   1.5e-11   9.6e-08   27.7   0.0  2690  2725  4018  4053  3998  4087 0.88 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  21  26   5.6e-85   3.6e-81  271.3  18.1  2732  2918  4182  4400  4157  4438 0.83 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  22  26   9.5e-07    0.0061   11.7   1.5  2909  2947  4440  4478  4434  4488 0.88 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  23  26   1.2e-08   7.8e-05   18.0   1.9  2971  3002  4660  4691  4654  4703 0.87 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  24  26  6.5e-104  4.2e-100  334.2  20.5  2946  3182  4707  4974  4694  5010 0.76 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  25  26   7.8e-57   5.1e-53  177.9  14.9  3202  3305  5073  5186  5016  5191 0.83 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723463.1         -           5314 59at5820             -           3393         0 4923.4 537.6  26  26     2e-51   1.3e-47  160.0   2.6  3306  3393  5227  5314  5225  5314 0.98 | transcript=PVPAM_140038500_t1 | gene=PVPAM_140038500 | organism=Plasmodium_vivax_PAM | gene_product=peptidase family C50, putative | transcript_product=peptidase family C50, putative | location=CASCJQ010000014:1444188-1460132(+) | protein_length=5314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/59at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/59at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/59at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:34 2026
# [ok]
