#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6   1  15   3.6e-24   2.3e-20   69.9   1.3     1    54     1    56     1    64 0.94 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6   2  15   5.9e-40   3.8e-36  122.2   0.2    55   206   111   300   104   321 0.80 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6   3  15   1.7e-83   1.1e-79  266.6   5.0   233   442   376   615   345   623 0.87 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6   4  15     6e-54   3.9e-50  168.6   3.1   433   548   658   773   654   782 0.95 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6   5  15     7e-41   4.5e-37  125.3   0.0   550   647   860   957   853   963 0.96 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6   6  15   4.4e-47   2.9e-43  145.8   8.4   648   755  1001  1131   997  1137 0.79 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6   7  15   1.1e-26   7.2e-23   78.2   1.3   754   829  1164  1241  1154  1256 0.87 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6   8  15   7.4e-72   4.8e-68  228.0   5.0   809   981  1314  1491  1291  1508 0.84 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6   9  15   8.1e-08   0.00052   15.6   0.4   986  1019  1599  1632  1594  1654 0.80 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6  10  15  7.7e-115  4.9e-111  370.5  25.7  1026  1242  1696  1936  1680  1940 0.89 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6  11  15   6.9e-80   4.5e-76  254.6   8.4  1241  1364  2058  2181  2053  2195 0.96 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6  12  15   4.2e-42   2.7e-38  129.3   0.2  1362  1455  2220  2314  2215  2317 0.95 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6  13  15   3.5e-50   2.3e-46  156.1   4.4  1461  1561  2410  2510  2402  2516 0.94 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6  14  15   4.1e-83   2.7e-79  265.3  10.6  1558  1755  2551  2776  2541  2786 0.87 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721260.1         -           3249 186at5820            -           2019         0 2704.2 190.6  15  15  5.4e-114  3.5e-110  367.7  22.5  1758  2019  2858  3145  2850  3145 0.89 | transcript=PVPAM_110016200_t1 | gene=PVPAM_110016200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:454461-464210(-) | protein_length=3249 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/186at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/186at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/186at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:05 2026
# [ok]
