#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7717660.1         -           4034 212at5820            -           2667         0 3412.4 293.2   1  19   4.7e-66     3e-62  208.9  11.4     2   173     6   199     5   205 0.90 | transcript=PVPAM_010017000_t1 | gene=PVPAM_010017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:547241-559345(-) | protein_length=4034 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717660.1         -           4034 212at5820            -           2667         0 3412.4 293.2   2  19  6.2e-115    4e-111  371.0  31.0   172   506   271   696   260   702 0.79 | transcript=PVPAM_010017000_t1 | gene=PVPAM_010017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:547241-559345(-) | protein_length=4034 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717660.1         -           4034 212at5820            -           2667         0 3412.4 293.2   3  19   7.6e-78   4.9e-74  248.0  11.8   520   689   814   999   802  1019 0.92 | transcript=PVPAM_010017000_t1 | gene=PVPAM_010017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:547241-559345(-) | protein_length=4034 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717660.1         -           4034 212at5820            -           2667         0 3412.4 293.2   4  19   1.3e-90   8.4e-87  290.4  14.2   686   886  1036  1251  1032  1254 0.93 | transcript=PVPAM_010017000_t1 | gene=PVPAM_010017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:547241-559345(-) | protein_length=4034 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717660.1         -           4034 212at5820            -           2667         0 3412.4 293.2   5  19   6.8e-36   4.4e-32  108.8   0.1   884   974  1306  1406  1295  1412 0.89 | transcript=PVPAM_010017000_t1 | gene=PVPAM_010017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:547241-559345(-) | protein_length=4034 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717660.1         -           4034 212at5820            -           2667         0 3412.4 293.2   6  19   0.00094       6.1    2.2   0.3   971  1000  1455  1484  1447  1512 0.74 | transcript=PVPAM_010017000_t1 | gene=PVPAM_010017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:547241-559345(-) | protein_length=4034 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717660.1         -           4034 212at5820            -           2667         0 3412.4 293.2   7  19   4.3e-19   2.7e-15   53.1   2.7  1022  1094  1571  1645  1565  1654 0.91 | transcript=PVPAM_010017000_t1 | gene=PVPAM_010017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:547241-559345(-) | protein_length=4034 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717660.1         -           4034 212at5820            -           2667         0 3412.4 293.2   8  19   1.8e-24   1.2e-20   70.9   4.2  1080  1186  1664  1790  1659  1795 0.84 | transcript=PVPAM_010017000_t1 | gene=PVPAM_010017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:547241-559345(-) | protein_length=4034 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717660.1         -           4034 212at5820            -           2667         0 3412.4 293.2   9  19   8.4e-09   5.5e-05   18.9   0.0  1188  1254  1819  1910  1815  1917 0.65 | transcript=PVPAM_010017000_t1 | gene=PVPAM_010017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:547241-559345(-) | protein_length=4034 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717660.1         -           4034 212at5820            -           2667         0 3412.4 293.2  10  19   4.7e-77     3e-73  245.4   5.8  1254  1447  1935  2151  1923  2155 0.93 | transcript=PVPAM_010017000_t1 | gene=PVPAM_010017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:547241-559345(-) | protein_length=4034 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717660.1         -           4034 212at5820            -           2667         0 3412.4 293.2  11  19   3.2e-41     2e-37  126.5   0.6  1447  1562  2226  2352  2221  2358 0.91 | transcript=PVPAM_010017000_t1 | gene=PVPAM_010017000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:547241-559345(-) | protein_length=4034 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
