#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0   1  15    6e-175  9.7e-172  571.7  78.4     1   385     1   437     1   470 0.88 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0   2  15   6.5e-41     1e-37  127.0   8.4   387   513   550   682   543   690 0.86 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0   3  15   2.1e-14   3.4e-11   39.0   0.3   474   563   706   803   700   817 0.80 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0   4  15   1.1e-76   1.7e-73  245.7  11.0   564   758  1000  1229   957  1241 0.78 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0   5  15   3.9e-14   6.3e-11   38.1   2.7   737   800  1233  1300  1224  1306 0.82 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0   6  15  1.3e-139  2.1e-136  454.5  53.8   792  1058  1333  1618  1302  1625 0.90 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0   7  15  1.8e-157  2.9e-154  513.7  63.0  1057  1401  1659  2051  1640  2064 0.89 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0   8  15   9.7e-33   1.6e-29   99.8   5.1  1429  1527  2132  2232  2124  2256 0.79 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0   9  15   7.4e-82   1.2e-78  262.8  32.9  1516  1690  2279  2483  2264  2496 0.88 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0  10  15   9.9e-31   1.6e-27   93.2  12.1  1693  1766  2543  2616  2536  2619 0.84 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0  11  15   4.7e-21   7.6e-18   61.1   3.9  1738  1801  2614  2684  2610  2697 0.80 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0  12  15  3.8e-117  6.1e-114  379.9  34.5  1803  2015  2783  3016  2772  3050 0.89 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719755.1         -           4239 102at5820            -           3017         0 4739.2 621.0  13  15    2e-264  3.3e-261  868.6 101.3  2011  2509  3059  3614  3047  3627 0.90 | transcript=PVPAM_070036900_t1 | gene=PVPAM_070036900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1337964-1351486(+) | protein_length=4239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
