#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723619.1         -            438 9135at5820           -            339    1e-172  572.3  43.2   1   2  1.2e-166  8.5e-164  542.9  38.9     1   307     1   335     1   381 0.88 | transcript=PVPAM_140054300_t1 | gene=PVPAM_140054300 | organism=Plasmodium_vivax_PAM | gene_product=leucine-rich repeat protein | transcript_product=leucine-rich repeat protein | location=CASCJQ010000014:2119853-2121416(-) | protein_length=438 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723619.1         -            438 9135at5820           -            339    1e-172  572.3  43.2   2   2   1.2e-08   8.9e-06   23.4   0.1   302   339   388   425   370   425 0.74 | transcript=PVPAM_140054300_t1 | gene=PVPAM_140054300 | organism=Plasmodium_vivax_PAM | gene_product=leucine-rich repeat protein | transcript_product=leucine-rich repeat protein | location=CASCJQ010000014:2119853-2121416(-) | protein_length=438 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719283.1         -            317 9135at5820           -            339   1.3e-18   65.7  86.9   1   4   1.1e-10   7.8e-08   30.2  17.9    20   105    14   100     8   105 0.86 | transcript=PVPAM_060029000_t1 | gene=PVPAM_060029000 | organism=Plasmodium_vivax_PAM | gene_product=leucine-rich repeat protein | transcript_product=leucine-rich repeat protein | location=CASCJQ010000006:984401-985891(-) | protein_length=317 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719283.1         -            317 9135at5820           -            339   1.3e-18   65.7  86.9   2   4   3.2e-11   2.3e-08   31.9  18.5    22   121    61   153    59   158 0.87 | transcript=PVPAM_060029000_t1 | gene=PVPAM_060029000 | organism=Plasmodium_vivax_PAM | gene_product=leucine-rich repeat protein | transcript_product=leucine-rich repeat protein | location=CASCJQ010000006:984401-985891(-) | protein_length=317 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719283.1         -            317 9135at5820           -            339   1.3e-18   65.7  86.9   3   4   1.4e-08     1e-05   23.2  12.6    17   125   100   202    97   206 0.81 | transcript=PVPAM_060029000_t1 | gene=PVPAM_060029000 | organism=Plasmodium_vivax_PAM | gene_product=leucine-rich repeat protein | transcript_product=leucine-rich repeat protein | location=CASCJQ010000006:984401-985891(-) | protein_length=317 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719283.1         -            317 9135at5820           -            339   1.3e-18   65.7  86.9   4   4   8.4e-08     6e-05   20.7  13.9    35   149   185   298   166   310 0.78 | transcript=PVPAM_060029000_t1 | gene=PVPAM_060029000 | organism=Plasmodium_vivax_PAM | gene_product=leucine-rich repeat protein | transcript_product=leucine-rich repeat protein | location=CASCJQ010000006:984401-985891(-) | protein_length=317 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718799.1         -            198 9135at5820           -            339   8.6e-08   30.0  11.7   1   3   0.00046      0.33    8.4   2.0     8    83    15    92    10    94 0.80 | transcript=PVPAM_050019300_t1 | gene=PVPAM_050019300 | organism=Plasmodium_vivax_PAM | gene_product=dynein light chain 1, putative | transcript_product=dynein light chain 1, putative | location=CASCJQ010000005:638781-640263(+) | protein_length=198 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718799.1         -            198 9135at5820           -            339   8.6e-08   30.0  11.7   2   3   1.9e-09   1.3e-06   26.1   3.5    19    90    73   144    71   147 0.93 | transcript=PVPAM_050019300_t1 | gene=PVPAM_050019300 | organism=Plasmodium_vivax_PAM | gene_product=dynein light chain 1, putative | transcript_product=dynein light chain 1, putative | location=CASCJQ010000005:638781-640263(+) | protein_length=198 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718799.1         -            198 9135at5820           -            339   8.6e-08   30.0  11.7   3   3     0.002       1.4    6.3   0.0   116   153   145   185   143   195 0.80 | transcript=PVPAM_050019300_t1 | gene=PVPAM_050019300 | organism=Plasmodium_vivax_PAM | gene_product=dynein light chain 1, putative | transcript_product=dynein light chain 1, putative | location=CASCJQ010000005:638781-640263(+) | protein_length=198 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721881.1         -            250 9135at5820           -            339   9.4e-08   29.9  28.6   1   3    0.0041       2.9    5.3   2.3    46    88    28    70    12    72 0.82 | transcript=PVPAM_120011500_t1 | gene=PVPAM_120011500 | organism=Plasmodium_vivax_PAM | gene_product=centrosomal protein CEP72, putative | transcript_product=centrosomal protein CEP72, putative | location=CASCJQ010000012:270052-271785(-) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721881.1         -            250 9135at5820           -            339   9.4e-08   29.9  28.6   2   3   3.8e-10   2.7e-07   28.4  14.2    42   125    68   150    62   153 0.93 | transcript=PVPAM_120011500_t1 | gene=PVPAM_120011500 | organism=Plasmodium_vivax_PAM | gene_product=centrosomal protein CEP72, putative | transcript_product=centrosomal protein CEP72, putative | location=CASCJQ010000012:270052-271785(-) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
