#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4   1  30   2.2e-21   1.4e-17   60.3   0.0     1    60    13    84    13    99 0.86 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4   2  30   9.1e-18   5.9e-14   48.3   0.0    61   107   120   166   118   174 0.88 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4   3  30   1.1e-28   7.2e-25   84.5   0.0   102   172   196   266   189   280 0.91 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4   4  30   2.3e-66   1.5e-62  209.5   1.8   174   299   368   496   357   505 0.93 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4   5  30   3.5e-45   2.3e-41  139.2   0.1   301   383   525   607   513   613 0.95 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4   6  30   8.5e-39   5.5e-35  118.0   0.0   387   484   687   807   682   812 0.80 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4   7  30  1.1e-105  6.9e-102  340.0   0.1   483   719   905  1181   902  1185 0.90 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4   8  30   1.8e-21   1.2e-17   60.5   0.1   735   799  1253  1317  1226  1319 0.87 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4   9  30   3.5e-25   2.2e-21   72.9   0.2   795   886  1358  1478  1355  1483 0.78 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  10  30   3.3e-33   2.1e-29   99.5   0.1   901   991  1545  1656  1542  1661 0.81 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  11  30   9.6e-38   6.2e-34  114.6   3.4   990  1104  1686  1826  1680  1832 0.75 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  12  30   1.5e-40   9.7e-37  123.9   0.0  1106  1214  1867  1986  1859  1989 0.88 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  13  30   9.2e-97   5.9e-93  310.4  15.2  1215  1389  2026  2204  2024  2210 0.95 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  14  30   4.5e-13   2.9e-09   32.7   0.0  1393  1453  2310  2388  2305  2394 0.82 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  15  30   1.3e-18   8.4e-15   51.1   0.2  1453  1543  2422  2544  2415  2547 0.77 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  16  30    0.0011       7.4    1.5   0.0  1542  1572  2613  2648  2610  2669 0.78 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  17  30   2.6e-73   1.6e-69  232.6   4.5  1570  1767  2684  2938  2682  2950 0.80 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  18  30   3.1e-26     2e-22   76.4   0.0  1765  1825  3001  3070  2996  3072 0.86 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  19  30     9e-60   5.8e-56  187.6   6.0  1826  1944  3122  3244  3118  3251 0.93 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  20  30   2.1e-31   1.4e-27   93.5   0.1  1941  2014  3285  3358  3282  3364 0.96 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  21  30   4.6e-45     3e-41  138.8   4.0  2030  2124  3550  3644  3543  3653 0.89 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  22  30   2.7e-56   1.7e-52  176.1   3.1  2121  2216  3761  3856  3748  3865 0.92 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  23  30   1.2e-14   7.8e-11   37.9   0.4  2209  2263  3953  4007  3942  4022 0.85 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  24  30   4.8e-67   3.1e-63  211.7   3.5  2244  2387  4024  4173  4020  4185 0.92 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  25  30     3e-09   1.9e-05   20.0   4.0  2384  2415  4348  4379  4345  4382 0.91 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  26  30   3.9e-31   2.5e-27   92.6   0.0  2412  2482  4410  4480  4400  4493 0.92 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  27  30   6.4e-34   4.1e-30  101.9   6.1  2470  2548  4575  4658  4568  4661 0.90 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717779.1         -           5162 123at5820            -           2857         0 3674.2 185.4  28  30   7.6e-19   4.9e-15   51.8   0.1  2548  2600  4714  4768  4709  4773 0.86 | transcript=PVPAM_010029300_t1 | gene=PVPAM_010029300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000001:1074016-1089657(-) | protein_length=5162 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
