#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1   1  16  4.3e-143  2.8e-139  464.7  55.7     2   281    11   306    10   319 0.93 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1   2  16   1.4e-80   9.3e-77  257.4  37.1   267   441   469   643   460   653 0.93 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1   3  16     0.094   6.1e+02   -4.0   1.5   733   761   654   682   646   686 0.74 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1   4  16   6.9e-73   4.5e-69  231.9  27.7   435   600   779   961   764   986 0.90 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1   5  16  1.7e-110  1.1e-106  356.6  40.3   617   846  1278  1528  1256  1540 0.91 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1   6  16   6.7e-78   4.4e-74  248.5  26.5   839  1037  1604  1814  1554  1824 0.85 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1   7  16   1.8e-54   1.1e-50  170.9   8.0  1029  1128  1856  1966  1853  1969 0.89 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1   8  16   1.1e-75   7.3e-72  241.1  21.7  1129  1263  2111  2245  2107  2250 0.97 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1   9  16   7.8e-15     5e-11   39.4   0.0  1263  1322  2291  2359  2286  2368 0.86 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1  10  16   9.2e-25     6e-21   72.3   2.8  1315  1362  2457  2504  2451  2531 0.89 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722305.1         -           3379 291at5820            -           1813         0 2644.1 365.1  11  16   4.7e-14     3e-10   36.8   0.2  1361  1413  2608  2660  2602  2673 0.90 | transcript=PVPAM_120054200_t1 | gene=PVPAM_120054200 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1972353-1982492(-) | protein_length=3379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
