#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722238.1         -           2949 381at5820            -           1663         0 2284.6 405.7   1  11   4.6e-42   2.9e-38  129.8  30.9     2    93    42   134    41   156 0.89 | transcript=PVPAM_120047500_t1 | gene=PVPAM_120047500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1711758-1721132(-) | protein_length=2949 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722238.1         -           2949 381at5820            -           1663         0 2284.6 405.7   2  11         0         0 1076.2 116.6    74   680   254   887   243   916 0.93 | transcript=PVPAM_120047500_t1 | gene=PVPAM_120047500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1711758-1721132(-) | protein_length=2949 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722238.1         -           2949 381at5820            -           1663         0 2284.6 405.7   3  11     5e-05      0.32    7.0   5.7   700   769  1106  1198  1084  1204 0.76 | transcript=PVPAM_120047500_t1 | gene=PVPAM_120047500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1711758-1721132(-) | protein_length=2949 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722238.1         -           2949 381at5820            -           1663         0 2284.6 405.7   4  11   9.9e-24   6.4e-20   69.0   9.8   756   839  1231  1326  1194  1337 0.79 | transcript=PVPAM_120047500_t1 | gene=PVPAM_120047500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1711758-1721132(-) | protein_length=2949 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722238.1         -           2949 381at5820            -           1663         0 2284.6 405.7   5  11   1.4e-66   9.1e-63  211.1  23.0   835  1011  1373  1566  1347  1583 0.79 | transcript=PVPAM_120047500_t1 | gene=PVPAM_120047500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1711758-1721132(-) | protein_length=2949 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722238.1         -           2949 381at5820            -           1663         0 2284.6 405.7   6  11   1.8e-15   1.2e-11   41.6  21.3   994  1071  1873  1955  1813  1970 0.61 | transcript=PVPAM_120047500_t1 | gene=PVPAM_120047500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1711758-1721132(-) | protein_length=2949 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722238.1         -           2949 381at5820            -           1663         0 2284.6 405.7   7  11   5.4e-06     0.035   10.2   2.1  1031  1087  2024  2080  2015  2093 0.74 | transcript=PVPAM_120047500_t1 | gene=PVPAM_120047500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1711758-1721132(-) | protein_length=2949 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722238.1         -           2949 381at5820            -           1663         0 2284.6 405.7   8  11   3.3e-14   2.2e-10   37.4   8.4  1063  1130  2088  2155  2080  2171 0.83 | transcript=PVPAM_120047500_t1 | gene=PVPAM_120047500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1711758-1721132(-) | protein_length=2949 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722238.1         -           2949 381at5820            -           1663         0 2284.6 405.7   9  11   2.2e-18   1.4e-14   51.3  10.2  1114  1209  2196  2301  2167  2313 0.73 | transcript=PVPAM_120047500_t1 | gene=PVPAM_120047500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1711758-1721132(-) | protein_length=2949 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722238.1         -           2949 381at5820            -           1663         0 2284.6 405.7  10  11   7.5e-06     0.049    9.8  31.0  1184  1290  2330  2441  2316  2514 0.67 | transcript=PVPAM_120047500_t1 | gene=PVPAM_120047500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1711758-1721132(-) | protein_length=2949 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722238.1         -           2949 381at5820            -           1663         0 2284.6 405.7  11  11  2.3e-212  1.5e-208  694.3  73.8  1242  1663  2510  2942  2498  2942 0.92 | transcript=PVPAM_120047500_t1 | gene=PVPAM_120047500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1711758-1721132(-) | protein_length=2949 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
