#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722666.1         -           5577 65at5820             -           4303         0 7658.5 809.2   1   8   2.9e-17   6.3e-14   47.8   0.2     1    51     1    60     1    63 0.91 | transcript=PVPAM_130016700_t1 | gene=PVPAM_130016700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000013:524476-546567(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722666.1         -           5577 65at5820             -           4303         0 7658.5 809.2   2   8   1.7e-40   3.7e-37  124.9  11.8    57   158   283   406   269   410 0.87 | transcript=PVPAM_130016700_t1 | gene=PVPAM_130016700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000013:524476-546567(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722666.1         -           5577 65at5820             -           4303         0 7658.5 809.2   3   8         0         0 3923.6 393.6   153  2194   453  2613   447  2619 0.97 | transcript=PVPAM_130016700_t1 | gene=PVPAM_130016700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000013:524476-546567(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722666.1         -           5577 65at5820             -           4303         0 7658.5 809.2   4   8   4.3e-08   9.3e-05   17.4   0.5  2190  2216  2643  2669  2639  2680 0.86 | transcript=PVPAM_130016700_t1 | gene=PVPAM_130016700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000013:524476-546567(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722666.1         -           5577 65at5820             -           4303         0 7658.5 809.2   5   8         0         0 1081.9  94.9  2213  2860  2716  3411  2709  3432 0.93 | transcript=PVPAM_130016700_t1 | gene=PVPAM_130016700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000013:524476-546567(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722666.1         -           5577 65at5820             -           4303         0 7658.5 809.2   6   8         0         0 1771.8 192.3  2842  3872  3829  4987  3811  4990 0.92 | transcript=PVPAM_130016700_t1 | gene=PVPAM_130016700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000013:524476-546567(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722666.1         -           5577 65at5820             -           4303         0 7658.5 809.2   7   8   5.2e-77   1.1e-73  246.1  21.0  3868  4011  5014  5161  5009  5167 0.97 | transcript=PVPAM_130016700_t1 | gene=PVPAM_130016700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000013:524476-546567(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722666.1         -           5577 65at5820             -           4303         0 7658.5 809.2   8   8  1.4e-148    3e-145  483.6  43.7  4008  4303  5260  5577  5254  5577 0.93 | transcript=PVPAM_130016700_t1 | gene=PVPAM_130016700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000013:524476-546567(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 65at5820             -           4303   1.4e-31  106.4 134.6   1  11         3   6.5e+03  -16.4  34.0   150   377   143   363    63   376 0.66 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 65at5820             -           4303   1.4e-31  106.4 134.6   2  11      0.68   1.5e+03   -6.5   7.3  1468  1572   454   567   443   604 0.68 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 65at5820             -           4303   1.4e-31  106.4 134.6   3  11         2   4.3e+03   -8.1  13.8   596   759   706   870   693   886 0.79 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
