#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723786.1         -           1103 2216at5820           -            639         0 1235.7  55.1   1   4  6.1e-253    4e-250  830.2  13.5     1   380     6   394     6   405 0.98 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 2216at5820           -            639         0 1235.7  55.1   2   4   5.2e-25   3.4e-22   77.2   5.9   362   453   476   583   454   587 0.78 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 2216at5820           -            639         0 1235.7  55.1   3   4    0.0007      0.45    7.4   0.2   439   466   633   660   621   676 0.72 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723786.1         -           1103 2216at5820           -            639         0 1235.7  55.1   4   4  2.1e-103  1.3e-100  336.2  14.7   463   638   898  1073   876  1074 0.96 | transcript=PVPAM_140070900_t1 | gene=PVPAM_140070900 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-13, putative | transcript_product=kinesin-13, putative | location=CASCJQ010000014:2803723-2807172(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717884.1         -           1473 2216at5820           -            639   1.1e-51  174.7  10.1   1   1   3.8e-54   2.4e-51  173.5  10.1    32   365   782  1123   767  1140 0.86 | transcript=PVPAM_020011600_t1 | gene=PVPAM_020011600 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-8B, putative | transcript_product=kinesin-8B, putative | location=CASCJQ010000002:316567-321596(+) | protein_length=1473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720108.1         -           1288 2216at5820           -            639   5.7e-48  162.3  13.6   1   2   8.9e-51   5.7e-48  162.3  13.6    19   384   498   864   490   925 0.83 | transcript=PVPAM_080033000_t1 | gene=PVPAM_080033000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-8X, putative | transcript_product=kinesin-8X, putative | location=CASCJQ010000008:1268333-1272199(-) | protein_length=1288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720108.1         -           1288 2216at5820           -            639   5.7e-48  162.3  13.6   2   2      0.83   5.3e+02   -2.7   0.0   421   476  1056  1114  1050  1131 0.69 | transcript=PVPAM_080033000_t1 | gene=PVPAM_080033000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-8X, putative | transcript_product=kinesin-8X, putative | location=CASCJQ010000008:1268333-1272199(-) | protein_length=1288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720128.1         -           1388 2216at5820           -            639     1e-38  131.8  32.3   1   3   2.5e-16   1.6e-13   48.5   2.9    31   209    23   197     8   233 0.76 | transcript=PVPAM_080035000_t1 | gene=PVPAM_080035000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=CASCJQ010000008:1359800-1364145(+) | protein_length=1388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720128.1         -           1388 2216at5820           -            639     1e-38  131.8  32.3   2   3   2.5e-30   1.6e-27   94.8  14.1   169   389   246   480   238   569 0.81 | transcript=PVPAM_080035000_t1 | gene=PVPAM_080035000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=CASCJQ010000008:1359800-1364145(+) | protein_length=1388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720128.1         -           1388 2216at5820           -            639     1e-38  131.8  32.3   3   3      0.66   4.3e+02   -2.4   0.0   430   486  1015  1072   978  1076 0.66 | transcript=PVPAM_080035000_t1 | gene=PVPAM_080035000 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-5, putative | transcript_product=kinesin-5, putative | location=CASCJQ010000008:1359800-1364145(+) | protein_length=1388 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718253.1         -           2291 2216at5820           -            639   2.6e-30  104.0   8.1   1   2   9.3e-10     6e-07   26.8   0.3     5   136   234   356   230   360 0.83 | transcript=PVPAM_030025300_t1 | gene=PVPAM_030025300 | organism=Plasmodium_vivax_PAM | gene_product=kinesin-20, putative | transcript_product=kinesin-20, putative | location=CASCJQ010000003:834456-841331(+) | protein_length=2291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
