#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8   1  11         2   6.5e+03   -7.5   4.6    29    50    16    37     8    44 0.57 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8   2  11   1.2e-08     4e-05   20.7   6.9     1    27    46    72    46    91 0.85 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8   3  11         2   6.5e+03  -18.4  28.5    23    48   116   141   108   144 0.51 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8   4  11   3.4e-10   1.1e-06   25.8  34.4    24    72   135   188   133   200 0.80 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8   5  11   3.8e-07    0.0012   15.8   1.6    70    98   215   243   203   251 0.85 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8   6  11   1.8e-72   5.7e-69  231.7  15.0   101   228   320   447   308   453 0.97 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8   7  11   7.1e-90   2.3e-86  289.2  12.7   225   374   496   645   491   650 0.98 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8   8  11   1.4e-11   4.6e-08   30.4   0.1   372   404   711   743   698   751 0.90 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8   9  11   1.7e-09   5.4e-06   23.5   0.2   402   431   808   837   802   843 0.87 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8  10  11   1.1e-42   3.5e-39  133.2   0.9   425   526   898  1013   892  1033 0.87 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720075.1         -           1400 2733at5820           -            722         0 1064.1 180.8  11  11  2.8e-112  8.9e-109  363.3  20.0   540   721  1171  1352  1160  1353 0.98 | transcript=PVPAM_080029700_t1 | gene=PVPAM_080029700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1120643-1124845(-) | protein_length=1400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
