#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0   1  16  4.1e-181  2.7e-177  590.5  77.9     1   351     1   403     1   411 0.90 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0   2  16     4e-18   2.6e-14   49.9   6.0   341   398   485   545   476   556 0.87 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0   3  16   1.9e-49   1.3e-45  153.8   8.1   366   488   558   680   549   694 0.91 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0   4  16   2.1e-48   1.4e-44  150.4  10.3   481   579   746   845   732   859 0.89 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0   5  16   4.6e-70   2.9e-66  222.2  18.0   575   722   878  1027   873  1055 0.85 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0   6  16   3.4e-41   2.2e-37  126.5  11.7   712   803  1266  1358  1249  1403 0.87 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0   7  16   4.7e-40     3e-36  122.7   4.4   793   879  1412  1499  1403  1513 0.90 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0   8  16  1.3e-128  8.3e-125  416.4  37.3   870  1146  1549  1863  1542  1875 0.89 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0   9  16   4.9e-19   3.1e-15   53.0   0.2  1145  1191  1983  2029  1967  2050 0.90 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0  10  16  1.4e-124    9e-121  403.0  46.7  1190  1409  2146  2365  2139  2378 0.98 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718075.1         -           3697 363at5820            -           2139         0 3278.6 412.0  11  16   6.5e-21   4.2e-17   59.2   0.1  1405  1446  2475  2516  2469  2532 0.94 | transcript=PVPAM_030007100_t1 | gene=PVPAM_030007100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000003:84324-95861(+) | protein_length=3697 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
