#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9   1  12   2.8e-25   1.8e-21   74.1   0.6    30   107   684   763   673   767 0.91 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9   2  12  4.5e-133  2.9e-129  431.2  25.0   106   371   788  1079   783  1088 0.90 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9   3  12   1.2e-35   7.6e-32  108.4   0.1   366   442  1119  1196  1111  1213 0.92 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9   4  12   3.6e-75   2.3e-71  239.4   8.5   453   605  1282  1452  1277  1476 0.91 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9   5  12   2.4e-74   1.6e-70  236.6  16.0   605   741  1480  1616  1457  1629 0.95 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9   6  12   3.2e-30     2e-26   90.4   1.4   740   818  1664  1742  1659  1754 0.92 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9   7  12   1.3e-07   0.00083   15.5   0.0   819   850  1777  1808  1773  1838 0.86 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9   8  12   2.9e-27   1.9e-23   80.6   0.3   860   920  1884  1948  1878  1956 0.87 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9   9  12   9.6e-68   6.2e-64  214.8   8.3   921  1062  1992  2133  1989  2151 0.95 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9  10  12   1.2e-06    0.0078   12.3   0.7  1056  1083  2211  2238  2207  2240 0.92 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9  11  12     1e-50   6.7e-47  158.3   2.5  1066  1226  2275  2465  2265  2480 0.82 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720074.1         -           2672 590at5820            -           1357         0 1769.0 145.9  12  12   2.2e-50   1.5e-46  157.2  11.4  1224  1357  2513  2671  2507  2671 0.87 | transcript=PVPAM_080029600_t1 | gene=PVPAM_080029600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000008:1111925-1120126(+) | protein_length=2672 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/590at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/590at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/590at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:04 2026
# [ok]
