#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719683.1         -            951 3545at5820           -            654         0 1075.9  56.2   1   5   3.6e-15   7.7e-12   42.7   0.0     1    64    47   116    47   121 0.85 | transcript=PVPAM_070029700_t1 | gene=PVPAM_070029700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1077069-1079924(+) | protein_length=951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719683.1         -            951 3545at5820           -            654         0 1075.9  56.2   2   5   3.9e-90   8.5e-87  290.4  16.9    64   273   138   370   129   375 0.92 | transcript=PVPAM_070029700_t1 | gene=PVPAM_070029700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1077069-1079924(+) | protein_length=951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719683.1         -            951 3545at5820           -            654         0 1075.9  56.2   3   5  2.2e-102   4.8e-99  330.9  10.7   273   444   454   626   447   637 0.97 | transcript=PVPAM_070029700_t1 | gene=PVPAM_070029700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1077069-1079924(+) | protein_length=951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719683.1         -            951 3545at5820           -            654         0 1075.9  56.2   4   5  9.1e-120    2e-116  388.3   1.7   435   621   672   858   667   864 0.97 | transcript=PVPAM_070029700_t1 | gene=PVPAM_070029700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1077069-1079924(+) | protein_length=951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719683.1         -            951 3545at5820           -            654         0 1075.9  56.2   5   5   7.1e-15   1.5e-11   41.8   1.8   622   653   919   950   903   951 0.89 | transcript=PVPAM_070029700_t1 | gene=PVPAM_070029700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1077069-1079924(+) | protein_length=951 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720184.1         -            631 3545at5820           -            654   2.7e-11   40.9   3.7   1   4     0.012        27    1.3   0.0   369   438   160   235   145   245 0.72 | transcript=PVPAM_080040600_t1 | gene=PVPAM_080040600 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:1578300-1580195(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720184.1         -            631 3545at5820           -            654   2.7e-11   40.9   3.7   2   4     0.016        35    0.9   0.0   370   438   204   273   189   275 0.80 | transcript=PVPAM_080040600_t1 | gene=PVPAM_080040600 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:1578300-1580195(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720184.1         -            631 3545at5820           -            654   2.7e-11   40.9   3.7   3   4   1.7e-06    0.0036   14.1   0.3   365   418   274   327   259   338 0.91 | transcript=PVPAM_080040600_t1 | gene=PVPAM_080040600 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:1578300-1580195(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720184.1         -            631 3545at5820           -            654   2.7e-11   40.9   3.7   4   4   1.7e-09   3.6e-06   24.0   0.1   321   429   341   450   330   467 0.85 | transcript=PVPAM_080040600_t1 | gene=PVPAM_080040600 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:1578300-1580195(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723553.1         -            836 3545at5820           -            654   1.7e-05   21.8   6.6   1   4     8e-09   1.7e-05   21.8   6.6   276   434    62   226    45   231 0.71 | transcript=PVPAM_140047700_t1 | gene=PVPAM_140047700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000014:1815230-1817740(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723553.1         -            836 3545at5820           -            654   1.7e-05   21.8   6.6   2   4   0.00037       0.8    6.3   4.9   321   427   216   335   214   356 0.76 | transcript=PVPAM_140047700_t1 | gene=PVPAM_140047700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000014:1815230-1817740(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
