#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718972.1         -           2276 449at5820            -           1612         0 2083.4 121.9   1  11   2.8e-43   1.8e-39  133.6   0.5     4   119    50   182    47   189 0.89 | transcript=PVPAM_050036400_t1 | gene=PVPAM_050036400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1303493-1310859(+) | protein_length=2276 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718972.1         -           2276 449at5820            -           1612         0 2083.4 121.9   2  11   1.4e-76   9.4e-73  243.9   0.2   115   299   221   430   209   440 0.88 | transcript=PVPAM_050036400_t1 | gene=PVPAM_050036400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1303493-1310859(+) | protein_length=2276 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718972.1         -           2276 449at5820            -           1612         0 2083.4 121.9   3  11   1.8e-73   1.2e-69  233.7  14.5   304   475   469   669   457   675 0.86 | transcript=PVPAM_050036400_t1 | gene=PVPAM_050036400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1303493-1310859(+) | protein_length=2276 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718972.1         -           2276 449at5820            -           1612         0 2083.4 121.9   4  11   5.7e-59   3.7e-55  185.6   5.5   470   584   699   816   689   826 0.94 | transcript=PVPAM_050036400_t1 | gene=PVPAM_050036400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1303493-1310859(+) | protein_length=2276 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718972.1         -           2276 449at5820            -           1612         0 2083.4 121.9   5  11     1e-72   6.6e-69  231.2  11.7   581   702   835   956   828   959 0.97 | transcript=PVPAM_050036400_t1 | gene=PVPAM_050036400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1303493-1310859(+) | protein_length=2276 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718972.1         -           2276 449at5820            -           1612         0 2083.4 121.9   6  11     5e-54   3.3e-50  169.2   2.0   710   849  1043  1220  1036  1223 0.85 | transcript=PVPAM_050036400_t1 | gene=PVPAM_050036400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1303493-1310859(+) | protein_length=2276 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718972.1         -           2276 449at5820            -           1612         0 2083.4 121.9   7  11   4.2e-33   2.7e-29   99.9   0.0   850   947  1259  1368  1254  1372 0.88 | transcript=PVPAM_050036400_t1 | gene=PVPAM_050036400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1303493-1310859(+) | protein_length=2276 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718972.1         -           2276 449at5820            -           1612         0 2083.4 121.9   8  11   8.9e-53   5.7e-49  165.1   1.3   948  1100  1413  1599  1410  1604 0.84 | transcript=PVPAM_050036400_t1 | gene=PVPAM_050036400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1303493-1310859(+) | protein_length=2276 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718972.1         -           2276 449at5820            -           1612         0 2083.4 121.9   9  11   5.9e-21   3.8e-17   59.6   0.4  1102  1166  1633  1703  1630  1705 0.88 | transcript=PVPAM_050036400_t1 | gene=PVPAM_050036400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1303493-1310859(+) | protein_length=2276 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718972.1         -           2276 449at5820            -           1612         0 2083.4 121.9  10  11  5.1e-136  3.3e-132  441.0  20.4  1165  1502  1736  2114  1734  2119 0.92 | transcript=PVPAM_050036400_t1 | gene=PVPAM_050036400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1303493-1310859(+) | protein_length=2276 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718972.1         -           2276 449at5820            -           1612         0 2083.4 121.9  11  11   1.2e-50   7.6e-47  158.1   0.6  1490  1612  2128  2274  2117  2274 0.87 | transcript=PVPAM_050036400_t1 | gene=PVPAM_050036400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1303493-1310859(+) | protein_length=2276 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
