#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9   1  16   1.1e-58   7.4e-55  184.6   5.6     1   126     1   133     1   138 0.95 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9   2  16     2e-51   1.3e-47  160.6  12.9   123   234   194   305   178   331 0.90 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9   3  16   1.3e-50   8.2e-47  157.9   2.5   236   339   357   461   344   507 0.87 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9   4  16   1.9e-07    0.0012   14.8   0.0   350   377   537   564   518   572 0.83 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9   5  16   1.7e-41   1.1e-37  127.7   9.6   376   489   609   759   606   762 0.82 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9   6  16   5.5e-69   3.6e-65  218.8  10.1   490   649   794   987   780   995 0.84 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9   7  16   6.4e-39   4.1e-35  119.1   0.6   647   728  1023  1105  1017  1111 0.95 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9   8  16     3e-69     2e-65  219.7   0.4   719   860  1187  1335  1182  1345 0.93 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9   9  16   4.4e-11   2.8e-07   26.8   0.3   856   890  1358  1392  1340  1397 0.91 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9  10  16   4.4e-27   2.8e-23   79.9   0.5   907   969  1483  1545  1464  1552 0.92 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9  11  16   3.3e-39   2.1e-35  120.1   4.8   976  1046  1642  1712  1626  1722 0.89 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9  12  16   1.7e-13   1.1e-09   34.8   0.1  1045  1083  1798  1836  1789  1839 0.92 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9  13  16   3.5e-53   2.3e-49  166.4   2.9  1076  1183  1903  2010  1898  2013 0.96 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9  14  16   0.00082       5.3    2.7   0.0  1177  1195  2042  2060  2035  2062 0.90 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9  15  16  5.3e-113  3.4e-109  364.7  28.1  1196  1417  2112  2365  2105  2371 0.90 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721864.1         -           2702 382at5820            -           1675         0 2403.3 192.9  16  16  6.7e-144  4.3e-140  467.1  19.6  1412  1675  2408  2675  2402  2675 0.98 | transcript=PVPAM_120009800_t1 | gene=PVPAM_120009800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:185607-193923(+) | protein_length=2702 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/382at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/382at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/382at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:56 2026
# [ok]
