#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8   1  26  1.3e-172  1.2e-169  564.6  41.2     1   272     1   274     1   278 0.99 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8   2  26   3.6e-38   3.3e-35  118.3   3.1   266   336   503   573   495   581 0.94 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8   3  26  1.8e-141  1.7e-138  461.2  30.5   329   589   649   916   643   922 0.96 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8   4  26  1.8e-249  1.6e-246  819.7  31.9   585   978   958  1359   949  1371 0.98 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8   5  26   1.4e-71   1.3e-68  229.2  10.7   977  1108  1393  1524  1381  1531 0.94 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8   6  26   6.8e-60   6.3e-57  190.4   4.9  1104  1208  1555  1665  1551  1671 0.94 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8   7  26     2e-73   1.9e-70  235.3  38.3  1213  1399  1881  2136  1878  2150 0.80 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8   8  26   1.1e-22     1e-19   66.9   3.3  1395  1442  2172  2219  2167  2222 0.95 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8   9  26     1e-85   9.6e-83  276.1  18.0  1439  1586  2339  2486  2315  2503 0.92 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  10  26  1.2e-192  1.1e-189  631.1  35.3  1583  1933  2526  2925  2523  2946 0.91 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  11  26   4.2e-09   3.8e-06   21.9   4.3  1923  1952  2983  3012  2968  3017 0.85 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  12  26   4.1e-54   3.8e-51  171.2  11.4  1948  2051  3067  3174  3027  3190 0.83 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  13  26   5.7e-32   5.3e-29   97.7  23.7  2053  2125  3245  3317  3232  3361 0.87 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  14  26   4.4e-60     4e-57  191.1  29.1  2070  2236  3323  3498  3318  3502 0.83 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  15  26     1e-53   9.4e-51  169.9   7.1  2233  2331  3535  3633  3531  3639 0.96 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  16  26   1.9e-56   1.8e-53  179.0   8.7  2331  2429  3704  3802  3696  3820 0.96 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  17  26   4.6e-34   4.2e-31  104.7   1.8  2427  2500  3865  3939  3861  3944 0.94 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  18  26    2e-121  1.9e-118  394.6  15.9  2496  2681  3994  4179  3979  4185 0.97 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  19  26   9.5e-60   8.8e-57  190.0   1.2  2676  2790  4205  4327  4187  4332 0.91 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  20  26  8.4e-170  7.8e-167  555.2  21.6  2778  3061  4436  4743  4428  4746 0.93 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  21  26  3.1e-136  2.9e-133  443.8  16.6  3057  3291  4872  5115  4858  5127 0.93 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  22  26   1.8e-71   1.7e-68  228.8   0.7  3284  3414  5174  5325  5166  5333 0.90 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  23  26  1.9e-220  1.7e-217  723.4  48.0  3410  3830  5397  5886  5386  5907 0.88 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  24  26     0.009       8.3    0.8   0.0  3825  3851  5953  5981  5945  5989 0.81 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  25  26    2e-123  1.9e-120  401.3  17.3  3852  4081  6051  6315  6027  6323 0.89 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723046.1         -           6643 43at5820             -           4310         0 7751.1 609.8  26  26  1.8e-128  1.6e-125  418.1   2.3  4091  4310  6414  6643  6394  6643 0.93 | transcript=PVPAM_130055200_t1 | gene=PVPAM_130055200 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:2216930-2237018(+) | protein_length=6643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
